frame_index,host_time_s,status,sd_present,usb_connected,dac_a_volts,dac_b_volts,adc_ch01_volts,adc_ch02_volts,adc_ch03_volts,adc_ch04_volts,adc_ch05_volts,adc_ch06_volts,adc_ch07_volts,adc_ch08_volts,adc_ch09_volts,adc_ch10_volts,adc_ch11_volts,adc_ch12_volts,adc_ch13_volts,adc_ch14_volts,adc_ch15_volts,adc_ch16_volts,emg_ch01_volts,emg_ch02_volts,emg_ch03_volts,emg_ch04_volts,emg_ch05_volts,emg_ch06_volts,emg_ch07_volts,emg_ch08_volts,emg_ch09_volts,emg_ch10_volts,emg_ch11_volts,emg_ch12_volts,emg_ch13_volts,emg_ch14_volts,emg_ch15_volts,emg_ch16_volts,imu0_roll_deg,imu0_pitch_deg,imu0_yaw_deg,imu0_ax_g,imu0_ay_g,imu0_az_g,imu1_roll_deg,imu1_pitch_deg,imu1_yaw_deg,imu1_ax_g,imu1_ay_g,imu1_az_g,imu2_roll_deg,imu2_pitch_deg,imu2_yaw_deg,imu2_ax_g,imu2_ay_g,imu2_az_g,imu3_roll_deg,imu3_pitch_deg,imu3_yaw_deg,imu3_ax_g,imu3_ay_g,imu3_az_g
16,0.391000,3,1,1,0,0,3.50952148,3.50646973,3.50250244,3.5067749,3.50158691,3.51074219,3.5067749,3.50006104,3.48327637,3.48510742,3.48419189,3.47503662,3.47076416,3.46832275,3.47839355,3.4854126,-0.00399746886,-0.00362289464,-0.0048610745,-0.00407853676,-0.0034157401,-0.00422964431,-0.00373522798,-0.00386184338,-0.00482590683,-0.00353402947,-0.00543776294,-0.00496907253,-0.00552970869,-0.00461746613,-0.00467594573,-0.00561512867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.391000,3,1,1,0,0,3.51470947,3.51104736,3.50738525,3.51196289,3.50646973,3.51715088,3.51074219,3.50463867,3.49212646,3.49212646,3.4942627,3.48175049,3.48022461,3.47351074,3.4866333,3.4942627,0.000117843214,-0.000314453879,-0.000489901751,0.000491377199,-0.000727792038,0.000331814575,0.00034115772,0.000244790572,0.000728265557,-2.86876748e-05,0.00109715457,0.00157333352,0.00126150344,0.000720248208,0.000778207148,0.000199217597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.391000,3,1,1,0,0,3.51165771,3.51043701,3.50738525,3.51013184,3.50524902,3.51623535,3.51013184,3.50402832,3.49212646,3.49029541,3.49304199,3.48114014,3.47930908,3.47259521,3.48602295,3.49121094,0.00788151752,0.00907145999,0.00887396559,0.00857127458,0.0094577428,0.00894285366,0.00868736207,0.00819773227,0.00896757189,0.00884376559,0.00783832278,0.00907413941,0.00889665633,0.00836858153,0.00940991193,0.00910144206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.391000,3,1,1,0,0,3.50921631,3.5067749,3.50250244,3.5067749,3.50189209,3.51043701,3.5067749,3.50067139,3.48297119,3.4854126,3.4854126,3.47473145,3.47076416,3.46862793,3.47839355,3.48815918,0.00477081211,0.00564586604,0.00425154576,0.00468001096,0.00517486222,0.00495392736,0.00514813326,0.00488686748,0.00270281895,0.00467534456,0.00269468129,0.00416423939,0.00261133909,0.00371477287,0.00296020973,0.00290889409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.391000,3,1,1,0,0,3.51531982,3.51257324,3.50921631,3.51165771,3.50738525,3.51806641,3.51257324,3.5067749,3.49090576,3.49304199,3.49487305,3.48266602,3.47869873,3.47442627,3.48724365,3.49487305,0.0103198867,0.0101428675,0.0106011163,0.0101443287,0.0093041826,0.00951961894,0.00919066835,0.0102328276,0.0101057515,0.0104346359,0.0102140317,0.00962839741,0.0102853086,0.00949285179,0.0102959806,0.0100610545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.391000,3,1,1,0,0,3.51013184,3.50585938,3.50402832,3.50799561,3.50128174,3.51104736,3.50799561,3.50158691,3.49060059,3.48937988,3.49243164,3.47961426,3.47808838,3.47229004,3.4854126,3.48907471,0.00290145306,0.00154128473,0.00265387492,0.00280356128,0.00183625659,0.00144719356,0.00309973676,0.00215718243,0.00406777533,0.0029025902,0.00266377954,0.00296290964,0.00394439884,0.00384031236,0.00293020182,0.00245684991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.391000,3,1,1,0,0,3.51715088,3.51379395,3.51013184,3.51348877,3.50921631,3.51959229,3.51196289,3.50738525,3.49121094,3.49121094,3.4942627,3.48083496,3.47930908,3.47381592,3.48724365,3.49395752,-0.00247082091,-0.00219312287,-0.00226241793,-0.00252113142,-0.00215125037,-0.00198515342,-0.00305169774,-0.00187447842,-0.00256237295,-0.00311116083,-0.0011276427,-0.00398641592,-0.00171113107,-0.0020734123,-0.00148862088,-0.00291395281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.391000,3,1,1,0,0,3.51470947,3.51287842,3.50982666,3.51226807,3.50769043,3.51837158,3.51226807,3.50769043,3.49212646,3.49273682,3.49761963,3.48205566,3.47961426,3.47442627,3.48815918,3.4954834,-0.00183004653,-0.00205601892,-0.00121527934,-0.00193617959,-0.00182167604,-0.00210236711,-0.00186378846,-0.00136585278,-0.000984214246,-0.000625481945,0.000142512668,-0.000304419053,-0.000807228382,-0.00109514117,-0.00139403681,0.000297892431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.391000,3,1,1,0,0,3.51287842,3.51013184,3.50616455,3.50952148,3.5055542,3.51654053,3.50952148,3.50311279,3.49090576,3.48693848,3.49273682,3.47991943,3.47625732,3.47351074,3.48419189,3.49029541,0.000854175771,0.00144654373,0.000108477427,8.43706366e-05,0.000663476589,0.00170657865,0.000148373976,8.57937266e-05,-0.00213733735,-0.00123841129,-0.00290134596,-0.000788913399,-0.00279900734,-0.0020612285,-0.00125471002,-0.00329788565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.391000,3,1,1,0,0,3.515625,3.51379395,3.51043701,3.51470947,3.50891113,3.51867676,3.51287842,3.50799561,3.49304199,3.49395752,3.49456787,3.48388672,3.48022461,3.47625732,3.48632812,3.49517822,0.0070738392,0.00745318551,0.00714474125,0.00715287402,0.00682326034,0.00676629227,0.00603552256,0.00711352471,0.00566626154,0.00714742951,0.00568081439,0.00807803683,0.00629609451,0.00555650145,0.00634090137,0.00652924553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.391000,3,1,1,0,0,3.5168457,3.51348877,3.51013184,3.5144043,3.50921631,3.51959229,3.51287842,3.50769043,3.49304199,3.49304199,3.4979248,3.48419189,3.47930908,3.47442627,3.48754883,3.49609375,0.00587418489,0.00582782645,0.00550270081,0.00469098007,0.00602190243,0.00639616139,0.0047157621,0.00428567175,0.00466350093,0.00506404135,0.00366002833,0.00456474489,0.00437935814,0.00299007143,0.0047468571,0.00349389412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.391000,3,1,1,0,0,3.51867676,3.51531982,3.51257324,3.515625,3.50982666,3.52050781,3.515625,3.50952148,3.49578857,3.49456787,3.49914551,3.4854126,3.48388672,3.47564697,3.49121094,3.49731445,0.00899961963,0.00912176911,0.00876458827,0.00815071445,0.00897890795,0.00896229502,0.00832038652,0.00914160162,0.00731237978,0.00719041051,0.00788737554,0.00783469155,0.00754872104,0.00616101734,0.0082395887,0.0060296529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.391000,3,1,1,0,0,3.50524902,3.50219727,3.49914551,3.50158691,3.49761963,3.50738525,3.50158691,3.49517822,3.48144531,3.47961426,3.48358154,3.47076416,3.46893311,3.46374512,3.47625732,3.48114014,-0.00392031949,-0.00408451306,-0.00359234423,-0.0041105547,-0.00422791205,-0.00419564033,-0.00437879469,-0.00353219826,-0.00359494309,-0.00264341617,-0.00442116894,-0.00247471454,-0.0038061724,-0.00241559092,-0.00442254078,-0.00342658977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.391000,3,1,1,0,0,3.51104736,3.50738525,3.50463867,3.50860596,3.50189209,3.51501465,3.50860596,3.50189209,3.487854,3.4866333,3.48937988,3.47473145,3.47503662,3.47015381,3.47961426,3.48907471,0.0041349167,0.00430030236,0.00391478091,0.0041224109,0.00358700496,0.00498321373,0.00426590769,0.00442879973,0.00413995795,0.00311603164,0.00340713002,0.00220792601,0.00429256679,0.00428650249,0.00322639453,0.00447326154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.391000,3,1,1,0,0,3.51013184,3.50646973,3.50402832,3.50769043,3.50128174,3.51196289,3.50799561,3.50158691,3.48632812,3.48571777,3.4854126,3.47564697,3.47137451,3.46954346,3.47808838,3.48693848,0.000733815599,0.00118558842,0.000735066249,0.000699075696,0.000756190915,0.000833989354,0.000646364409,0.000546460797,-0.000795254484,0.000196521578,-0.00245742267,-0.000196202251,-0.000800672919,-0.00171728595,-0.000832955819,0.000482896809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.562000,3,1,1,0,0,3.515625,3.51196289,3.5067749,3.51135254,3.50708008,3.51715088,3.51043701,3.50646973,3.49121094,3.49182129,3.49456787,3.48114014,3.47869873,3.47351074,3.48632812,3.4942627,0.0031621193,0.00317612942,0.00257550785,0.00293752598,0.00281313178,0.00219975202,0.00287860353,0.00275459746,0.00260590808,0.00278330548,0.00376835279,0.00220256858,0.00289942068,0.00275016134,0.00358221401,0.00295738783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.562000,3,1,1,0,0,3.5055542,3.50189209,3.49853516,3.50067139,3.49731445,3.50769043,3.50189209,3.4954834,3.48175049,3.48114014,3.48297119,3.47045898,3.46862793,3.46405029,3.47717285,3.48144531,-0.00274250517,-0.00274652266,-0.00365324318,-0.00387638924,-0.00357393455,-0.00316204457,-0.00277922978,-0.00339705357,-0.00348988571,-0.00326148421,-0.00295136357,-0.00318814069,-0.00301072886,-0.00326109352,-0.0033387905,-0.00288260705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.562000,3,1,1,0,0,3.51623535,3.51257324,3.51074219,3.51257324,3.50769043,3.51837158,3.51165771,3.50524902,3.49243164,3.49243164,3.49731445,3.48236084,3.48022461,3.47412109,3.48632812,3.49609375,0.00303167989,0.0035730456,0.00283193938,0.00233156048,0.00288437703,0.00199781917,0.00219925307,0.0019259695,0.000211250386,0.00194063247,0.0013531273,0.00165693217,-0.000135602138,0.0012171187,0.000120800629,0.00270734983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.562000,3,1,1,0,0,3.5144043,3.51196289,3.50921631,3.51318359,3.50738525,3.51806641,3.51165771,3.50616455,3.49182129,3.49212646,3.49334717,3.48388672,3.47869873,3.47290039,3.48632812,3.49487305,0.0105114579,0.0114195673,0.0117736924,0.0115604736,0.0107892863,0.0111669861,0.0124708237,0.0110138627,0.0125393607,0.0112877218,0.0114464629,0.0112169757,0.0121158082,0.0117268823,0.0124917775,0.0111083072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.562000,3,1,1,0,0,3.51470947,3.51226807,3.50799561,3.51135254,3.50708008,3.51837158,3.51226807,3.5067749,3.49212646,3.49151611,3.49487305,3.48114014,3.48022461,3.47290039,3.48754883,3.49395752,-0.000831163721,-0.000925411587,-0.00113306695,-0.00145790214,-0.00134549174,-0.000581110478,-0.000315497949,-0.000679364544,-0.000478406117,-0.00152011402,-4.04415478e-05,-0.000626258785,-0.000685713254,-0.00185417256,-0.000437268289,-0.0027556261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.562000,3,1,1,0,0,3.51715088,3.51531982,3.51196289,3.51531982,3.51043701,3.52081299,3.51531982,3.50921631,3.49761963,3.4954834,3.49975586,3.48571777,3.48449707,3.47839355,3.49121094,3.49822998,0.00156193122,0.0019502861,0.00197910611,0.00157019868,0.00176329433,0.0017438283,0.00114911911,0.000980573706,0.00233174395,0.000465375953,0.00216154847,0.00166636484,0.00168512785,0.00141173182,0.00157601014,0.000532185542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.562000,3,1,1,0,0,3.51715088,3.51501465,3.51135254,3.51531982,3.50982666,3.51989746,3.51470947,3.50891113,3.49578857,3.49456787,3.4979248,3.48510742,3.47991943,3.4765625,3.48815918,3.49609375,0.00594973052,0.00618974492,0.00580874179,0.00577688729,0.00640058145,0.0059938957,0.00530475425,0.00550939329,0.00488563348,0.00669923238,0.00643481361,0.00674595311,0.00475201663,0.00539541431,0.00605335087,0.00436335988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.562000,3,1,1,0,0,3.50311279,3.50036621,3.49731445,3.50067139,3.49578857,3.50646973,3.50067139,3.4954834,3.48236084,3.47839355,3.48388672,3.47045898,3.46954346,3.46405029,3.47595215,3.48449707,0.00049644371,-0.00020356942,-0.000298948784,0.000446413935,-0.000789247162,0.000170621453,0.000162363736,0.0006785437,4.33330351e-05,-0.00018258662,-0.00239956542,0.000353595358,-0.00163892587,-0.000406797481,-0.00154614018,0.000325049623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.562000,3,1,1,0,0,3.50799561,3.50402832,3.50097656,3.50524902,3.49945068,3.51043701,3.50524902,3.49914551,3.48205566,3.48205566,3.48327637,3.47198486,3.46893311,3.46496582,3.47686768,3.48480225,1.25705265e-05,0.000257444568,0.00046744803,0.000193635817,0.000583134824,0.000282194815,-0.000132001587,-0.000966698804,-0.000128274085,0.00032956514,0.000237008324,0.000660465215,0.000724048703,-0.000325962086,0.00111651362,-0.000357786659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.562000,3,1,1,0,0,3.50219727,3.49822998,3.49517822,3.49975586,3.49182129,3.50372314,3.49884033,3.49273682,3.48083496,3.47991943,3.48358154,3.47137451,3.46954346,3.46313477,3.4753418,3.47991943,-0.00682575163,-0.0069858185,-0.00656594709,-0.00662815198,-0.00778329093,-0.00750397053,-0.00716096628,-0.00682107639,-0.00826563872,-0.00679105334,-0.00763006276,-0.00695580989,-0.00869902968,-0.00778316706,-0.00936638098,-0.00813832041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.562000,3,1,1,0,0,3.515625,3.51287842,3.50891113,3.51257324,3.50738525,3.51806641,3.51074219,3.50524902,3.49243164,3.49090576,3.49273682,3.48114014,3.47991943,3.47259521,3.4866333,3.49121094,0.00206360011,0.00240411446,0.00222627795,0.00174832717,0.00183110102,0.00293664401,0.00202144007,0.00116831006,0.00228811847,0.00134145049,0.00291811512,3.63935833e-05,0.00265117362,0.00144026824,0.00357834622,0.00148328103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.562000,3,1,1,0,0,3.50280762,3.50067139,3.49609375,3.50006104,3.49609375,3.50616455,3.50189209,3.49365234,3.48266602,3.48175049,3.48510742,3.47229004,3.47015381,3.46374512,3.4777832,3.4854126,0.00203461037,0.00200220477,0.00177886593,0.00210883003,0.00184887182,0.00299382769,0.00205376721,0.00188264204,0.00146929419,0.00131709315,0.000796639826,0.000302142842,0.00248328852,0.000547028321,0.00170468143,0.00155855576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.562000,3,1,1,0,0,3.5244751,3.51959229,3.51745605,3.52081299,3.51654053,3.52630615,3.52111816,3.51470947,3.50097656,3.49761963,3.50311279,3.48937988,3.48907471,3.48327637,3.49639893,3.50067139,0.00832290016,0.00830220152,0.00786080118,0.00833018124,0.008052513,0.00735506415,0.00761170732,0.00771616586,0.00629029237,0.0065256604,0.0060185194,0.00710538914,0.00682922918,0.00718643656,0.0067452318,0.00776515203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.562000,3,1,1,0,0,3.50311279,3.50189209,3.49761963,3.50097656,3.4967041,3.50708008,3.50067139,3.4942627,3.48297119,3.48205566,3.48419189,3.47259521,3.47015381,3.46466064,3.4765625,3.48571777,-0.00539537333,-0.00450227922,-0.00482288422,-0.00566140283,-0.0050130398,-0.0051255119,-0.00585340289,-0.00517777633,-0.00409063138,-0.00479820557,-0.00496733095,-0.00449425261,-0.0055700033,-0.00399541343,-0.00456098234,-0.00503419107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.562000,3,1,1,0,0,3.50616455,3.50372314,3.50006104,3.50402832,3.49853516,3.50982666,3.50311279,3.49731445,3.48297119,3.48480225,3.48480225,3.47442627,3.47106934,3.46496582,3.4777832,3.48571777,0.00660014618,0.00673201727,0.0070811538,0.0079212077,0.00685532019,0.00706360908,0.00701550068,0.00691988086,0.00682299351,0.00773614412,0.00624357536,0.00733036734,0.00695412839,0.00564061385,0.00711730309,0.00640784809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
