trial,condition,recording_duration_s,active_start_s,active_end_s,active_duration_s,emg_left_rms_uV,emg_left_median_env_uV,emg_left_p95_env_uV,emg_left_iav_uV_s_per_s,emg_right_rms_uV,emg_right_median_env_uV,emg_right_p95_env_uV,emg_right_iav_uV_s_per_s,emg_bilateral_asymmetry_pct,emg_envelope_correlation,imu_left_thigh_gyro_rms_dps,imu_left_thigh_principal_variance_pct,imu_left_thigh_dynamic_acc_rms_g,imu_right_thigh_gyro_rms_dps,imu_right_thigh_principal_variance_pct,imu_right_thigh_dynamic_acc_rms_g,imu_sacrum_gyro_rms_dps,imu_sacrum_principal_variance_pct,imu_sacrum_dynamic_acc_rms_g,left_stride_frequency_raw_hz,right_stride_frequency_raw_hz,left_stride_frequency_hz,right_stride_frequency_hz,cadence_steps_per_min,stride_frequency_asymmetry_pct
5,平地行走,21.229,5.107,20.2615,15.1545,68.54602571824435,53.96791639351605,126.25253971414341,48.63864761265904,96.95354450456468,78.41081169555616,170.49970888171745,70.7449305536621,34.329416986492234,0.5283412441660909,152.68711837125028,60.49194554126595,0.9492381059983372,179.303760144113,58.66900814242921,1.1403220920809376,38.34719860215672,59.25770921682701,0.22939719602201727,0.8856053433313241,0.8838575334416732,0.8856053433313241,0.8838575334416732,106.16777260637983,0.19755259209941345
6,下楼梯,11.61,2.952,10.7415,7.7895,27.520576906649822,22.77096983856642,47.40817294536438,19.56053945167136,32.420524795639594,26.533750526666942,55.831927081173674,23.18556007122095,16.349208639262034,0.25353598517206466,92.37238449323013,55.7552520430947,0.4337689460882343,92.95911364019064,60.789682025372834,0.4788870932699407,29.836950912681463,54.61594332804095,0.25888833200806743,0.8213739261190551,1.633760401932136,0.8213739261190551,0.816880200966068,98.2952476251074,0.5485992775715058
7,上楼梯,13.0015,3.202,10.4715,7.2695,42.73601875337766,40.379373035376275,66.73035493974311,32.13920869311426,68.58760265056975,54.326236856840566,125.40439638064984,48.2569925151445,46.44402251951072,0.007647327390585012,129.6924311697355,72.30579835779287,0.7132032671858833,135.7842500855407,69.69188848382329,0.6781601835118416,27.154292380574343,50.8890405871348,0.24175085792719858,0.8458573762068676,0.845998602470523,0.8458573762068676,0.845998602470523,101.51135872064343,0.016694832826825937
