record_index,sequence,time_s,tick_ms,tick_elapsed_ms,device_id,accel_x_raw,accel_y_raw,accel_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_raw,gyro_y_raw,gyro_z_raw,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_raw,mag_y_raw,mag_z_raw,angle_x_raw,angle_y_raw,angle_z_raw,angle_x_deg,angle_y_deg,angle_z_deg,battery_raw,battery_voltage,sequence_gap_before
37,1048,0.09,3540,90,1,-44,1989,-481,-0.021484375,0.97119140625,-0.23486328125,17,-21,4,1.03759765625,-1.28173828125,0.244140625,-1421,481,5796,18823,241,-30279,103.3978271484375,1.3238525390625,-166.3275146484375,356,3.56,0
38,1049,0.091,3541,91,2,74,1911,729,0.0361328125,0.93310546875,0.35595703125,-13,-10,3,-0.79345703125,-0.6103515625,0.18310546875,1685,2095,-4069,12515,-328,3747,68.7469482421875,-1.8017578125,20.5828857421875,357,3.57,0
39,1050,0.097,3547,97,1,-47,1991,-482,-0.02294921875,0.97216796875,-0.2353515625,14,-23,4,0.8544921875,-1.40380859375,0.244140625,-1419,467,5783,18823,241,-30279,103.3978271484375,1.3238525390625,-166.3275146484375,356,3.56,0
40,1051,0.098,3548,98,2,77,1909,732,0.03759765625,0.93212890625,0.357421875,-12,-4,4,-0.732421875,-0.244140625,0.244140625,1707,2057,-4043,12514,-328,3747,68.741455078125,-1.8017578125,20.5828857421875,357,3.57,0
41,1052,0.103,3553,103,0,-36,2013,-358,-0.017578125,0.98291015625,-0.1748046875,0,-6,15,0.0,-0.3662109375,0.91552734375,-5439,806,-2272,17971,358,-12734,98.7176513671875,1.966552734375,-69.949951171875,349,3.49,0
42,1053,0.104,3554,104,1,-49,1996,-478,-0.02392578125,0.974609375,-0.2333984375,10,-20,6,0.6103515625,-1.220703125,0.3662109375,-1416,480,5817,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
43,1054,0.105,3555,105,2,77,1909,732,0.03759765625,0.93212890625,0.357421875,-14,-2,3,-0.8544921875,-0.1220703125,0.18310546875,1703,2048,-4060,12514,-328,3747,68.741455078125,-1.8017578125,20.5828857421875,357,3.57,0
44,1055,0.11,3560,110,0,-35,2018,-357,-0.01708984375,0.9853515625,-0.17431640625,1,-4,18,0.06103515625,-0.244140625,1.0986328125,-5424,753,-2236,17968,362,-12736,98.701171875,1.988525390625,-69.9609375,349,3.49,0
45,1056,0.111,3561,111,1,-44,1990,-469,-0.021484375,0.9716796875,-0.22900390625,5,-8,5,0.30517578125,-0.48828125,0.30517578125,-1420,487,5866,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
46,1057,0.112,3562,112,2,77,1910,732,0.03759765625,0.9326171875,0.357421875,-14,-3,4,-0.8544921875,-0.18310546875,0.244140625,1712,2068,-4054,12514,-328,3747,68.741455078125,-1.8017578125,20.5828857421875,357,3.57,0
47,1058,0.117,3567,117,0,-40,2017,-356,-0.01953125,0.98486328125,-0.173828125,-3,-6,16,-0.18310546875,-0.3662109375,0.9765625,-5420,774,-2213,17966,363,-12738,98.690185546875,1.9940185546875,-69.971923828125,349,3.49,0
48,1059,0.118,3568,118,1,-43,1983,-473,-0.02099609375,0.96826171875,-0.23095703125,6,-2,7,0.3662109375,-0.1220703125,0.42724609375,-1433,498,5854,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
49,1060,0.119,3569,119,2,75,1910,731,0.03662109375,0.9326171875,0.35693359375,-7,-7,6,-0.42724609375,-0.42724609375,0.3662109375,1737,2045,-4037,12514,-329,3747,68.741455078125,-1.8072509765625,20.5828857421875,357,3.57,0
50,1061,0.124,3574,124,0,-40,2017,-356,-0.01953125,0.98486328125,-0.173828125,-3,-6,16,-0.18310546875,-0.3662109375,0.9765625,-5420,774,-2213,17966,363,-12738,98.690185546875,1.9940185546875,-69.971923828125,349,3.49,0
51,1062,0.125,3575,125,1,-44,1979,-473,-0.021484375,0.96630859375,-0.23095703125,1,5,5,0.06103515625,0.30517578125,0.30517578125,-1435,501,5860,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
52,1063,0.126,3576,126,2,74,1912,728,0.0361328125,0.93359375,0.35546875,-6,-3,7,-0.3662109375,-0.18310546875,0.42724609375,1751,2055,-4003,12514,-329,3747,68.741455078125,-1.8072509765625,20.5828857421875,357,3.57,0
53,1064,0.139,3589,139,0,-42,2010,-349,-0.0205078125,0.9814453125,-0.17041015625,-7,-14,12,-0.42724609375,-0.8544921875,0.732421875,-5396,821,-2163,17959,370,-12743,98.6517333984375,2.032470703125,-69.9993896484375,348,3.48,0
54,1065,0.139,3589,139,1,-49,1973,-472,-0.02392578125,0.96337890625,-0.23046875,14,2,6,0.8544921875,0.1220703125,0.3662109375,-1446,517,5875,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
55,1066,0.139,3589,139,2,73,1913,726,0.03564453125,0.93408203125,0.3544921875,-8,0,7,-0.48828125,0.0,0.42724609375,1744,2050,-4042,12514,-329,3748,68.741455078125,-1.8072509765625,20.58837890625,357,3.57,0
56,1067,0.139,3589,139,0,-33,2008,-350,-0.01611328125,0.98046875,-0.1708984375,-3,-19,14,-0.18310546875,-1.15966796875,0.8544921875,-5398,827,-2165,17957,372,-12745,98.6407470703125,2.04345703125,-70.0103759765625,348,3.48,0
57,1068,0.139,3589,139,1,-49,1975,-474,-0.02392578125,0.96435546875,-0.2314453125,14,-3,4,0.8544921875,-0.18310546875,0.244140625,-1456,519,5865,18824,241,-30279,103.4033203125,1.3238525390625,-166.3275146484375,356,3.56,0
58,1069,0.14,3590,140,2,69,1913,724,0.03369140625,0.93408203125,0.353515625,-12,8,10,-0.732421875,0.48828125,0.6103515625,1771,2051,-4032,12514,-329,3748,68.741455078125,-1.8072509765625,20.58837890625,357,3.57,0
59,1070,0.145,3595,145,0,-36,2011,-340,-0.017578125,0.98193359375,-0.166015625,0,-12,15,0.0,-0.732421875,0.91552734375,-5385,837,-2216,17953,375,-12748,98.6187744140625,2.0599365234375,-70.02685546875,348,3.48,0
60,1071,0.146,3596,146,1,-45,1971,-475,-0.02197265625,0.96240234375,-0.23193359375,12,-10,2,0.732421875,-0.6103515625,0.1220703125,-1418,520,5881,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,355,3.55,0
61,1072,0.147,3597,147,2,67,1914,724,0.03271484375,0.9345703125,0.353515625,-12,8,10,-0.732421875,0.48828125,0.6103515625,1769,2042,-4026,12514,-329,3748,68.741455078125,-1.8072509765625,20.58837890625,357,3.57,0
62,1073,0.152,3602,152,0,-34,2013,-343,-0.0166015625,0.98291015625,-0.16748046875,3,-7,17,0.18310546875,-0.42724609375,1.03759765625,-5409,823,-2221,17952,377,-12749,98.61328125,2.0709228515625,-70.0323486328125,349,3.49,0
63,1074,0.153,3603,153,1,-43,1971,-478,-0.02099609375,0.96240234375,-0.2333984375,13,-13,-1,0.79345703125,-0.79345703125,-0.06103515625,-1446,536,5858,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,356,3.56,0
64,1075,0.162,3612,162,2,64,1919,727,0.03125,0.93701171875,0.35498046875,-17,4,11,-1.03759765625,0.244140625,0.67138671875,1791,2024,-4041,12514,-329,3748,68.741455078125,-1.8072509765625,20.58837890625,357,3.57,0
65,1076,0.166,3616,166,0,-42,2026,-349,-0.0205078125,0.9892578125,-0.17041015625,0,7,17,0.0,0.42724609375,1.03759765625,-5424,775,-2202,17947,381,-12751,98.5858154296875,2.0928955078125,-70.0433349609375,349,3.49,0
66,1077,0.167,3617,167,1,-54,1990,-484,-0.0263671875,0.9716796875,-0.236328125,24,-13,-4,1.46484375,-0.79345703125,-0.244140625,-1471,544,5868,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,356,3.56,0
67,1078,0.168,3618,168,2,65,1925,731,0.03173828125,0.93994140625,0.35693359375,-18,-1,11,-1.0986328125,-0.06103515625,0.67138671875,1788,2044,-4036,12513,-329,3748,68.7359619140625,-1.8072509765625,20.58837890625,356,3.56,0
68,1079,0.173,3623,173,0,-39,2028,-349,-0.01904296875,0.990234375,-0.17041015625,-5,6,15,-0.30517578125,0.3662109375,0.91552734375,-5445,771,-2173,17945,383,-12751,98.5748291015625,2.1038818359375,-70.0433349609375,349,3.49,0
69,1080,0.174,3624,174,1,-52,1992,-488,-0.025390625,0.97265625,-0.23828125,23,-16,-5,1.40380859375,-0.9765625,-0.30517578125,-1468,550,5854,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,356,3.56,0
70,1081,0.175,3625,175,2,69,1925,733,0.03369140625,0.93994140625,0.35791015625,-15,3,10,-0.91552734375,0.18310546875,0.6103515625,1777,2027,-4022,12513,-329,3749,68.7359619140625,-1.8072509765625,20.5938720703125,356,3.56,0
71,1082,0.181,3631,181,1,-46,1986,-484,-0.0224609375,0.9697265625,-0.236328125,13,-16,-1,0.79345703125,-0.9765625,-0.06103515625,-1462,559,5832,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,356,3.56,0
72,1083,0.182,3632,182,2,71,1924,733,0.03466796875,0.939453125,0.35791015625,-15,6,8,-0.91552734375,0.3662109375,0.48828125,1751,2067,-3995,12513,-329,3749,68.7359619140625,-1.8072509765625,20.5938720703125,356,3.56,0
73,1084,0.188,3638,188,1,-41,1988,-484,-0.02001953125,0.970703125,-0.236328125,12,-11,2,0.732421875,-0.67138671875,0.1220703125,-1462,554,5837,18824,241,-30278,103.4033203125,1.3238525390625,-166.322021484375,356,3.56,0
74,1085,0.189,3639,189,2,69,1919,733,0.03369140625,0.93701171875,0.35791015625,-15,6,8,-0.91552734375,0.3662109375,0.48828125,1741,2119,-4003,12513,-329,3749,68.7359619140625,-1.8072509765625,20.5938720703125,356,3.56,0
75,1086,0.194,3644,194,0,-40,2022,-356,-0.01953125,0.9873046875,-0.173828125,-14,6,10,-0.8544921875,0.3662109375,0.6103515625,-5461,786,-2210,17938,388,-12753,98.536376953125,2.13134765625,-70.0543212890625,349,3.49,0
76,1087,0.195,3645,195,1,-43,1986,-487,-0.02099609375,0.9697265625,-0.23779296875,13,-7,3,0.79345703125,-0.42724609375,0.18310546875,-1459,550,5826,18824,241,-30277,103.4033203125,1.3238525390625,-166.3165283203125,356,3.56,0
77,1088,0.196,3646,196,2,67,1917,733,0.03271484375,0.93603515625,0.35791015625,-13,6,8,-0.79345703125,0.3662109375,0.48828125,1746,2138,-4017,12513,-329,3749,68.7359619140625,-1.8072509765625,20.5938720703125,356,3.56,0
78,1089,0.201,3651,201,0,-49,2005,-357,-0.02392578125,0.97900390625,-0.17431640625,-3,-2,8,-0.18310546875,-0.1220703125,0.48828125,-5444,840,-2186,17931,394,-12756,98.4979248046875,2.164306640625,-70.07080078125,349,3.49,0
79,1090,0.202,3652,202,1,-38,1984,-490,-0.0185546875,0.96875,-0.2392578125,14,-6,2,0.8544921875,-0.3662109375,0.1220703125,-1446,571,5863,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,356,3.56,0
80,1091,0.203,3653,203,2,64,1916,732,0.03125,0.935546875,0.357421875,-10,4,10,-0.6103515625,0.244140625,0.6103515625,1760,2134,-3986,12513,-329,3749,68.7359619140625,-1.8072509765625,20.5938720703125,356,3.56,0
81,1092,0.208,3658,208,0,-50,2002,-359,-0.0244140625,0.9775390625,-0.17529296875,-1,-4,8,-0.06103515625,-0.244140625,0.48828125,-5412,826,-2142,17929,396,-12757,98.4869384765625,2.17529296875,-70.0762939453125,349,3.49,0
82,1093,0.209,3659,209,1,-42,1990,-490,-0.0205078125,0.9716796875,-0.2392578125,16,-5,5,0.9765625,-0.30517578125,0.30517578125,-1436,584,5862,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,356,3.56,0
83,1094,0.21,3660,210,2,59,1916,731,0.02880859375,0.935546875,0.35693359375,-9,7,13,-0.54931640625,0.42724609375,0.79345703125,1762,2100,-3960,12513,-329,3750,68.7359619140625,-1.8072509765625,20.599365234375,356,3.56,0
84,1095,0.215,3665,215,0,-50,2008,-354,-0.0244140625,0.98046875,-0.1728515625,2,-12,12,0.1220703125,-0.732421875,0.732421875,-5404,838,-2145,17928,397,-12758,98.4814453125,2.1807861328125,-70.081787109375,349,3.49,0
85,1096,0.216,3666,216,1,-45,1986,-489,-0.02197265625,0.9697265625,-0.23876953125,11,-9,6,0.67138671875,-0.54931640625,0.3662109375,-1438,582,5821,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,356,3.56,0
86,1097,0.224,3674,224,2,56,1917,729,0.02734375,0.93603515625,0.35595703125,-10,8,13,-0.6103515625,0.48828125,0.79345703125,1758,2115,-3964,12513,-329,3750,68.7359619140625,-1.8072509765625,20.599365234375,356,3.56,0
87,1098,0.225,3675,225,0,-46,2013,-354,-0.0224609375,0.98291015625,-0.1728515625,5,-12,12,0.30517578125,-0.732421875,0.732421875,-5425,821,-2109,17933,392,-12758,98.5089111328125,2.1533203125,-70.081787109375,349,3.49,0
88,1099,0.225,3675,225,1,-46,1978,-487,-0.0224609375,0.9658203125,-0.23779296875,9,-12,4,0.54931640625,-0.732421875,0.244140625,-1452,560,5818,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,356,3.56,0
89,1100,0.225,3675,225,2,50,1918,725,0.0244140625,0.9365234375,0.35400390625,-15,9,15,-0.91552734375,0.54931640625,0.91552734375,1765,2121,-3915,12513,-329,3750,68.7359619140625,-1.8072509765625,20.599365234375,356,3.56,0
90,1101,0.229,3679,229,0,-46,2013,-354,-0.0224609375,0.98291015625,-0.1728515625,5,-12,12,0.30517578125,-0.732421875,0.732421875,-5425,821,-2109,17933,392,-12758,98.5089111328125,2.1533203125,-70.081787109375,349,3.49,0
91,1102,0.23,3680,230,1,-46,1972,-484,-0.0224609375,0.962890625,-0.236328125,5,-10,5,0.30517578125,-0.6103515625,0.30517578125,-1463,579,5843,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,356,3.56,0
92,1103,0.231,3681,231,2,50,1916,724,0.0244140625,0.935546875,0.353515625,-15,7,14,-0.91552734375,0.42724609375,0.8544921875,1743,2114,-3918,12513,-329,3751,68.7359619140625,-1.8072509765625,20.6048583984375,356,3.56,0
93,1104,0.236,3686,236,0,-46,2016,-351,-0.0224609375,0.984375,-0.17138671875,5,-15,11,0.30517578125,-0.91552734375,0.67138671875,-5416,804,-2123,17933,392,-12758,98.5089111328125,2.1533203125,-70.081787109375,349,3.49,0
94,1105,0.237,3687,237,1,-43,1967,-485,-0.02099609375,0.96044921875,-0.23681640625,14,-5,4,0.8544921875,-0.30517578125,0.244140625,-1420,569,5818,18825,241,-30277,103.4088134765625,1.3238525390625,-166.3165283203125,357,3.57,0
95,1106,0.238,3688,238,2,51,1914,724,0.02490234375,0.9345703125,0.353515625,-15,4,13,-0.91552734375,0.244140625,0.79345703125,1742,2093,-3927,12513,-329,3751,68.7359619140625,-1.8072509765625,20.6048583984375,356,3.56,0
96,1107,0.243,3693,243,0,-40,2017,-352,-0.01953125,0.98486328125,-0.171875,1,-19,12,0.06103515625,-1.15966796875,0.732421875,-5410,779,-2133,17935,390,-12758,98.5198974609375,2.142333984375,-70.081787109375,349,3.49,0
97,1108,0.244,3694,244,1,-39,1966,-480,-0.01904296875,0.9599609375,-0.234375,18,-1,2,1.0986328125,-0.06103515625,0.1220703125,-1446,551,5798,18825,241,-30276,103.4088134765625,1.3238525390625,-166.31103515625,357,3.57,0
98,1109,0.245,3695,245,2,57,1910,724,0.02783203125,0.9326171875,0.353515625,-12,2,10,-0.732421875,0.1220703125,0.6103515625,1743,2080,-3910,12512,-329,3751,68.73046875,-1.8072509765625,20.6048583984375,355,3.55,0
99,1110,0.25,3700,250,0,-33,2016,-349,-0.01611328125,0.984375,-0.17041015625,-2,-26,11,-0.1220703125,-1.5869140625,0.67138671875,-5427,792,-2154,17935,390,-12758,98.5198974609375,2.142333984375,-70.081787109375,349,3.49,0
100,1111,0.251,3701,251,1,-40,1968,-480,-0.01953125,0.9609375,-0.234375,17,3,2,1.03759765625,0.18310546875,0.1220703125,-1442,534,5767,18825,241,-30276,103.4088134765625,1.3238525390625,-166.31103515625,357,3.57,0
101,1112,0.252,3702,252,2,61,1909,725,0.02978515625,0.93212890625,0.35400390625,-14,2,8,-0.8544921875,0.1220703125,0.48828125,1743,2093,-3904,12512,-329,3751,68.73046875,-1.8072509765625,20.6048583984375,356,3.56,0
102,1113,0.258,3708,258,1,-34,1973,-480,-0.0166015625,0.96337890625,-0.234375,8,6,0,0.48828125,0.3662109375,0.0,-1451,533,5775,18825,241,-30276,103.4088134765625,1.3238525390625,-166.31103515625,357,3.57,0
103,1114,0.259,3709,259,2,65,1909,726,0.03173828125,0.93212890625,0.3544921875,-17,4,6,-1.03759765625,0.244140625,0.3662109375,1723,2067,-3965,12512,-329,3751,68.73046875,-1.8072509765625,20.6048583984375,356,3.56,0
104,1115,0.264,3714,264,0,-28,2009,-338,-0.013671875,0.98095703125,-0.1650390625,-1,-22,15,-0.06103515625,-1.3427734375,0.91552734375,-5455,812,-2133,17936,389,-12758,98.525390625,2.1368408203125,-70.081787109375,349,3.49,0
105,1116,0.265,3715,265,1,-34,1969,-476,-0.0166015625,0.96142578125,-0.232421875,9,1,4,0.54931640625,0.06103515625,0.244140625,-1487,517,5772,18826,240,-30276,103.414306640625,1.318359375,-166.31103515625,357,3.57,0
106,1117,0.266,3716,266,2,70,1910,729,0.0341796875,0.9326171875,0.35595703125,-22,5,4,-1.3427734375,0.30517578125,0.244140625,1706,2044,-4040,12512,-329,3751,68.73046875,-1.8072509765625,20.6048583984375,356,3.56,0
107,1118,0.272,3722,272,1,-38,1972,-479,-0.0185546875,0.962890625,-0.23388671875,19,-2,0,1.15966796875,-0.1220703125,0.0,-1469,525,5835,18826,240,-30276,103.414306640625,1.318359375,-166.31103515625,357,3.57,0
