record_index,sequence,time_s,tick_ms,tick_elapsed_ms,ch1_raw_uV,ch2_raw_uV,ch1_filtered_uV,ch2_filtered_uV,sequence_gap_before,byte_offset_adjustment,imputed_fields
2045,2045,1.0225000,252147,1022,18827.7988,25560.9434,-22.2899251173,-27.5321868007,0,0,
2046,2046,1.0230000,252148,1023,18827.0762,25563.2266,-19.586521362,-29.2366750856,0,0,
2047,2047,1.0235000,252148,1023,18837.5352,25560.3418,-6.91613868456,-35.9583028724,0,0,
2048,2048,1.0240000,252149,1024,18846.0684,25550.002,3.40207216311,-46.9302416196,0,0,
2049,2049,1.0245000,252149,1024,18857.9707,25547.8379,17.5307858857,-48.574638352,0,0,
2050,2050,1.0250000,252150,1025,18859.8926,25542.1895,21.1781836333,-56.3962097816,0,0,
2051,2051,1.0255000,252150,1025,18857.248,25540.748,19.6530904398,-59.3266123998,0,0,
2052,2052,1.0260000,252151,1026,18856.0469,25541.3496,18.2860131875,-58.2476834818,0,0,
2053,2053,1.0265000,252151,1026,18856.7676,25540.5078,17.8190726017,-56.439275972,0,0,
2054,2054,1.0270000,252152,1027,18866.7441,25537.1406,22.1206239472,-57.9424694033,0,0,
2055,2055,1.0275000,252152,1027,18875.7598,25537.623,26.438687291,-55.0413271401,0,0,
2056,2056,1.0280000,252153,1028,18884.5332,25542.4297,28.9841285667,-49.4774672561,0,0,
2057,2057,1.0285000,252153,1028,18891.1465,25543.5137,28.2166060968,-48.4446187373,0,0,
2058,2058,1.0290000,252154,1029,18896.916,25546.877,28.2213098568,-46.5113503279,0,0,
2059,2059,1.0295000,252154,1029,18904.9688,25544.9551,30.6069108657,-49.4738616312,0,0,
2060,2060,1.0300000,252155,1030,18913.502,25540.748,29.5702673112,-54.0871405263,0,0,
2061,2061,1.0305000,252155,1030,18923.2402,25520.4316,27.1058626099,-70.3313140503,0,0,
2062,2062,1.0310000,252156,1031,18914.2246,25519.7129,10.129255262,-65.3409238643,0,0,
2063,2063,1.0315000,252156,1031,18884.7754,25526.3223,-19.5248365619,-55.5883321556,0,0,
2064,2064,1.0320000,252157,1032,18852.9199,25533.416,-43.0825037809,-46.8476870095,0,0,
2065,2065,1.0325000,252157,1032,18842.3438,25536.541,-45.6710900451,-43.1780887101,0,0,
2066,2066,1.0330000,252158,1033,18850.2754,25536.0605,-37.3650941661,-43.1449310373,0,0,
2067,2067,1.0335000,252158,1033,18868.5469,25539.9062,-21.8659550801,-39.1754096024,0,0,
2068,2068,1.0340000,252159,1034,18874.3164,25541.5879,-13.3339036838,-38.8342145972,0,0,
2069,2069,1.0345000,252159,1034,18871.1914,25540.9863,-12.4836634104,-39.35082928,0,0,
2070,2070,1.0350000,252160,1035,18869.1484,25534.498,-8.90153558374,-43.2508287259,0,0,
2071,2071,1.0355000,252160,1035,18873.8359,25522.4766,1.29537087979,-48.5340478163,0,0,
2072,2072,1.0360000,252161,1036,18867.7051,25514.3027,-2.12532051786,-49.4289090497,0,0,
2073,2073,1.0365000,252161,1036,18878.1641,25510.4551,6.78208434662,-47.6080836033,0,0,
2074,2074,1.0370000,252162,1037,18884.5332,25503.4844,7.36715551446,-46.9134729585,0,0,
2075,2075,1.0375000,252162,1037,18887.7793,25488.9395,1.48841587288,-49.977845654,0,0,
2076,2076,1.0380000,252163,1038,18888.502,25465.2598,-6.26523387496,-58.5745069238,0,0,
2077,2077,1.0385000,252163,1038,18894.1504,25437.252,-5.51694159109,-68.3944296658,0,0,
2078,2078,1.0390000,252164,1039,18900.041,25424.2715,-1.15814553897,-61.244971598,0,0,
2079,2079,1.0395000,252164,1039,18894.5098,25425.5938,-5.29716578359,-43.6897077912,0,0,
2080,2080,1.0400000,252165,1040,18894.1504,25412.373,-3.4483700427,-40.1518867947,0,0,
2081,2081,1.0405000,252165,1040,18898.959,25400.834,-0.0425294657026,-34.0334225276,0,0,
2082,2082,1.0410000,252166,1041,18903.2871,25399.2676,0.997862921194,-20.0259368953,0,0,
2083,2083,1.0415000,252166,1041,18906.7715,25403.8359,0.92243519485,-1.9715490895,0,0,
2084,2084,1.0420000,252167,1042,18911.8203,25418.8613,3.09548522188,22.961352656,0,0,
2085,2085,1.0425000,252167,1042,18911.3398,25418.0215,1.24328255648,31.4641542462,0,0,
2086,2086,1.0430000,252168,1043,18905.209,25416.2188,-7.94374176999,36.1406961716,0,0,
2087,2087,1.0435000,252168,1043,18901.6035,25411.4082,-14.3371608549,38.0530516518,0,0,
2088,2088,1.0440000,252169,1044,18908.2129,25398.4277,-9.64655481001,35.1110910879,0,0,
2089,2089,1.0445000,252169,1044,18919.0332,25399.9902,-0.52398285366,43.9844008986,0,0,
2090,2090,1.0450000,252170,1045,18929.4902,25398.9082,8.50360602084,46.7910672512,0,0,
2091,2091,1.0455000,252170,1045,18932.4941,25409.0059,9.8551361436,57.2763915215,0,0,
2092,2092,1.0460000,252171,1046,18928.2871,25410.3281,3.77682686603,59.3489142012,0,0,
2093,2093,1.0465000,252171,1046,18920.7148,25405.3984,-4.83498431084,57.4219937516,0,0,
2094,2094,1.0470000,252172,1047,18919.873,25400.1113,-9.84871727802,54.7978297994,0,0,
2095,2095,1.0475000,252172,1047,18912.1816,25392.416,-17.5042482137,50.4141206785,0,0,
2096,2096,1.0480000,252173,1048,18914.4648,25385.3262,-15.4567323694,46.0366345123,0,0,
2097,2097,1.0485000,252173,1048,18909.1758,25390.7344,-19.6377946178,52.5325202969,0,0,
2098,2098,1.0490000,252174,1049,18902.8047,25387.4902,-21.7884655371,49.3401901529,0,0,
2099,2099,1.0495000,252174,1049,18903.7676,25385.6875,-16.5338441979,48.1358458846,0,0,
2100,2100,1.0500000,252175,1050,18903.166,25379.5566,-15.2855342671,43.192111101,0,0,
2101,2101,1.0505000,252175,1050,18903.2871,25374.9902,-14.9206055659,42.866045366,0,0,
2102,2102,1.0510000,252176,1051,18897.7559,25380.877,-14.94565154,48.6409746554,0,0,
2103,2103,1.0515000,252176,1051,18894.6309,25378.9551,-8.47955578804,44.5609800421,0,0,
2104,2104,1.0520000,252177,1052,18897.877,25374.2676,4.23013241582,38.4276468804,0,0,
2105,2105,1.0525000,252177,1052,18894.8711,25373.5469,4.83040949164,36.4492861396,0,0,
2106,2106,1.0530000,252178,1053,18897.2754,25375.3496,2.47690823387,36.7280981082,0,0,
2107,2107,1.0535000,252178,1053,18902.5645,25378.7129,1.20111321163,37.0304242259,0,0,
2108,2108,1.0540000,252179,1054,18908.6953,25379.0762,7.65689533783,33.4749704103,0,0,
2109,2109,1.0545000,252179,1054,18913.623,25380.2793,14.1125676659,31.6394492334,0,0,
2110,2110,1.0550000,252180,1055,18914.7051,25384.125,17.3540845141,33.3378212134,0,0,
2111,2111,1.0555000,252180,1055,18913.8633,25392.416,18.4957062027,39.9089868119,0,0,
2112,2112,1.0560000,252181,1056,18906.4121,25406,13.3650057709,47.5625249101,0,0,
2113,2113,1.0565000,252181,1056,18901.7227,25421.9863,7.22960135278,52.4180432703,0,0,
2114,2114,1.0570000,252182,1057,18899.7988,25432.5645,2.70758895202,51.8813502817,0,0,
2115,2115,1.0575000,252182,1057,18901.002,25437.252,-0.710454179412,47.8024746965,0,0,
2116,2116,1.0580000,252183,1058,18903.6465,25442.3027,-2.45377476378,45.0430314109,0,0,
2117,2117,1.0585000,252183,1058,18900.2812,25442.7832,-6.96738994612,37.8109233944,0,0,
2118,2118,1.0590000,252184,1059,18898.959,25445.5469,-5.90167424726,31.0126268768,0,0,
2119,2119,1.0595000,252184,1059,18901.002,25446.5078,1.09628836233,19.3720595484,0,0,
2120,2120,1.0600000,252185,1060,18901.123,25454.8027,5.23740965458,16.9931519088,0,0,
2121,2121,1.0605000,252185,1060,18906.0508,25455.6426,9.85351382989,8.08040452645,0,0,
2122,2122,1.0610000,252186,1061,18908.6953,25464.7793,10.7679835085,4.71007843441,0,0,
2123,2123,1.0615000,252186,1061,18909.2949,25472.3516,9.80860028965,-0.686666728817,0,0,
2124,2124,1.0620000,252187,1062,18907.252,25478.7246,7.43979409896,-7.68518189128,0,0,
2125,2125,1.0625000,252187,1062,18909.2949,25485.2129,10.5083746819,-10.6882572605,0,0,
2126,2126,1.0630000,252188,1063,18910.2578,25486.7754,10.5231476912,-18.8998185653,0,0,
2127,2127,1.0635000,252188,1063,18910.8574,25490.7441,8.82386333811,-23.2692780459,0,0,
2128,2128,1.0640000,252189,1064,18911.5801,25497.4746,6.88816926768,-22.0873318978,0,0,
2129,2129,1.0645000,252189,1064,18920.4746,25502.041,12.6124669006,-26.2664396402,0,0,
2130,2130,1.0650000,252190,1065,18921.916,25502.041,12.7040357715,-34.9955747177,0,0,
2131,2131,1.0655000,252190,1065,18921.916,25499.2793,12.907923476,-46.8126011846,0,0,
2132,2132,1.0660000,252191,1066,18927.4473,25495.3125,17.6295955046,-54.9242665931,0,0,
2133,2133,1.0665000,252191,1066,18926.9668,25491.3438,16.1134734093,-58.6426775168,0,0,
2134,2134,1.0670000,252192,1067,18922.2773,25499.2793,7.25308339171,-51.8565114652,0,0,
2135,2135,1.0675000,252192,1067,18920.5957,25517.1875,4.90503479745,-37.5912514767,0,0,
2136,2136,1.0680000,252193,1068,18918.5527,25534.0156,0.840305637828,-27.8177496147,0,0,
2137,2137,1.0685000,252193,1068,18916.0273,25535.459,-1.64392832748,-34.3261324003,0,0,
2138,2138,1.0690000,252194,1069,18912.1816,25532.6953,-3.19968970428,-42.2580450012,0,0,
2139,2139,1.0695000,252194,1069,18908.9355,25531.9746,-4.67337217916,-46.4646520587,0,0,
2140,2140,1.0700000,252195,1070,18899.5605,25540.0254,-12.1604097896,-41.7137032283,0,0,
2141,2141,1.0705000,252195,1070,18894.8711,25551.6855,-15.5888197102,-32.7005341973,0,0,
2142,2142,1.0710000,252196,1071,18899.7988,25550.123,-6.3245060578,-39.1899227564,0,0,
2143,2143,1.0715000,252196,1071,18905.9297,25552.5293,5.0882025205,-41.0293219477,0,0,
2144,2144,1.0720000,252197,1072,18911.7012,25552.5293,14.4398110979,-43.593648345,0,0,
2145,2145,1.0725000,252197,1072,18912.541,25550.2441,14.9761658277,-47.4002321237,0,0,
2146,2146,1.0730000,252198,1073,18917.2285,25551.9277,11.4730650172,-46.7255696354,0,0,
2147,2147,1.0735000,252198,1073,18916.5078,25554.9316,2.06054899059,-45.1369956335,0,0,
2148,2148,1.0740000,252199,1074,18915.0645,25564.5469,-1.06259288574,-37.8900860305,0,0,
2149,2149,1.0745000,252199,1074,18914.7051,25566.3516,-0.806937588977,-37.0707353412,0,0,
2150,2150,1.0750000,252200,1075,18914.4648,25568.3926,1.06305163536,-34.6275204664,0,0,
2151,2151,1.0755000,252200,1075,18915.1855,25568.3926,3.76671565295,-32.466704447,0,0,
2152,2152,1.0760000,252201,1076,18910.6191,25578.7324,2.20146610218,-23.329509351,0,0,
2153,2153,1.0765000,252201,1076,18910.0176,25579.9355,0.2700267189,-24.8057686944,0,0,
2154,2154,1.0770000,252202,1077,18909.0566,25584.3809,-3.57760754446,-20.8263596028,0,0,
2155,2155,1.0775000,252202,1077,18906.4121,25587.3848,-10.4731751637,-15.1807802241,0,0,
2156,2156,1.0780000,252203,1078,18903.166,25594.5996,-16.8742342684,-5.4322047781,0,0,
2157,2157,1.0785000,252203,1078,18897.2754,25602.291,-21.6851534765,4.03326022298,0,0,
2158,2158,1.0790000,252204,1079,18888.3809,25608.3027,-25.7389057241,8.99550675237,0,0,
2159,2159,1.0795000,252204,1079,18879.4863,25617.5566,-26.5548831906,13.3179708969,0,0,
2160,2160,1.0800000,252205,1080,18870.4707,25623.9277,-26.5129374217,15.0838158832,0,0,
2161,2161,1.0805000,252205,1080,18861.0957,25628.7363,-29.0779227496,16.6169429586,0,0,
2162,2162,1.0810000,252206,1081,18858.5703,25630.6582,-25.2983673088,12.670429503,0,0,
2163,2163,1.0815000,252206,1081,18850.7578,25635.2266,-25.5195687221,11.6258003594,0,0,
2164,2164,1.0820000,252207,1082,18841.9824,25642.9199,-24.8790292912,13.0003184228,0,0,
2165,2165,1.0825000,252207,1082,18827.5586,25643.1621,-27.5093233675,10.8402100476,0,0,
2166,2166,1.0830000,252208,1083,18812.1719,25644.7246,-30.5829111982,10.2853741123,0,0,
2167,2167,1.0835000,252208,1083,18806.6426,25647.9688,-25.1617303596,11.6984698835,0,0,
2168,2168,1.0840000,252209,1084,18799.5508,25653.377,-21.6709579323,16.671429543,0,0,
2169,2169,1.0845000,252209,1084,18794.623,25663.4746,-17.014980634,22.6139673541,0,0,
2170,2170,1.0850000,252210,1085,18788.1309,25662.873,-11.1743028707,18.4949440837,0,0,
2171,2171,1.0855000,252210,1085,18781.8809,25664.7969,-4.14463674872,15.866820911,0,0,
2172,2172,1.0860000,252211,1086,18776.3516,25672.0078,2.03537936887,20.1692906972,0,0,
2173,2173,1.0865000,252211,1086,18772.0254,25673.6934,9.34815676019,21.2346530038,0,0,
2174,2174,1.0870000,252212,1087,18769.6211,25672.4902,14.6955288678,17.6551437233,0,0,
2175,2175,1.0875000,252212,1087,18763.6113,25664.3145,17.8379897565,7.99143819169,0,0,
2176,2176,1.0880000,252213,1088,18760.4863,25659.2676,21.5128751333,2.53386382934,0,0,
2177,2177,1.0885000,252213,1088,18755.1973,25662.752,23.8541613946,6.51887373729,0,0,
2178,2178,1.0890000,252214,1089,18750.8691,25665.6387,27.9374269687,10.8323625733,0,0,
2179,2179,1.0895000,252214,1089,18750.748,25668.8828,33.8258029779,14.7800828331,0,0,
2180,2180,1.0900000,252215,1090,18750.6289,25668.041,38.1765761259,14.0001280035,0,0,
2181,2181,1.0905000,252215,1090,18746.9023,25672.6094,36.4901226887,18.9454360807,0,0,
2182,2182,1.0910000,252216,1091,18742.5762,25674.5332,35.8283155833,20.5109416578,0,0,
2183,2183,1.0915000,252216,1091,18741.1328,25680.5449,39.2755345043,24.3738763545,0,0,
2184,2184,1.0920000,252217,1092,18738.248,25690.1582,40.8617208507,31.1085418903,0,0,
2185,2185,1.0925000,252217,1092,18733.4395,25699.1738,38.6323606431,35.8968992307,0,0,
2186,2186,1.0930000,252218,1093,18737.8867,25698.0938,37.7124138933,30.5543004511,0,0,
2187,2187,1.0935000,252218,1093,18735.9629,25690.1582,30.5197033373,19.7104336529,0,0,
2188,2188,1.0940000,252219,1094,18737.4062,25685.834,31.0890927882,12.7115732802,0,0,
2189,2189,1.0945000,252219,1094,18739.4492,25680.9043,32.7698450687,8.49471665995,0,0,
2190,2190,1.0950000,252220,1095,18744.8594,25681.0234,37.3885810064,10.0422482402,0,0,
2191,2191,1.0955000,252220,1095,18747.623,25683.0684,38.3565926462,14.2352589637,0,0,
2192,2192,1.0960000,252221,1096,18746.6621,25685.7109,36.5853758181,15.142223051,0,0,
2193,2193,1.0965000,252221,1096,18746.4219,25686.6738,31.1302577724,14.4250226007,0,0,
2194,2194,1.0970000,252222,1097,18749.0664,25687.5156,26.6675482836,14.7570964223,0,0,
2195,2195,1.0975000,252222,1097,18746.4219,25695.6875,16.2574407558,23.54156237,0,0,
2196,2196,1.0980000,252223,1098,18743.6562,25700.377,6.7451410098,27.9133146842,0,0,
2197,2197,1.0985000,252223,1098,18740.0508,25703.623,0.00920207749386,30.5451976162,0,0,
2198,2198,1.0990000,252224,1099,18736.2051,25708.1895,-4.12718465667,32.3809333467,0,0,
2199,2199,1.0995000,252224,1099,18734.5215,25707.3496,-4.59754521191,26.5584070969,0,0,
2200,2200,1.1000000,252225,1100,18732.8379,25704.2246,-5.20841748579,20.5442534214,0,0,
2201,2201,1.1005000,252225,1100,18732.5977,25705.3047,-7.24174121462,20.1042629808,0,0,
2202,2202,1.1010000,252226,1101,18731.877,25703.623,-11.1092449545,15.3891101921,0,0,
2203,2203,1.1015000,252226,1101,18731.7559,25697.252,-12.958238632,7.04344107398,0,0,
2204,2204,1.1020000,252227,1102,18729.2324,25695.3281,-15.8493502869,2.94841789882,0,0,
2205,2205,1.1025000,252227,1102,18723.4629,25696.8906,-19.6118678474,5.73809690385,0,0,
2206,2206,1.1030000,252228,1103,18726.5879,25698.9355,-16.3418011236,8.00099850824,0,0,
2207,2207,1.1035000,252228,1103,18727.5488,25700.0156,-18.1572788678,8.83691534024,0,0,
2208,2208,1.1040000,252229,1104,18725.627,25697.0098,-22.3321334201,7.17360515608,0,0,
2209,2209,1.1045000,252229,1104,18724.5449,25693.8848,-26.135439846,3.2483888379,0,0,
2210,2210,1.1050000,252230,1105,18725.2656,25697.0098,-25.5353040307,6.55893992972,0,0,
2211,2211,1.1055000,252230,1105,18725.627,25704.4629,-24.3371409055,10.9551019558,0,0,
2212,2212,1.1060000,252231,1106,18722.3809,25706.5078,-27.0156573951,10.5579115435,0,0,
2213,2213,1.1065000,252231,1106,18718.4141,25703.7422,-29.2730168202,8.53519939849,0,0,
2214,2214,1.1070000,252232,1107,18719.7363,25705.7871,-29.0417610853,9.23671665947,0,0,
2215,2215,1.1075000,252232,1107,18715.7695,25707.5879,-31.2703624277,9.37117270229,0,0,
2216,2216,1.1080000,252233,1108,18719.2559,25707.9512,-28.4830014698,6.99101084479,0,0,
2217,2217,1.1085000,252233,1108,18717.0918,25711.6738,-29.5154732044,6.83809169538,0,0,
2218,2218,1.1090000,252234,1109,18716.9707,25709.3906,-27.6037715657,2.53186793941,0,0,
2219,2219,1.1095000,252234,1109,18716.7324,25707.2285,-27.2849733456,-1.32451589829,0,0,
2220,2220,1.1100000,252235,1110,18716.6113,25704.3438,-26.9086559318,-5.32988995387,0,0,
2221,2221,1.1105000,252235,1110,18710.1191,25698.0938,-32.5006781107,-11.5965208366,0,0,
2222,2222,1.1110000,252236,1111,18711.082,25697.6113,-29.3473941461,-11.9906063289,0,0,
2223,2223,1.1115000,252236,1111,18713.2461,25697.6113,-24.3963669797,-13.3167971757,0,0,
2224,2224,1.1120000,252237,1112,18711.9238,25693.0449,-22.3788917472,-18.1525827319,0,0,
2225,2225,1.1125000,252237,1112,18709.0391,25688.7168,-22.5726471566,-21.7144303371,0,0,
2226,2226,1.1130000,252238,1113,18707.4766,25690.7598,-27.6982883491,-18.3007169989,0,0,
2227,2227,1.1135000,252238,1113,18704.9512,25688.8359,-31.7032621638,-18.2422317456,0,0,
2228,2228,1.1140000,252239,1114,18705.3125,25684.5098,-29.3098935132,-21.6338320746,0,0,
2229,2229,1.1145000,252239,1114,18709.1582,25679.7031,-23.0991138058,-23.134918227,0,0,
2230,2230,1.1150000,252240,1115,18705.4316,25680.5449,-23.3384013198,-19.9540915931,0,0,
2231,2231,1.1155000,252240,1115,18701.5859,25677.0566,-22.5315024766,-20.1409918206,0,0,
2232,2232,1.1160000,252241,1116,18700.625,25678.6191,-17.3461245664,-18.6323924707,0,0,
2233,2233,1.1165000,252241,1116,18700.5039,25674.8926,-15.0897985452,-21.4418556556,0,0,
2234,2234,1.1170000,252242,1117,18695.8164,25675.6152,-18.1852952089,-19.1965084361,0,0,
2235,2235,1.1175000,252242,1117,18700.0234,25680.0625,-13.4541786648,-13.4358596565,0,0,
2236,2236,1.1180000,252243,1118,18699.7832,25682.1074,-13.0088153363,-9.94673006384,0,0,
2237,2237,1.1185000,252243,1118,18699.7832,25679.4609,-10.1212051641,-10.304616917,0,0,
2238,2238,1.1190000,252244,1119,18698.5801,25684.75,-6.73673240699,-5.25448780648,0,0,
2239,2239,1.1195000,252244,1119,18698.7012,25690.8809,-1.68732761055,-1.78535039321,0,0,
2240,2240,1.1200000,252245,1120,18694.2539,25690.7598,-0.829149205768,-3.21440247804,0,0,
2241,2241,1.1205000,252245,1120,18694.0137,25690.0391,1.53402874702,-4.75226834818,0,0,
2242,2242,1.1210000,252246,1121,18695.0957,25686.6738,3.73796739185,-9.34147211554,0,0,
2243,2243,1.1215000,252246,1121,18697.498,25690.1582,7.64301633682,-7.30739783549,0,0,
2244,2244,1.1220000,252247,1122,18698.7012,25697.6113,11.0948995316,-4.09107910842,0,0,
2245,2245,1.1225000,252247,1122,18694.6152,25696.1699,11.438219991,-6.88023386868,0,0,
2246,2246,1.1230000,252248,1123,18693.6523,25698.5723,12.3758537573,-6.53609255103,0,0,
2247,2247,1.1235000,252248,1123,18694.0137,25696.8906,12.746280105,-9.64859696706,0,0,
2248,2248,1.1240000,252249,1124,18685.959,25697.9707,6.74510239629,-8.49791772219,0,0,
2249,2249,1.1245000,252249,1124,18681.1504,25696.0488,3.88603404649,-11.9919627689,0,0,
2250,2250,1.1250000,252250,1125,18679.3496,25697.6113,5.85997096092,-11.8967035734,0,0,
2251,2251,1.1255000,252250,1125,18669.4922,25702.0605,2.19008209465,-11.5411746028,0,0,
2252,2252,1.1260000,252251,1126,18665.1641,25713.4785,4.17837892819,-4.27019257211,0,0,
2253,2253,1.1265000,252251,1126,18659.3945,25720.5703,5.5178173195,0.61821935136,0,0,
2254,2254,1.1270000,252252,1127,18662.4004,25720.4512,11.3721665411,-3.39302748309,0,0,
2255,2255,1.1275000,252252,1127,18658.6738,25724.1777,13.2154151288,-3.67085405126,0,0,
2256,2256,1.1280000,252253,1128,18656.3887,25719.9688,13.6356279797,-11.0830746603,0,0,
2257,2257,1.1285000,252253,1128,18659.877,25704.9453,20.7257037031,-26.885605455,0,0,
2258,2258,1.1290000,252254,1129,18659.1543,25698.5723,23.5449968445,-30.5775055965,0,0,
2259,2259,1.1295000,252254,1129,18659.2754,25701.8203,25.5341562961,-25.6114714221,0,0,
2260,2260,1.1300000,252255,1130,18657.5918,25712.1562,25.5315634698,-15.5732690726,0,0,
2261,2261,1.1305000,252255,1130,18649.8984,25717.6855,20.9515458869,-10.8547713878,0,0,
2262,2262,1.1310000,252256,1131,18648.457,25722.375,22.1751863167,-8.63572302484,0,0,
2263,2263,1.1315000,252256,1131,18657.9531,25719.127,32.695349929,-14.4212923595,0,0,
2264,2264,1.1320000,252257,1132,18662.8809,25712.2754,38.3086929355,-21.1655394419,0,0,
2265,2265,1.1325000,252257,1132,18660.2363,25717.0859,35.9863806659,-16.9155252044,0,0,
2266,2266,1.1330000,252258,1133,18659.9961,25722.6152,30.4697724976,-12.9684916092,0,0,
2267,2267,1.1335000,252258,1133,18659.7559,25724.8984,26.3049846826,-11.2759075397,0,0,
2268,2268,1.1340000,252259,1134,18662.6406,25716.3652,26.9756350758,-19.3678527469,0,0,
2269,2269,1.1345000,252259,1134,18664.6836,25712.1562,26.7651752971,-20.8382669373,0,0,
2270,2270,1.1350000,252260,1135,18667.3281,25698.334,28.3805678039,-30.5929797946,0,0,
2271,2271,1.1355000,252260,1135,18668.4102,25692.9238,28.576030472,-29.8409813794,0,0,
2272,2272,1.1360000,252261,1136,18674.7812,25696.6504,33.4825421499,-24.0843693848,0,0,
2273,2273,1.1365000,252261,1136,18673.6992,25712.3965,28.3435102449,-8.23802029606,0,0,
2274,2274,1.1370000,252262,1137,18669.0117,25726.5801,20.2703454686,3.36923617285,0,0,
2275,2275,1.1375000,252262,1137,18667.4473,25734.9941,14.1242062639,8.1269347443,0,0,
2276,2276,1.1380000,252263,1138,18663.8418,25738.2402,7.84782518229,8.73507784293,0,0,
2277,2277,1.1385000,252263,1138,18665.4043,25743.6484,8.27451268851,12.1890303461,0,0,
