record_index,sequence,time_s,tick_ms,tick_elapsed_ms,device_id,accel_x_raw,accel_y_raw,accel_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_raw,gyro_y_raw,gyro_z_raw,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_raw,mag_y_raw,mag_z_raw,angle_x_raw,angle_y_raw,angle_z_raw,angle_x_deg,angle_y_deg,angle_z_deg,battery_raw,battery_voltage,sequence_gap_before
10,25342,0.02,67726,20,2,50,1921,730,0.0244140625,0.93798828125,0.3564453125,-3,-11,13,-0.18310546875,-0.67138671875,0.79345703125,-2265,-1965,3826,12687,-279,-27286,69.6917724609375,-1.5325927734375,-149.886474609375,357,3.57,0
11,25343,0.025,67731,25,0,-19,2013,-382,-0.00927734375,0.98291015625,-0.1865234375,-1,-29,12,-0.06103515625,-1.77001953125,0.732421875,2649,-4257,-5869,18034,625,4980,99.063720703125,3.4332275390625,27.35595703125,349,3.49,0
12,25344,0.026,67732,26,1,27,1987,-432,0.01318359375,0.97021484375,-0.2109375,-1,-3,4,-0.06103515625,-0.18310546875,0.244140625,3490,-4717,-2225,18548,-173,2764,101.88720703125,-0.9503173828125,15.18310546875,356,3.56,0
13,25345,0.027,67733,27,2,48,1919,729,0.0234375,0.93701171875,0.35595703125,-7,-5,9,-0.42724609375,-0.30517578125,0.54931640625,-2269,-1973,3807,12685,-279,-27286,69.6807861328125,-1.5325927734375,-149.886474609375,357,3.57,0
14,25346,0.032,67738,32,0,-26,2008,-378,-0.0126953125,0.98046875,-0.1845703125,-5,-34,12,-0.30517578125,-2.0751953125,0.732421875,2650,-4256,-5853,18034,625,4977,99.063720703125,3.4332275390625,27.3394775390625,349,3.49,0
15,25347,0.033,67739,33,1,30,1984,-428,0.0146484375,0.96875,-0.208984375,-2,0,3,-0.1220703125,0.0,0.18310546875,3480,-4708,-2221,18548,-173,2764,101.88720703125,-0.9503173828125,15.18310546875,356,3.56,0
16,25348,0.034,67740,34,2,48,1917,730,0.0234375,0.93603515625,0.3564453125,-10,-6,8,-0.6103515625,-0.3662109375,0.48828125,-2267,-1971,3827,12685,-279,-27287,69.6807861328125,-1.5325927734375,-149.8919677734375,357,3.57,0
17,25349,0.039,67745,39,0,-25,2009,-373,-0.01220703125,0.98095703125,-0.18212890625,-11,-37,12,-0.67138671875,-2.25830078125,0.732421875,2687,-4261,-5858,18034,625,4977,99.063720703125,3.4332275390625,27.3394775390625,349,3.49,0
18,25350,0.04,67746,40,1,28,1984,-435,0.013671875,0.96875,-0.21240234375,6,-3,6,0.3662109375,-0.18310546875,0.3662109375,3461,-4704,-2213,18548,-173,2764,101.88720703125,-0.9503173828125,15.18310546875,356,3.56,0
19,25351,0.041,67747,41,2,48,1914,732,0.0234375,0.9345703125,0.357421875,-10,-8,7,-0.6103515625,-0.48828125,0.42724609375,-2227,-1979,3844,12685,-279,-27287,69.6807861328125,-1.5325927734375,-149.8919677734375,357,3.57,0
20,25352,0.046,67752,46,0,-26,2003,-372,-0.0126953125,0.97802734375,-0.181640625,-8,-34,9,-0.48828125,-2.0751953125,0.54931640625,2676,-4258,-5852,18035,622,4978,99.0692138671875,3.416748046875,27.344970703125,349,3.49,0
21,25353,0.047,67753,47,1,31,1986,-433,0.01513671875,0.9697265625,-0.21142578125,4,-9,4,0.244140625,-0.54931640625,0.244140625,3453,-4706,-2231,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
22,25354,0.048,67754,48,2,50,1909,738,0.0244140625,0.93212890625,0.3603515625,-7,-16,6,-0.42724609375,-0.9765625,0.3662109375,-2233,-1971,3870,12684,-279,-27287,69.67529296875,-1.5325927734375,-149.8919677734375,357,3.57,0
23,25355,0.053,67759,53,0,-27,1997,-368,-0.01318359375,0.97509765625,-0.1796875,-5,-27,7,-0.30517578125,-1.64794921875,0.42724609375,2654,-4215,-5847,18035,622,4975,99.0692138671875,3.416748046875,27.3284912109375,349,3.49,0
24,25356,0.054,67760,54,1,41,1987,-424,0.02001953125,0.97021484375,-0.20703125,-1,-12,4,-0.06103515625,-0.732421875,0.244140625,3490,-4715,-2133,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
25,25357,0.055,67761,55,2,52,1907,740,0.025390625,0.93115234375,0.361328125,-7,-16,5,-0.42724609375,-0.9765625,0.30517578125,-2248,-1948,3869,12684,-279,-27289,69.67529296875,-1.5325927734375,-149.9029541015625,357,3.57,0
26,25358,0.06,67766,60,0,-28,2000,-369,-0.013671875,0.9765625,-0.18017578125,-5,-24,3,-0.30517578125,-1.46484375,0.18310546875,2652,-4245,-5841,18035,622,4975,99.0692138671875,3.416748046875,27.3284912109375,349,3.49,0
27,25359,0.061,67767,61,1,46,1984,-421,0.0224609375,0.96875,-0.20556640625,6,-10,6,0.3662109375,-0.6103515625,0.3662109375,3517,-4713,-2092,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
28,25360,0.062,67768,62,2,56,1905,743,0.02734375,0.93017578125,0.36279296875,-10,-12,3,-0.6103515625,-0.732421875,0.18310546875,-2293,-1952,3845,12683,-279,-27289,69.6697998046875,-1.5325927734375,-149.9029541015625,357,3.57,0
29,25361,0.073,67779,73,0,-28,2000,-369,-0.013671875,0.9765625,-0.18017578125,-5,-24,3,-0.30517578125,-1.46484375,0.18310546875,2652,-4245,-5841,18035,622,4975,99.0692138671875,3.416748046875,27.3284912109375,349,3.49,0
30,25362,0.073,67779,73,1,45,1987,-419,0.02197265625,0.97021484375,-0.20458984375,6,-8,1,0.3662109375,-0.48828125,0.06103515625,3512,-4710,-2096,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
31,25363,0.073,67779,73,2,57,1905,744,0.02783203125,0.93017578125,0.36328125,-11,-10,3,-0.67138671875,-0.6103515625,0.18310546875,-2304,-1944,3846,12683,-279,-27289,69.6697998046875,-1.5325927734375,-149.9029541015625,357,3.57,0
32,25364,0.074,67780,74,0,-22,2003,-376,-0.0107421875,0.97802734375,-0.18359375,-7,-23,5,-0.42724609375,-1.40380859375,0.30517578125,2654,-4256,-5871,18036,619,4972,99.07470703125,3.4002685546875,27.31201171875,349,3.49,0
33,25365,0.075,67781,75,1,42,1995,-429,0.0205078125,0.97412109375,-0.20947265625,5,-13,-3,0.30517578125,-0.79345703125,-0.18310546875,3522,-4710,-2102,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
34,25366,0.076,67782,76,2,57,1904,745,0.02783203125,0.9296875,0.36376953125,-11,-9,2,-0.67138671875,-0.54931640625,0.1220703125,-2304,-1942,3832,12683,-279,-27290,69.6697998046875,-1.5325927734375,-149.908447265625,357,3.57,0
35,25367,0.081,67787,81,0,-24,2004,-381,-0.01171875,0.978515625,-0.18603515625,-10,-23,5,-0.6103515625,-1.40380859375,0.30517578125,2657,-4279,-5871,18036,619,4972,99.07470703125,3.4002685546875,27.31201171875,348,3.48,0
36,25368,0.082,67788,82,1,43,1997,-425,0.02099609375,0.97509765625,-0.20751953125,5,-17,-3,0.30517578125,-1.03759765625,-0.18310546875,3517,-4716,-2165,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
37,25369,0.083,67789,83,2,56,1902,745,0.02734375,0.9287109375,0.36376953125,-6,-13,3,-0.3662109375,-0.79345703125,0.18310546875,-2305,-2041,3831,12681,-279,-27290,69.6588134765625,-1.5325927734375,-149.908447265625,357,3.57,0
38,25370,0.088,67794,88,0,-19,2003,-384,-0.00927734375,0.97802734375,-0.1875,-12,-20,7,-0.732421875,-1.220703125,0.42724609375,2645,-4246,-5866,18037,616,4973,99.0802001953125,3.3837890625,27.3175048828125,348,3.48,0
39,25371,0.089,67795,89,1,44,1992,-426,0.021484375,0.97265625,-0.2080078125,0,-18,-3,0.0,-1.0986328125,-0.18310546875,3536,-4726,-2162,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
40,25372,0.09,67796,90,2,56,1902,745,0.02734375,0.9287109375,0.36376953125,-2,-14,4,-0.1220703125,-0.8544921875,0.244140625,-2272,-2076,3838,12681,-279,-27290,69.6588134765625,-1.5325927734375,-149.908447265625,357,3.57,0
41,25373,0.095,67801,95,0,-20,2001,-386,-0.009765625,0.97705078125,-0.1884765625,-11,-18,6,-0.67138671875,-1.0986328125,0.3662109375,2655,-4241,-5850,18037,616,4970,99.0802001953125,3.3837890625,27.301025390625,348,3.48,0
42,25374,0.096,67802,96,1,43,1997,-427,0.02099609375,0.97509765625,-0.20849609375,-6,-14,-4,-0.3662109375,-0.8544921875,-0.244140625,3569,-4693,-2159,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
43,25375,0.097,67803,97,2,56,1903,742,0.02734375,0.92919921875,0.3623046875,2,-16,5,0.1220703125,-0.9765625,0.30517578125,-2298,-2063,3932,12681,-279,-27291,69.6588134765625,-1.5325927734375,-149.9139404296875,357,3.57,0
44,25376,0.102,67808,102,0,-20,2001,-386,-0.009765625,0.97705078125,-0.1884765625,-11,-18,6,-0.67138671875,-1.0986328125,0.3662109375,2655,-4241,-5850,18037,616,4970,99.0802001953125,3.3837890625,27.301025390625,348,3.48,0
45,25377,0.103,67809,103,1,43,1996,-435,0.02099609375,0.974609375,-0.21240234375,-2,-16,-5,-0.1220703125,-0.9765625,-0.30517578125,3550,-4682,-2176,18549,-173,2765,101.8927001953125,-0.9503173828125,15.1885986328125,356,3.56,0
46,25378,0.104,67810,104,2,57,1904,739,0.02783203125,0.9296875,0.36083984375,0,-16,5,0.0,-0.9765625,0.30517578125,-2310,-2071,3969,12680,-279,-27291,69.6533203125,-1.5325927734375,-149.9139404296875,357,3.57,0
47,25379,0.109,67815,109,0,-8,2000,-400,-0.00390625,0.9765625,-0.1953125,-5,-22,7,-0.30517578125,-1.3427734375,0.42724609375,2650,-4226,-5845,18039,613,4971,99.0911865234375,3.3673095703125,27.3065185546875,349,3.49,0
48,25380,0.11,67816,110,1,40,1992,-438,0.01953125,0.97265625,-0.2138671875,3,-22,-2,0.18310546875,-1.3427734375,-0.1220703125,3540,-4668,-2130,18550,-173,2766,101.898193359375,-0.9503173828125,15.194091796875,356,3.56,0
49,25381,0.111,67817,111,2,58,1905,737,0.0283203125,0.93017578125,0.35986328125,-3,-12,5,-0.18310546875,-0.732421875,0.30517578125,-2298,-2071,3918,12680,-279,-27291,69.6533203125,-1.5325927734375,-149.9139404296875,356,3.56,0
50,25382,0.116,67822,116,0,-2,2002,-402,-0.0009765625,0.9775390625,-0.1962890625,-2,-22,7,-0.1220703125,-1.3427734375,0.42724609375,2656,-4228,-5837,18039,613,4967,99.0911865234375,3.3673095703125,27.2845458984375,349,3.49,0
51,25383,0.117,67823,117,1,38,1990,-440,0.0185546875,0.9716796875,-0.21484375,8,-25,-3,0.48828125,-1.52587890625,-0.18310546875,3524,-4666,-2139,18550,-173,2766,101.898193359375,-0.9503173828125,15.194091796875,356,3.56,0
52,25384,0.118,67824,118,2,57,1907,735,0.02783203125,0.93115234375,0.35888671875,-9,-5,4,-0.54931640625,-0.30517578125,0.244140625,-2280,-2062,3919,12680,-279,-27292,69.6533203125,-1.5325927734375,-149.91943359375,356,3.56,0
53,25385,0.123,67829,123,0,-1,2010,-397,-0.00048828125,0.9814453125,-0.19384765625,0,-24,9,0.0,-1.46484375,0.54931640625,2677,-4245,-5917,18040,610,4969,99.0966796875,3.350830078125,27.2955322265625,349,3.49,0
54,25386,0.124,67830,124,1,40,1996,-430,0.01953125,0.974609375,-0.2099609375,12,-17,-1,0.732421875,-1.03759765625,-0.06103515625,3532,-4704,-2141,18550,-173,2766,101.898193359375,-0.9503173828125,15.194091796875,356,3.56,0
55,25387,0.125,67831,125,2,55,1909,735,0.02685546875,0.93212890625,0.35888671875,-10,-4,5,-0.6103515625,-0.244140625,0.30517578125,-2274,-2054,3960,12678,-279,-27292,69.642333984375,-1.5325927734375,-149.91943359375,356,3.56,0
56,25388,0.136,67842,136,0,2,2013,-395,0.0009765625,0.98291015625,-0.19287109375,5,-23,10,0.30517578125,-1.40380859375,0.6103515625,2702,-4239,-5896,18040,610,4969,99.0966796875,3.350830078125,27.2955322265625,349,3.49,0
57,25389,0.136,67842,136,1,42,1997,-427,0.0205078125,0.97509765625,-0.20849609375,10,-10,0,0.6103515625,-0.6103515625,0.0,3553,-4701,-2147,18550,-173,2766,101.898193359375,-0.9503173828125,15.194091796875,356,3.56,0
58,25390,0.136,67842,136,2,53,1911,735,0.02587890625,0.93310546875,0.35888671875,-11,-5,7,-0.67138671875,-0.30517578125,0.42724609375,-2284,-2045,3952,12678,-279,-27292,69.642333984375,-1.5325927734375,-149.91943359375,356,3.56,0
59,25391,0.137,67843,137,0,2,2013,-395,0.0009765625,0.98291015625,-0.19287109375,5,-23,10,0.30517578125,-1.40380859375,0.6103515625,2702,-4239,-5896,18040,610,4969,99.0966796875,3.350830078125,27.2955322265625,349,3.49,0
60,25392,0.138,67844,138,1,39,1998,-433,0.01904296875,0.9755859375,-0.21142578125,6,-6,-2,0.3662109375,-0.3662109375,-0.1220703125,3553,-4695,-2115,18550,-173,2766,101.898193359375,-0.9503173828125,15.194091796875,356,3.56,0
61,25393,0.139,67845,139,2,53,1913,738,0.02587890625,0.93408203125,0.3603515625,-9,-10,10,-0.54931640625,-0.6103515625,0.6103515625,-2323,-2026,3898,12678,-279,-27294,69.642333984375,-1.5325927734375,-149.930419921875,356,3.56,0
62,25394,0.144,67850,144,0,-5,2018,-385,-0.00244140625,0.9853515625,-0.18798828125,4,-23,10,0.244140625,-1.40380859375,0.6103515625,2673,-4257,-5843,18041,607,4967,99.1021728515625,3.3343505859375,27.2845458984375,349,3.49,0
63,25395,0.145,67851,145,1,32,2000,-434,0.015625,0.9765625,-0.2119140625,2,3,1,0.1220703125,0.18310546875,0.06103515625,3541,-4697,-2132,18550,-174,2766,101.898193359375,-0.955810546875,15.194091796875,356,3.56,0
64,25396,0.152,67858,152,2,53,1915,739,0.02587890625,0.93505859375,0.36083984375,-8,-13,11,-0.48828125,-0.79345703125,0.67138671875,-2314,-2014,3948,12677,-279,-27293,69.6368408203125,-1.5325927734375,-149.9249267578125,356,3.56,0
65,25397,0.152,67858,152,0,-4,2015,-383,-0.001953125,0.98388671875,-0.18701171875,1,-25,8,0.06103515625,-1.52587890625,0.48828125,2656,-4274,-5889,18041,607,4967,99.1021728515625,3.3343505859375,27.2845458984375,349,3.49,0
66,25398,0.152,67858,152,1,29,2000,-431,0.01416015625,0.9765625,-0.21044921875,0,-2,1,0.0,-0.1220703125,0.06103515625,3543,-4691,-2134,18550,-174,2766,101.898193359375,-0.955810546875,15.194091796875,356,3.56,0
67,25399,0.153,67859,153,2,58,1915,743,0.0283203125,0.93505859375,0.36279296875,-6,-8,12,-0.3662109375,-0.48828125,0.732421875,-2297,-2017,4013,12677,-279,-27295,69.6368408203125,-1.5325927734375,-149.9359130859375,356,3.56,0
68,25400,0.158,67864,158,0,2,2018,-379,0.0009765625,0.9853515625,-0.18505859375,-6,-26,3,-0.3662109375,-1.5869140625,0.18310546875,2647,-4265,-5850,18041,607,4963,99.1021728515625,3.3343505859375,27.2625732421875,349,3.49,0
69,25401,0.159,67865,159,1,30,2000,-432,0.0146484375,0.9765625,-0.2109375,-3,0,2,-0.18310546875,0.0,0.1220703125,3550,-4701,-2182,18550,-174,2766,101.898193359375,-0.955810546875,15.194091796875,356,3.56,0
70,25402,0.16,67866,160,2,60,1916,744,0.029296875,0.935546875,0.36328125,-6,-4,11,-0.3662109375,-0.244140625,0.67138671875,-2281,-2004,4027,12677,-279,-27295,69.6368408203125,-1.5325927734375,-149.9359130859375,356,3.56,0
71,25403,0.165,67871,165,0,3,2016,-374,0.00146484375,0.984375,-0.1826171875,-11,-26,1,-0.67138671875,-1.5869140625,0.06103515625,2657,-4227,-5834,18042,603,4965,99.107666015625,3.3123779296875,27.2735595703125,349,3.49,0
72,25404,0.166,67872,166,1,33,2000,-425,0.01611328125,0.9765625,-0.20751953125,0,0,2,0.0,0.0,0.1220703125,3554,-4685,-2194,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
73,25405,0.167,67873,167,2,61,1917,744,0.02978515625,0.93603515625,0.36328125,-5,-6,9,-0.30517578125,-0.3662109375,0.54931640625,-2275,-2000,3971,12675,-279,-27295,69.6258544921875,-1.5325927734375,-149.9359130859375,356,3.56,0
74,25406,0.172,67878,172,0,3,2012,-372,0.00146484375,0.982421875,-0.181640625,-11,-22,-2,-0.67138671875,-1.3427734375,-0.1220703125,2652,-4227,-5813,18042,603,4965,99.107666015625,3.3123779296875,27.2735595703125,349,3.49,0
75,25407,0.173,67879,173,1,33,2003,-424,0.01611328125,0.97802734375,-0.20703125,-2,-3,4,-0.1220703125,-0.18310546875,0.244140625,3533,-4694,-2193,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
76,25408,0.174,67880,174,2,61,1916,746,0.02978515625,0.935546875,0.3642578125,-1,-5,11,-0.06103515625,-0.30517578125,0.67138671875,-2277,-1980,3890,12675,-279,-27296,69.6258544921875,-1.5325927734375,-149.94140625,356,3.56,0
77,25409,0.179,67885,179,0,1,2005,-377,0.00048828125,0.97900390625,-0.18408203125,-16,-13,-2,-0.9765625,-0.79345703125,-0.1220703125,2651,-4181,-5823,18042,603,4961,99.107666015625,3.3123779296875,27.2515869140625,349,3.49,0
78,25410,0.18,67886,180,1,34,1994,-423,0.0166015625,0.9736328125,-0.20654296875,-10,-4,2,-0.6103515625,-0.244140625,0.1220703125,3545,-4683,-2171,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
79,25411,0.181,67887,181,2,61,1914,746,0.02978515625,0.9345703125,0.3642578125,4,-3,12,0.244140625,-0.18310546875,0.732421875,-2303,-1970,3902,12675,-279,-27296,69.6258544921875,-1.5325927734375,-149.94140625,356,3.56,0
80,25412,0.186,67892,186,0,-5,2003,-380,-0.00244140625,0.97802734375,-0.185546875,-13,-8,-2,-0.79345703125,-0.48828125,-0.1220703125,2652,-4207,-5838,18044,600,4963,99.11865234375,3.2958984375,27.2625732421875,349,3.49,0
81,25413,0.187,67893,187,1,34,1990,-420,0.0166015625,0.9716796875,-0.205078125,-13,-6,2,-0.79345703125,-0.3662109375,0.1220703125,3523,-4681,-2190,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,355,3.55,0
82,25414,0.188,67894,188,2,61,1912,744,0.02978515625,0.93359375,0.36328125,6,0,12,0.3662109375,0.0,0.732421875,-2305,-1965,3937,12674,-279,-27296,69.620361328125,-1.5325927734375,-149.94140625,355,3.55,0
83,25415,0.193,67899,193,0,-14,2003,-388,-0.0068359375,0.97802734375,-0.189453125,-11,-3,1,-0.67138671875,-0.18310546875,0.06103515625,2646,-4213,-5834,18043,600,4959,99.1131591796875,3.2958984375,27.2406005859375,349,3.49,0
84,25416,0.194,67900,194,1,32,1984,-420,0.015625,0.96875,-0.205078125,-12,-10,2,-0.732421875,-0.6103515625,0.1220703125,3525,-4668,-2184,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,355,3.55,0
85,25417,0.195,67901,195,2,60,1911,743,0.029296875,0.93310546875,0.36279296875,5,1,12,0.30517578125,0.06103515625,0.732421875,-2315,-1966,3893,12674,-279,-27297,69.620361328125,-1.5325927734375,-149.9468994140625,355,3.55,0
86,25418,0.2,67906,200,0,-11,1999,-386,-0.00537109375,0.97607421875,-0.1884765625,-10,-1,2,-0.6103515625,-0.06103515625,0.1220703125,2643,-4228,-5836,18043,600,4959,99.1131591796875,3.2958984375,27.2406005859375,349,3.49,0
87,25419,0.201,67907,201,1,33,1977,-424,0.01611328125,0.96533203125,-0.20703125,1,-21,-1,0.06103515625,-1.28173828125,-0.06103515625,3512,-4658,-2121,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,355,3.55,0
88,25420,0.202,67908,202,2,60,1910,743,0.029296875,0.9326171875,0.36279296875,6,0,13,0.3662109375,0.0,0.79345703125,-2313,-1950,3862,12674,-279,-27297,69.620361328125,-1.5325927734375,-149.9468994140625,355,3.55,0
89,25421,0.207,67913,207,0,-15,1999,-386,-0.00732421875,0.97607421875,-0.1884765625,-9,4,3,-0.54931640625,0.244140625,0.18310546875,2638,-4239,-5831,18045,597,4960,99.1241455078125,3.2794189453125,27.24609375,349,3.49,0
90,25422,0.208,67914,208,1,27,1981,-428,0.01318359375,0.96728515625,-0.208984375,4,-25,1,0.244140625,-1.52587890625,0.06103515625,3502,-4664,-2086,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
91,25423,0.216,67922,216,2,61,1909,741,0.02978515625,0.93212890625,0.36181640625,7,-3,13,0.42724609375,-0.18310546875,0.79345703125,-2296,-1973,3843,12672,-279,-27297,69.609375,-1.5325927734375,-149.9468994140625,356,3.56,0
92,25424,0.216,67922,216,0,-14,1998,-383,-0.0068359375,0.9755859375,-0.18701171875,-11,11,5,-0.67138671875,0.67138671875,0.30517578125,2642,-4230,-5865,18045,597,4957,99.1241455078125,3.2794189453125,27.2296142578125,349,3.49,0
93,25425,0.216,67922,216,1,32,1985,-433,0.015625,0.96923828125,-0.21142578125,2,-25,-6,0.1220703125,-1.52587890625,-0.3662109375,3541,-4642,-2055,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
94,25426,0.216,67922,216,2,62,1909,739,0.0302734375,0.93212890625,0.36083984375,6,-2,14,0.3662109375,-0.1220703125,0.8544921875,-2300,-1963,3827,12672,-279,-27298,69.609375,-1.5325927734375,-149.952392578125,356,3.56,0
95,25427,0.221,67927,221,0,-11,2000,-388,-0.00537109375,0.9765625,-0.189453125,-5,14,5,-0.30517578125,0.8544921875,0.30517578125,2625,-4232,-5846,18045,597,4957,99.1241455078125,3.2794189453125,27.2296142578125,349,3.49,0
96,25428,0.222,67928,222,1,34,1985,-435,0.0166015625,0.96923828125,-0.21240234375,6,-18,-6,0.3662109375,-1.0986328125,-0.3662109375,3533,-4647,-2074,18551,-174,2767,101.9036865234375,-0.955810546875,15.1995849609375,356,3.56,0
97,25429,0.223,67929,223,2,65,1908,735,0.03173828125,0.931640625,0.35888671875,3,4,11,0.18310546875,0.244140625,0.67138671875,-2327,-1982,3774,12670,-279,-27298,69.598388671875,-1.5325927734375,-149.952392578125,356,3.56,0
98,25430,0.228,67934,228,0,-11,2000,-388,-0.00537109375,0.9765625,-0.189453125,-5,14,5,-0.30517578125,0.8544921875,0.30517578125,2625,-4232,-5846,18045,597,4957,99.1241455078125,3.2794189453125,27.2296142578125,349,3.49,0
99,25431,0.229,67935,229,1,38,1983,-440,0.0185546875,0.96826171875,-0.21484375,8,-11,-7,0.48828125,-0.67138671875,-0.42724609375,3529,-4659,-2089,18551,-174,2768,101.9036865234375,-0.955810546875,15.205078125,357,3.57,0
100,25432,0.23,67936,230,2,66,1907,734,0.0322265625,0.93115234375,0.3583984375,-1,9,11,-0.06103515625,0.54931640625,0.67138671875,-2339,-1986,3806,12670,-279,-27298,69.598388671875,-1.5325927734375,-149.952392578125,356,3.56,0
101,25433,0.235,67941,235,0,-13,2000,-393,-0.00634765625,0.9765625,-0.19189453125,0,4,8,0.0,0.244140625,0.48828125,2658,-4238,-5805,18046,593,4955,99.129638671875,3.2574462890625,27.2186279296875,349,3.49,0
102,25434,0.236,67942,236,1,39,1989,-443,0.01904296875,0.97119140625,-0.21630859375,10,-8,-2,0.6103515625,-0.48828125,-0.1220703125,3543,-4682,-2055,18551,-174,2768,101.9036865234375,-0.955810546875,15.205078125,357,3.57,0
103,25435,0.237,67943,237,2,64,1907,733,0.03125,0.93115234375,0.35791015625,-4,11,10,-0.244140625,0.67138671875,0.6103515625,-2313,-1961,3808,12670,-279,-27299,69.598388671875,-1.5325927734375,-149.9578857421875,356,3.56,0
104,25436,0.242,67948,242,0,-13,2003,-396,-0.00634765625,0.97802734375,-0.193359375,-4,0,10,-0.244140625,0.0,0.6103515625,2658,-4239,-5834,18046,593,4955,99.129638671875,3.2574462890625,27.2186279296875,349,3.49,0
105,25437,0.243,67949,243,1,37,1991,-442,0.01806640625,0.97216796875,-0.2158203125,13,-6,-4,0.79345703125,-0.3662109375,-0.244140625,3531,-4669,-2080,18551,-174,2768,101.9036865234375,-0.955810546875,15.205078125,357,3.57,0
106,25438,0.244,67950,244,2,59,1906,734,0.02880859375,0.9306640625,0.3583984375,-7,11,10,-0.42724609375,0.67138671875,0.6103515625,-2313,-1939,3800,12669,-279,-27299,69.5928955078125,-1.5325927734375,-149.9578857421875,356,3.56,0
