record_index,sequence,time_s,tick_ms,tick_elapsed_ms,device_id,accel_x_raw,accel_y_raw,accel_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_raw,gyro_y_raw,gyro_z_raw,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_raw,mag_y_raw,mag_z_raw,angle_x_raw,angle_y_raw,angle_z_raw,angle_x_deg,angle_y_deg,angle_z_deg,battery_raw,battery_voltage,sequence_gap_before
23,31450,0.059,89962,59,0,-6,2027,-311,-0.0029296875,0.98974609375,-0.15185546875,36,-9,24,2.197265625,-0.54931640625,1.46484375,-5221,1412,-2010,18010,310,-12796,98.931884765625,1.702880859375,-70.29052734375,351,3.51,0
24,31451,0.06,89963,60,1,-76,1990,-391,-0.037109375,0.9716796875,-0.19091796875,38,6,-12,2.3193359375,0.3662109375,-0.732421875,-1102,930,5864,18478,341,-30943,101.502685546875,1.8731689453125,-169.9749755859375,356,3.56,0
25,31452,0.061,89964,61,2,-14,1935,685,-0.0068359375,0.94482421875,0.33447265625,-43,5,5,-2.62451171875,0.30517578125,0.30517578125,1388,2073,-3987,12594,144,3297,69.180908203125,0.791015625,18.1109619140625,355,3.55,0
26,31453,0.066,89969,66,0,-23,2033,-304,-0.01123046875,0.99267578125,-0.1484375,23,-3,23,1.40380859375,-0.18310546875,1.40380859375,-5204,1436,-2021,18013,308,-12795,98.9483642578125,1.69189453125,-70.2850341796875,351,3.51,0
27,31454,0.076,89979,76,1,-67,1982,-382,-0.03271484375,0.9677734375,-0.1865234375,42,9,-13,2.5634765625,0.54931640625,-0.79345703125,-1099,933,5827,18480,342,-30941,101.513671875,1.878662109375,-169.9639892578125,356,3.56,0
28,31455,0.076,89979,76,2,-9,1935,688,-0.00439453125,0.94482421875,0.3359375,-37,9,5,-2.25830078125,0.54931640625,0.30517578125,1391,2083,-3966,12594,144,3297,69.180908203125,0.791015625,18.1109619140625,355,3.55,0
29,31456,0.08,89983,80,0,-26,2032,-308,-0.0126953125,0.9921875,-0.150390625,21,-5,21,1.28173828125,-0.30517578125,1.28173828125,-5232,1440,-2020,18015,307,-12794,98.9593505859375,1.6864013671875,-70.279541015625,351,3.51,0
30,31457,0.081,89984,81,1,-64,1989,-393,-0.03125,0.97119140625,-0.19189453125,50,13,-20,3.0517578125,0.79345703125,-1.220703125,-1131,954,5736,18487,345,-30938,101.5521240234375,1.8951416015625,-169.947509765625,355,3.55,0
31,31458,0.082,89985,82,2,-8,1938,689,-0.00390625,0.9462890625,0.33642578125,-34,19,4,-2.0751953125,1.15966796875,0.244140625,1433,2061,-3953,12595,143,3297,69.1864013671875,0.7855224609375,18.1109619140625,355,3.55,0
32,31459,0.087,89990,87,0,-52,2029,-310,-0.025390625,0.99072265625,-0.1513671875,29,-7,18,1.77001953125,-0.42724609375,1.0986328125,-5233,1444,-1997,18020,305,-12794,98.98681640625,1.6754150390625,-70.279541015625,350,3.5,0
33,31460,0.088,89991,88,1,-61,1989,-404,-0.02978515625,0.97119140625,-0.197265625,51,6,-22,3.11279296875,0.3662109375,-1.3427734375,-1142,953,5730,18490,346,-30937,101.568603515625,1.900634765625,-169.9420166015625,355,3.55,0
34,31461,0.089,89992,89,2,-9,1938,689,-0.00439453125,0.9462890625,0.33642578125,-34,20,4,-2.0751953125,1.220703125,0.244140625,1415,2102,-3942,12595,143,3297,69.1864013671875,0.7855224609375,18.1109619140625,356,3.56,0
35,31462,0.094,89997,94,0,-61,2031,-316,-0.02978515625,0.99169921875,-0.154296875,29,-10,16,1.77001953125,-0.6103515625,0.9765625,-5240,1436,-1997,18022,304,-12794,98.997802734375,1.669921875,-70.279541015625,350,3.5,0
36,31463,0.095,89998,95,1,-49,1988,-413,-0.02392578125,0.970703125,-0.20166015625,54,3,-26,3.2958984375,0.18310546875,-1.5869140625,-1151,923,5766,18495,349,-30935,101.5960693359375,1.9171142578125,-169.9310302734375,355,3.55,0
37,31464,0.096,89999,96,2,-9,1938,690,-0.00439453125,0.9462890625,0.3369140625,-35,22,5,-2.13623046875,1.3427734375,0.30517578125,1400,2076,-3934,12595,143,3297,69.1864013671875,0.7855224609375,18.1109619140625,356,3.56,0
38,31465,0.101,90004,101,0,-73,2036,-324,-0.03564453125,0.994140625,-0.158203125,15,-21,12,0.91552734375,-1.28173828125,0.732421875,-5256,1439,-1994,18025,304,-12794,99.0142822265625,1.669921875,-70.279541015625,350,3.5,0
39,31466,0.108,90011,108,0,-71,2037,-324,-0.03466796875,0.99462890625,-0.158203125,6,-26,10,0.3662109375,-1.5869140625,0.6103515625,-5252,1455,-1990,18025,304,-12795,99.0142822265625,1.669921875,-70.2850341796875,350,3.5,0
40,31467,0.109,90012,109,1,-38,1995,-425,-0.0185546875,0.97412109375,-0.20751953125,61,3,-26,3.72314453125,0.18310546875,-1.5869140625,-1176,925,5748,18502,352,-30933,101.634521484375,1.93359375,-169.9200439453125,355,3.55,0
41,31468,0.11,90013,110,2,-8,1933,698,-0.00390625,0.94384765625,0.3408203125,-42,26,7,-2.5634765625,1.5869140625,0.42724609375,1409,2050,-3877,12595,143,3297,69.1864013671875,0.7855224609375,18.1109619140625,356,3.56,0
42,31469,0.115,90018,115,0,-66,2040,-325,-0.0322265625,0.99609375,-0.15869140625,2,-26,7,0.1220703125,-1.5869140625,0.42724609375,-5240,1466,-2006,18026,304,-12796,99.019775390625,1.669921875,-70.29052734375,350,3.5,0
43,31470,0.116,90019,116,1,-31,2001,-433,-0.01513671875,0.97705078125,-0.21142578125,60,4,-25,3.662109375,0.244140625,-1.52587890625,-1195,898,5729,18508,354,-30932,101.66748046875,1.944580078125,-169.91455078125,355,3.55,0
44,31471,0.117,90020,117,2,-12,1926,708,-0.005859375,0.9404296875,0.345703125,-48,34,9,-2.9296875,2.0751953125,0.54931640625,1430,2025,-3923,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
45,31472,0.122,90025,122,0,-57,2041,-314,-0.02783203125,0.99658203125,-0.1533203125,-6,-11,6,-0.3662109375,-0.67138671875,0.3662109375,-5240,1457,-2000,18026,304,-12796,99.019775390625,1.669921875,-70.29052734375,350,3.5,0
46,31473,0.123,90026,123,1,-26,2004,-433,-0.0126953125,0.978515625,-0.21142578125,60,5,-23,3.662109375,0.30517578125,-1.40380859375,-1149,903,5748,18509,350,-30931,101.6729736328125,1.922607421875,-169.9090576171875,355,3.55,0
47,31474,0.124,90027,124,2,-14,1921,713,-0.0068359375,0.93798828125,0.34814453125,-45,37,9,-2.74658203125,2.25830078125,0.54931640625,1439,2001,-3992,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
48,31475,0.129,90032,129,0,-54,2044,-308,-0.0263671875,0.998046875,-0.150390625,-6,3,5,-0.3662109375,0.18310546875,0.30517578125,-5247,1434,-2020,18026,304,-12794,99.019775390625,1.669921875,-70.279541015625,350,3.5,0
49,31476,0.13,90033,130,1,-23,2021,-428,-0.01123046875,0.98681640625,-0.208984375,62,7,-20,3.7841796875,0.42724609375,-1.220703125,-1141,894,5785,18509,350,-30931,101.6729736328125,1.922607421875,-169.9090576171875,355,3.55,0
50,31477,0.136,90039,136,2,-17,1917,717,-0.00830078125,0.93603515625,0.35009765625,-38,38,10,-2.3193359375,2.3193359375,0.6103515625,1433,2022,-3954,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
51,31478,0.136,90039,136,0,-50,2047,-303,-0.0244140625,0.99951171875,-0.14794921875,-11,22,2,-0.67138671875,1.3427734375,0.1220703125,-5220,1427,-1973,18025,304,-12791,99.0142822265625,1.669921875,-70.2630615234375,350,3.5,0
52,31479,0.137,90040,137,1,-21,2028,-421,-0.01025390625,0.990234375,-0.20556640625,58,8,-21,3.5400390625,0.48828125,-1.28173828125,-1112,907,5766,18509,350,-30931,101.6729736328125,1.922607421875,-169.9090576171875,355,3.55,0
53,31480,0.138,90041,138,2,-21,1914,719,-0.01025390625,0.9345703125,0.35107421875,-30,37,10,-1.8310546875,2.25830078125,0.6103515625,1426,2088,-3949,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
54,31481,0.143,90046,143,0,-53,2050,-301,-0.02587890625,1.0009765625,-0.14697265625,-13,27,5,-0.79345703125,1.64794921875,0.30517578125,-5217,1413,-1981,18025,303,-12788,99.0142822265625,1.6644287109375,-70.24658203125,350,3.5,0
55,31482,0.144,90047,144,1,-12,2030,-412,-0.005859375,0.9912109375,-0.201171875,53,14,-19,3.23486328125,0.8544921875,-1.15966796875,-1107,920,5756,18509,349,-30931,101.6729736328125,1.9171142578125,-169.9090576171875,355,3.55,0
56,31483,0.145,90048,145,2,-22,1913,719,-0.0107421875,0.93408203125,0.35107421875,-31,38,10,-1.89208984375,2.3193359375,0.6103515625,1437,2110,-3936,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
57,31484,0.15,90053,150,0,-59,2049,-294,-0.02880859375,1.00048828125,-0.1435546875,-12,28,2,-0.732421875,1.708984375,0.1220703125,-5234,1443,-1984,18024,303,-12786,99.0087890625,1.6644287109375,-70.235595703125,350,3.5,0
58,31485,0.151,90054,151,1,-5,2033,-384,-0.00244140625,0.99267578125,-0.1875,37,42,-18,2.25830078125,2.5634765625,-1.0986328125,-1091,907,5792,18509,349,-30931,101.6729736328125,1.9171142578125,-169.9090576171875,355,3.55,0
59,31486,0.152,90055,152,2,-28,1913,723,-0.013671875,0.93408203125,0.35302734375,-27,40,9,-1.64794921875,2.44140625,0.54931640625,1435,2125,-3924,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
60,31487,0.157,90060,157,0,-78,2040,-304,-0.0380859375,0.99609375,-0.1484375,-21,23,-2,-1.28173828125,1.40380859375,-0.1220703125,-5243,1438,-1974,18023,303,-12782,99.0032958984375,1.6644287109375,-70.213623046875,350,3.5,0
61,31488,0.158,90061,158,1,-6,2030,-384,-0.0029296875,0.9912109375,-0.1875,27,57,-14,1.64794921875,3.47900390625,-0.8544921875,-1103,927,5804,18509,349,-30931,101.6729736328125,1.9171142578125,-169.9090576171875,355,3.55,0
62,31489,0.159,90062,159,2,-31,1912,725,-0.01513671875,0.93359375,0.35400390625,-20,39,8,-1.220703125,2.38037109375,0.48828125,1442,2101,-3887,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
63,31490,0.164,90067,164,0,-83,2031,-307,-0.04052734375,0.99169921875,-0.14990234375,-22,17,-4,-1.3427734375,1.03759765625,-0.244140625,-5243,1429,-1976,18022,304,-12780,98.997802734375,1.669921875,-70.20263671875,350,3.5,0
64,31491,0.176,90079,176,1,-20,2018,-375,-0.009765625,0.9853515625,-0.18310546875,10,61,-9,0.6103515625,3.72314453125,-0.54931640625,-1087,939,5787,18508,348,-30931,101.66748046875,1.91162109375,-169.9090576171875,355,3.55,0
65,31492,0.176,90079,176,2,-37,1912,724,-0.01806640625,0.93359375,0.353515625,-10,38,7,-0.6103515625,2.3193359375,0.42724609375,1458,2159,-3890,12596,142,3297,69.19189453125,0.780029296875,18.1109619140625,356,3.56,0
66,31493,0.178,90081,178,0,-68,2011,-323,-0.033203125,0.98193359375,-0.15771484375,-17,2,-15,-1.03759765625,0.1220703125,-0.91552734375,-5245,1407,-1981,18020,307,-12776,98.98681640625,1.6864013671875,-70.1806640625,349,3.49,0
67,31494,0.179,90082,179,1,-29,2016,-379,-0.01416015625,0.984375,-0.18505859375,13,53,-8,0.79345703125,3.23486328125,-0.48828125,-1080,953,5767,18508,348,-30931,101.66748046875,1.91162109375,-169.9090576171875,355,3.55,0
68,31495,0.18,90083,180,2,-36,1912,724,-0.017578125,0.93359375,0.353515625,-8,40,5,-0.48828125,2.44140625,0.30517578125,1476,2160,-3880,12595,142,3297,69.1864013671875,0.780029296875,18.1109619140625,357,3.57,0
69,31496,0.185,90088,185,0,-59,2006,-329,-0.02880859375,0.9794921875,-0.16064453125,-14,14,-17,-0.8544921875,0.8544921875,-1.03759765625,-5246,1402,-1983,18020,308,-12774,98.98681640625,1.69189453125,-70.169677734375,349,3.49,0
70,31497,0.186,90089,186,1,-42,2010,-381,-0.0205078125,0.9814453125,-0.18603515625,14,39,-1,0.8544921875,2.38037109375,-0.06103515625,-1095,948,5790,18508,347,-30929,101.66748046875,1.9061279296875,-169.8980712890625,355,3.55,0
71,31498,0.187,90090,187,2,-36,1910,725,-0.017578125,0.9326171875,0.35400390625,-4,43,5,-0.244140625,2.62451171875,0.30517578125,1454,2196,-3870,12595,142,3297,69.1864013671875,0.780029296875,18.1109619140625,357,3.57,0
72,31499,0.192,90095,192,0,-41,2010,-344,-0.02001953125,0.9814453125,-0.16796875,4,40,-16,0.244140625,2.44140625,-0.9765625,-5238,1423,-2051,18021,309,-12769,98.9923095703125,1.6973876953125,-70.1422119140625,349,3.49,0
73,31500,0.193,90096,193,1,-43,2009,-387,-0.02099609375,0.98095703125,-0.18896484375,12,34,0,0.732421875,2.0751953125,0.0,-1106,933,5805,18509,346,-30927,101.6729736328125,1.900634765625,-169.8870849609375,355,3.55,0
74,31501,0.199,90102,199,0,-38,2010,-351,-0.0185546875,0.9814453125,-0.17138671875,10,41,-18,0.6103515625,2.50244140625,-1.0986328125,-5236,1416,-2033,18022,310,-12765,98.997802734375,1.702880859375,-70.1202392578125,349,3.49,0
75,31502,0.2,90103,200,1,-46,1993,-390,-0.0224609375,0.97314453125,-0.1904296875,9,25,3,0.54931640625,1.52587890625,0.18310546875,-1109,938,5836,18509,346,-30923,101.6729736328125,1.900634765625,-169.8651123046875,355,3.55,0
76,31503,0.201,90104,201,2,-39,1904,725,-0.01904296875,0.9296875,0.35400390625,7,47,6,0.42724609375,2.86865234375,0.3662109375,1416,2228,-3902,12595,142,3297,69.1864013671875,0.780029296875,18.1109619140625,357,3.57,0
77,31504,0.206,90109,206,0,-38,2010,-351,-0.0185546875,0.9814453125,-0.17138671875,10,41,-18,0.6103515625,2.50244140625,-1.0986328125,-5236,1416,-2033,18022,310,-12765,98.997802734375,1.702880859375,-70.1202392578125,349,3.49,0
78,31505,0.207,90110,207,1,-44,1987,-398,-0.021484375,0.97021484375,-0.1943359375,14,18,6,0.8544921875,1.0986328125,0.3662109375,-1097,937,5848,18510,345,-30922,101.678466796875,1.8951416015625,-169.859619140625,355,3.55,0
79,31506,0.208,90111,208,2,-43,1904,719,-0.02099609375,0.9296875,0.35107421875,7,48,5,0.42724609375,2.9296875,0.30517578125,1408,2167,-3900,12595,142,3297,69.1864013671875,0.780029296875,18.1109619140625,357,3.57,0
80,31507,0.213,90116,213,0,-18,2011,-350,-0.0087890625,0.98193359375,-0.1708984375,-1,30,-20,-0.06103515625,1.8310546875,-1.220703125,-5214,1430,-2017,18024,313,-12757,99.0087890625,1.7193603515625,-70.0762939453125,349,3.49,0
81,31508,0.214,90117,214,1,-42,1983,-402,-0.0205078125,0.96826171875,-0.1962890625,19,14,4,1.15966796875,0.8544921875,0.244140625,-1089,958,5854,18511,345,-30921,101.6839599609375,1.8951416015625,-169.8541259765625,355,3.55,0
82,31509,0.215,90118,215,2,-45,1905,716,-0.02197265625,0.93017578125,0.349609375,2,47,6,0.1220703125,2.86865234375,0.3662109375,1398,2172,-3868,12595,142,3297,69.1864013671875,0.780029296875,18.1109619140625,357,3.57,0
83,31510,0.22,90123,220,0,-14,2010,-346,-0.0068359375,0.9814453125,-0.1689453125,-6,32,-16,-0.3662109375,1.953125,-0.9765625,-5207,1431,-2027,18024,314,-12754,99.0087890625,1.724853515625,-70.059814453125,349,3.49,0
84,31511,0.221,90124,221,1,-51,1991,-416,-0.02490234375,0.97216796875,-0.203125,26,-1,3,1.5869140625,-0.06103515625,0.18310546875,-1099,952,5885,18513,345,-30920,101.6949462890625,1.8951416015625,-169.8486328125,355,3.55,0
85,31512,0.222,90125,222,2,-46,1906,713,-0.0224609375,0.9306640625,0.34814453125,-1,47,7,-0.06103515625,2.86865234375,0.42724609375,1402,2196,-3806,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
86,31513,0.227,90130,227,0,-7,2008,-339,-0.00341796875,0.98046875,-0.16552734375,-14,39,-14,-0.8544921875,2.38037109375,-0.8544921875,-5223,1432,-1972,18023,315,-12748,99.0032958984375,1.7303466796875,-70.02685546875,349,3.49,0
87,31514,0.234,90137,234,1,-55,1995,-422,-0.02685546875,0.97412109375,-0.2060546875,28,-10,0,1.708984375,-0.6103515625,0.0,-1108,949,5882,18515,345,-30921,101.7059326171875,1.8951416015625,-169.8541259765625,355,3.55,0
88,31515,0.234,90137,234,2,-43,1906,708,-0.02099609375,0.9306640625,0.345703125,-2,49,10,-0.1220703125,2.99072265625,0.6103515625,1428,2166,-3828,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
89,31516,0.234,90137,234,0,0,2004,-336,0.0,0.978515625,-0.1640625,-20,39,-13,-1.220703125,2.38037109375,-0.79345703125,-5214,1425,-1998,18022,315,-12745,98.997802734375,1.7303466796875,-70.0103759765625,349,3.49,0
90,31517,0.235,90138,235,1,-67,2008,-431,-0.03271484375,0.98046875,-0.21044921875,31,-21,-7,1.89208984375,-1.28173828125,-0.42724609375,-1122,932,5864,18517,346,-30922,101.7169189453125,1.900634765625,-169.859619140625,355,3.55,0
91,31518,0.236,90139,236,2,-40,1908,706,-0.01953125,0.931640625,0.3447265625,0,50,11,0.0,3.0517578125,0.67138671875,1430,2159,-3833,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
92,31519,0.241,90144,241,0,5,2007,-334,0.00244140625,0.97998046875,-0.1630859375,-25,36,-9,-1.52587890625,2.197265625,-0.54931640625,-5202,1417,-1967,18021,316,-12742,98.9923095703125,1.73583984375,-69.993896484375,349,3.49,0
93,31520,0.242,90145,242,1,-70,2005,-428,-0.0341796875,0.97900390625,-0.208984375,22,-19,-8,1.3427734375,-1.15966796875,-0.48828125,-1131,948,5830,18518,347,-30922,101.722412109375,1.9061279296875,-169.859619140625,355,3.55,0
94,31521,0.243,90146,243,2,-32,1914,702,-0.015625,0.9345703125,0.3427734375,-2,48,13,-0.1220703125,2.9296875,0.79345703125,1451,2148,-3883,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
95,31522,0.248,90151,248,0,11,2016,-338,0.00537109375,0.984375,-0.1650390625,-28,28,-3,-1.708984375,1.708984375,-0.18310546875,-5246,1440,-2022,18019,316,-12737,98.9813232421875,1.73583984375,-69.9664306640625,348,3.48,0
96,31523,0.249,90152,249,1,-74,2000,-425,-0.0361328125,0.9765625,-0.20751953125,17,-14,-7,1.03759765625,-0.8544921875,-0.42724609375,-1112,960,5783,18519,347,-30922,101.7279052734375,1.9061279296875,-169.859619140625,355,3.55,0
97,31524,0.25,90153,250,2,-28,1917,701,-0.013671875,0.93603515625,0.34228515625,-6,50,15,-0.3662109375,3.0517578125,0.91552734375,1429,2133,-3904,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
98,31525,0.255,90158,255,0,14,2020,-339,0.0068359375,0.986328125,-0.16552734375,-28,21,-2,-1.708984375,1.28173828125,-0.1220703125,-5241,1439,-2001,18018,316,-12735,98.975830078125,1.73583984375,-69.9554443359375,348,3.48,0
99,31526,0.256,90159,256,1,-72,1979,-423,-0.03515625,0.96630859375,-0.20654296875,0,13,-11,0.0,0.79345703125,-0.67138671875,-1145,981,5777,18519,348,-30920,101.7279052734375,1.91162109375,-169.8486328125,355,3.55,0
100,31527,0.262,90165,262,0,15,2018,-337,0.00732421875,0.9853515625,-0.16455078125,-27,20,-1,-1.64794921875,1.220703125,-0.06103515625,-5267,1465,-2039,18016,316,-12731,98.96484375,1.73583984375,-69.9334716796875,349,3.49,0
101,31528,0.263,90166,263,1,-67,1968,-425,-0.03271484375,0.9609375,-0.20751953125,-3,28,-10,-0.18310546875,1.708984375,-0.6103515625,-1164,971,5796,18518,348,-30917,101.722412109375,1.91162109375,-169.8321533203125,355,3.55,0
102,31529,0.269,90172,269,0,17,2018,-341,0.00830078125,0.9853515625,-0.16650390625,-27,21,2,-1.64794921875,1.28173828125,0.1220703125,-5254,1454,-2016,18014,316,-12729,98.953857421875,1.73583984375,-69.9224853515625,349,3.49,0
103,31530,0.27,90173,270,1,-67,1961,-430,-0.03271484375,0.95751953125,-0.2099609375,9,38,-12,0.54931640625,2.3193359375,-0.732421875,-1175,958,5802,18519,349,-30915,101.7279052734375,1.9171142578125,-169.8211669921875,355,3.55,0
104,31531,0.271,90174,271,2,-25,1926,701,-0.01220703125,0.9404296875,0.34228515625,4,59,20,0.244140625,3.60107421875,1.220703125,1386,2225,-3976,12594,142,3297,69.180908203125,0.780029296875,18.1109619140625,357,3.57,0
105,31532,0.276,90179,276,0,10,2013,-342,0.0048828125,0.98291015625,-0.1669921875,-29,25,6,-1.77001953125,1.52587890625,0.3662109375,-5264,1461,-2033,18013,316,-12727,98.9483642578125,1.73583984375,-69.9114990234375,350,3.5,0
106,31533,0.277,90180,277,1,-59,1960,-433,-0.02880859375,0.95703125,-0.21142578125,25,38,-13,1.52587890625,2.3193359375,-0.79345703125,-1182,951,5839,18521,349,-30910,101.7388916015625,1.9171142578125,-169.793701171875,355,3.55,0
107,31534,0.283,90186,283,0,-2,1999,-351,-0.0009765625,0.97607421875,-0.17138671875,-27,30,10,-1.64794921875,1.8310546875,0.6103515625,-5264,1452,-2021,18011,315,-12722,98.9373779296875,1.7303466796875,-69.884033203125,351,3.51,0
