record_index,byte_offset,sample_seq,time_s,adc_raw_ch01,adc_raw_ch02,adc_raw_ch03,adc_raw_ch04,adc_raw_ch05,adc_raw_ch06,adc_raw_ch07,adc_raw_ch08,adc_raw_ch09,adc_raw_ch10,adc_raw_ch11,adc_raw_ch12,adc_raw_ch13,adc_raw_ch14,adc_raw_ch15,adc_raw_ch16,adc_volts_ch01,adc_volts_ch02,adc_volts_ch03,adc_volts_ch04,adc_volts_ch05,adc_volts_ch06,adc_volts_ch07,adc_volts_ch08,adc_volts_ch09,adc_volts_ch10,adc_volts_ch11,adc_volts_ch12,adc_volts_ch13,adc_volts_ch14,adc_volts_ch15,adc_volts_ch16
10,402,2345568,0.005,22882,22860,22836,22872,22828,22890,22872,22832,22734,22724,22760,22656,22656,22628,22696,22744,3.49151611328125,3.4881591796875,3.4844970703125,3.489990234375,3.4832763671875,3.49273681640625,3.489990234375,3.48388671875,3.46893310546875,3.4674072265625,3.472900390625,3.45703125,3.45703125,3.4527587890625,3.463134765625,3.470458984375
11,439,2345569,0.0055,22918,22894,22880,22904,22872,22942,22906,22866,22762,22774,22776,22710,22680,22644,22730,22782,3.49700927734375,3.49334716796875,3.4912109375,3.494873046875,3.489990234375,3.50067138671875,3.49517822265625,3.48907470703125,3.47320556640625,3.47503662109375,3.475341796875,3.46527099609375,3.460693359375,3.4552001953125,3.46832275390625,3.47625732421875
12,476,2345570,0.006,22992,22972,22950,22972,22940,23010,22976,22930,22828,22836,22838,22774,22742,22708,22786,22846,3.50830078125,3.5052490234375,3.50189208984375,3.5052490234375,3.5003662109375,3.51104736328125,3.505859375,3.49884033203125,3.4832763671875,3.4844970703125,3.48480224609375,3.47503662109375,3.47015380859375,3.4649658203125,3.47686767578125,3.48602294921875
13,513,2345571,0.0065,22904,22890,22862,22880,22854,22930,22878,22840,22760,22750,22774,22688,22674,22634,22720,22748,3.494873046875,3.49273681640625,3.48846435546875,3.4912109375,3.48724365234375,3.49884033203125,3.49090576171875,3.485107421875,3.472900390625,3.47137451171875,3.47503662109375,3.4619140625,3.45977783203125,3.45367431640625,3.466796875,3.4710693359375
14,550,2345572,0.007,22910,22890,22864,22880,22856,22926,22880,22854,22760,22764,22778,22710,22684,22648,22722,22782,3.49578857421875,3.49273681640625,3.48876953125,3.4912109375,3.487548828125,3.49822998046875,3.4912109375,3.48724365234375,3.472900390625,3.4735107421875,3.47564697265625,3.46527099609375,3.4613037109375,3.455810546875,3.46710205078125,3.47625732421875
15,587,2345573,0.0075,22942,22916,22896,22924,22886,22946,22924,22884,22790,22780,22800,22720,22710,22676,22756,22802,3.50067138671875,3.4967041015625,3.49365234375,3.4979248046875,3.49212646484375,3.50128173828125,3.4979248046875,3.4918212890625,3.47747802734375,3.4759521484375,3.47900390625,3.466796875,3.46527099609375,3.4600830078125,3.4722900390625,3.47930908203125
16,624,2345574,0.008,22856,22834,22818,22828,22802,22870,22836,22796,22698,22710,22734,22650,22622,22604,22686,22736,3.487548828125,3.48419189453125,3.48175048828125,3.4832763671875,3.47930908203125,3.48968505859375,3.4844970703125,3.4783935546875,3.46343994140625,3.46527099609375,3.46893310546875,3.45611572265625,3.45184326171875,3.4490966796875,3.46160888671875,3.46923828125
17,661,2345575,0.0085,22868,22850,22824,22850,22806,22878,22842,22812,22698,22710,22734,22644,22618,22606,22660,22718,3.4893798828125,3.48663330078125,3.482666015625,3.48663330078125,3.47991943359375,3.49090576171875,3.48541259765625,3.4808349609375,3.46343994140625,3.46527099609375,3.46893310546875,3.4552001953125,3.45123291015625,3.44940185546875,3.4576416015625,3.46649169921875
18,698,2345576,0.009,22870,22846,22820,22848,22818,22876,22844,22806,22722,22710,22740,22654,22648,22614,22694,22746,3.48968505859375,3.48602294921875,3.4820556640625,3.486328125,3.48175048828125,3.4906005859375,3.4857177734375,3.47991943359375,3.46710205078125,3.46527099609375,3.4698486328125,3.45672607421875,3.455810546875,3.45062255859375,3.46282958984375,3.47076416015625
19,735,2345577,0.0095,22888,22860,22844,22872,22832,22910,22876,22834,22760,22748,22764,22686,22680,22638,22722,22750,3.492431640625,3.4881591796875,3.4857177734375,3.489990234375,3.48388671875,3.49578857421875,3.4906005859375,3.48419189453125,3.472900390625,3.4710693359375,3.4735107421875,3.46160888671875,3.460693359375,3.45428466796875,3.46710205078125,3.47137451171875
20,772,2345578,0.01,22876,22852,22830,22854,22820,22882,22850,22818,22724,22716,22720,22644,22644,22612,22668,22734,3.4906005859375,3.4869384765625,3.48358154296875,3.48724365234375,3.4820556640625,3.49151611328125,3.48663330078125,3.48175048828125,3.4674072265625,3.4661865234375,3.466796875,3.4552001953125,3.4552001953125,3.4503173828125,3.4588623046875,3.46893310546875
21,809,2345579,0.0105,22928,22912,22886,22916,22878,22942,22914,22880,22780,22780,22802,22710,22706,22676,22756,22802,3.49853515625,3.49609375,3.49212646484375,3.4967041015625,3.49090576171875,3.50067138671875,3.49639892578125,3.4912109375,3.4759521484375,3.4759521484375,3.47930908203125,3.46527099609375,3.46466064453125,3.4600830078125,3.4722900390625,3.47930908203125
22,846,2345580,0.011,22896,22882,22846,22876,22840,22918,22876,22832,22752,22746,22768,22682,22672,22640,22718,22740,3.49365234375,3.49151611328125,3.48602294921875,3.4906005859375,3.485107421875,3.49700927734375,3.4906005859375,3.48388671875,3.4716796875,3.47076416015625,3.47412109375,3.46099853515625,3.45947265625,3.45458984375,3.46649169921875,3.4698486328125
23,883,2345581,0.0115,22860,22836,22820,22848,22814,22872,22838,22804,22730,22716,22740,22644,22646,22610,22696,22748,3.4881591796875,3.4844970703125,3.4820556640625,3.486328125,3.48114013671875,3.489990234375,3.48480224609375,3.4796142578125,3.46832275390625,3.4661865234375,3.4698486328125,3.4552001953125,3.45550537109375,3.45001220703125,3.463134765625,3.4710693359375
25,952,2345582,0.012,22958,22948,22926,22946,22922,22990,22954,22914,22822,22816,22832,22748,22736,22704,22792,22836,3.50311279296875,3.5015869140625,3.49822998046875,3.50128173828125,3.49761962890625,3.50799560546875,3.50250244140625,3.49639892578125,3.48236083984375,3.4814453125,3.48388671875,3.4710693359375,3.46923828125,3.46435546875,3.477783203125,3.4844970703125
26,989,2345583,0.0125,22760,22746,22720,22746,22720,22792,22756,22702,22630,22626,22640,22548,22546,22506,22594,22642,3.472900390625,3.47076416015625,3.466796875,3.47076416015625,3.466796875,3.477783203125,3.4722900390625,3.46405029296875,3.45306396484375,3.45245361328125,3.45458984375,3.4405517578125,3.44024658203125,3.43414306640625,3.44757080078125,3.45489501953125
27,1026,2345584,0.013,22874,22854,22830,22860,22816,22878,22860,22816,22738,22718,22750,22654,22648,22628,22696,22748,3.49029541015625,3.48724365234375,3.48358154296875,3.4881591796875,3.4814453125,3.49090576171875,3.4881591796875,3.4814453125,3.46954345703125,3.46649169921875,3.47137451171875,3.45672607421875,3.455810546875,3.4527587890625,3.463134765625,3.4710693359375
28,1063,2345585,0.0135,22952,22922,22906,22938,22888,22954,22928,22896,22800,22786,22826,22722,22724,22688,22770,22812,3.502197265625,3.49761962890625,3.49517822265625,3.50006103515625,3.492431640625,3.50250244140625,3.49853515625,3.49365234375,3.47900390625,3.47686767578125,3.48297119140625,3.46710205078125,3.4674072265625,3.4619140625,3.47442626953125,3.4808349609375
29,1100,2345586,0.014,22880,22860,22840,22866,22832,22910,22874,22836,22740,22724,22752,22672,22652,22634,22704,22748,3.4912109375,3.4881591796875,3.485107421875,3.48907470703125,3.48388671875,3.49578857421875,3.49029541015625,3.4844970703125,3.4698486328125,3.4674072265625,3.4716796875,3.45947265625,3.4564208984375,3.45367431640625,3.46435546875,3.4710693359375
30,1137,2345587,0.0145,22858,22842,22818,22844,22802,22880,22844,22806,22728,22710,22742,22650,22646,22610,22694,22744,3.48785400390625,3.48541259765625,3.48175048828125,3.4857177734375,3.47930908203125,3.4912109375,3.4857177734375,3.47991943359375,3.468017578125,3.46527099609375,3.47015380859375,3.45611572265625,3.45550537109375,3.45001220703125,3.46282958984375,3.470458984375
31,1174,2345588,0.015,22908,22890,22856,22894,22854,22930,22878,22842,22750,22754,22772,22684,22678,22644,22720,22750,3.4954833984375,3.49273681640625,3.487548828125,3.49334716796875,3.48724365234375,3.49884033203125,3.49090576171875,3.48541259765625,3.47137451171875,3.47198486328125,3.4747314453125,3.4613037109375,3.46038818359375,3.4552001953125,3.466796875,3.47137451171875
32,1211,2345589,0.0155,22898,22880,22850,22874,22846,22918,22882,22834,22750,22748,22770,22688,22678,22632,22724,22750,3.49395751953125,3.4912109375,3.48663330078125,3.49029541015625,3.48602294921875,3.49700927734375,3.49151611328125,3.48419189453125,3.47137451171875,3.4710693359375,3.47442626953125,3.4619140625,3.46038818359375,3.453369140625,3.4674072265625,3.47137451171875
33,1248,2345590,0.016,22920,22904,22870,22906,22870,22936,22894,22864,22760,22768,22776,22696,22682,22666,22728,22780,3.497314453125,3.494873046875,3.48968505859375,3.49517822265625,3.48968505859375,3.499755859375,3.49334716796875,3.48876953125,3.472900390625,3.47412109375,3.475341796875,3.463134765625,3.46099853515625,3.45855712890625,3.468017578125,3.4759521484375
34,1285,2345591,0.0165,22862,22844,22818,22844,22810,22880,22832,22802,22732,22712,22738,22654,22646,22610,22696,22742,3.48846435546875,3.4857177734375,3.48175048828125,3.4857177734375,3.48052978515625,3.4912109375,3.48388671875,3.47930908203125,3.4686279296875,3.465576171875,3.46954345703125,3.45672607421875,3.45550537109375,3.45001220703125,3.463134765625,3.47015380859375
35,1322,2345592,0.017,22924,22902,22880,22906,22876,22936,22906,22864,22764,22774,22796,22712,22682,22664,22722,22780,3.4979248046875,3.49456787109375,3.4912109375,3.49517822265625,3.4906005859375,3.499755859375,3.49517822265625,3.48876953125,3.4735107421875,3.47503662109375,3.4783935546875,3.465576171875,3.46099853515625,3.458251953125,3.46710205078125,3.4759521484375
37,1391,2345593,0.0175,22870,22850,22830,22852,22814,22872,22846,22808,22730,22716,22746,22648,22650,22628,22696,22740,3.48968505859375,3.48663330078125,3.48358154296875,3.4869384765625,3.48114013671875,3.489990234375,3.48602294921875,3.480224609375,3.46832275390625,3.4661865234375,3.47076416015625,3.455810546875,3.45611572265625,3.4527587890625,3.463134765625,3.4698486328125
38,1428,2345594,0.018,22938,22908,22898,22920,22874,22944,22918,22872,22790,22788,22808,22716,22706,22674,22756,22804,3.50006103515625,3.4954833984375,3.49395751953125,3.497314453125,3.49029541015625,3.5009765625,3.49700927734375,3.489990234375,3.47747802734375,3.4771728515625,3.480224609375,3.4661865234375,3.46466064453125,3.45977783203125,3.4722900390625,3.4796142578125
39,1465,2345595,0.0185,22826,22816,22782,22806,22782,22854,22818,22764,22694,22688,22706,22616,22602,22576,22658,22680,3.48297119140625,3.4814453125,3.47625732421875,3.47991943359375,3.47625732421875,3.48724365234375,3.48175048828125,3.4735107421875,3.46282958984375,3.4619140625,3.46466064453125,3.450927734375,3.44879150390625,3.44482421875,3.45733642578125,3.460693359375
40,1502,2345596,0.019,22846,22826,22792,22820,22792,22864,22812,22780,22690,22704,22712,22642,22620,22578,22654,22720,3.48602294921875,3.48297119140625,3.477783203125,3.4820556640625,3.477783203125,3.48876953125,3.4808349609375,3.4759521484375,3.46221923828125,3.46435546875,3.465576171875,3.45489501953125,3.4515380859375,3.44512939453125,3.45672607421875,3.466796875
41,1539,2345597,0.0195,22912,22890,22858,22882,22856,22924,22888,22842,22752,22752,22770,22688,22680,22638,22722,22750,3.49609375,3.49273681640625,3.48785400390625,3.49151611328125,3.487548828125,3.4979248046875,3.492431640625,3.48541259765625,3.4716796875,3.4716796875,3.47442626953125,3.4619140625,3.460693359375,3.45428466796875,3.46710205078125,3.47137451171875
42,1576,2345598,0.02,22826,22804,22780,22806,22776,22848,22814,22766,22676,22660,22696,22592,22596,22572,22642,22682,3.48297119140625,3.4796142578125,3.4759521484375,3.47991943359375,3.475341796875,3.486328125,3.48114013671875,3.47381591796875,3.4600830078125,3.4576416015625,3.463134765625,3.447265625,3.4478759765625,3.4442138671875,3.45489501953125,3.46099853515625
43,1613,2345599,0.0205,22952,22922,22906,22934,22892,22960,22928,22896,22800,22786,22822,22716,22716,22690,22762,22812,3.502197265625,3.49761962890625,3.49517822265625,3.49945068359375,3.4930419921875,3.50341796875,3.49853515625,3.49365234375,3.47900390625,3.47686767578125,3.48236083984375,3.4661865234375,3.4661865234375,3.46221923828125,3.47320556640625,3.4808349609375
44,1650,2345600,0.021,22910,22894,22858,22878,22856,22922,22886,22854,22754,22758,22770,22692,22676,22636,22724,22762,3.49578857421875,3.49334716796875,3.48785400390625,3.49090576171875,3.487548828125,3.49761962890625,3.49212646484375,3.48724365234375,3.47198486328125,3.47259521484375,3.47442626953125,3.4625244140625,3.4600830078125,3.4539794921875,3.4674072265625,3.47320556640625
45,1687,2345601,0.0215,22852,22832,22810,22832,22800,22872,22826,22796,22720,22716,22734,22654,22620,22608,22668,22728,3.4869384765625,3.48388671875,3.48052978515625,3.48388671875,3.47900390625,3.489990234375,3.48297119140625,3.4783935546875,3.466796875,3.4661865234375,3.46893310546875,3.45672607421875,3.4515380859375,3.44970703125,3.4588623046875,3.468017578125
47,1756,2345602,0.022,22860,22848,22830,22848,22808,22872,22848,22810,22726,22718,22748,22650,22650,22618,22698,22742,3.4881591796875,3.486328125,3.48358154296875,3.486328125,3.480224609375,3.489990234375,3.486328125,3.48052978515625,3.46771240234375,3.46649169921875,3.4710693359375,3.45611572265625,3.45611572265625,3.45123291015625,3.46343994140625,3.47015380859375
49,1825,2345603,0.0225,22938,22920,22910,22932,22886,22958,22936,22888,22810,22792,22834,22744,22734,22700,22780,22804,3.50006103515625,3.497314453125,3.49578857421875,3.4991455078125,3.49212646484375,3.50311279296875,3.499755859375,3.492431640625,3.48052978515625,3.477783203125,3.48419189453125,3.470458984375,3.46893310546875,3.4637451171875,3.4759521484375,3.4796142578125
50,1862,2345604,0.023,22904,22894,22868,22878,22860,22928,22888,22854,22760,22750,22766,22688,22674,22642,22730,22772,3.494873046875,3.49334716796875,3.4893798828125,3.49090576171875,3.4881591796875,3.49853515625,3.492431640625,3.48724365234375,3.472900390625,3.47137451171875,3.47381591796875,3.4619140625,3.45977783203125,3.45489501953125,3.46832275390625,3.4747314453125
52,1931,2345605,0.0235,22952,22942,22918,22938,22912,22976,22938,22902,22824,22814,22838,22748,22744,22698,22792,22834,3.502197265625,3.50067138671875,3.49700927734375,3.50006103515625,3.49609375,3.505859375,3.50006103515625,3.49456787109375,3.482666015625,3.48114013671875,3.48480224609375,3.4710693359375,3.470458984375,3.46343994140625,3.477783203125,3.48419189453125
53,1968,2345606,0.024,23002,22974,22960,22980,22938,23010,22978,22946,22850,22838,22866,22774,22766,22740,22808,22864,3.50982666015625,3.50555419921875,3.50341796875,3.5064697265625,3.50006103515625,3.51104736328125,3.50616455078125,3.50128173828125,3.48663330078125,3.48480224609375,3.48907470703125,3.47503662109375,3.47381591796875,3.4698486328125,3.480224609375,3.48876953125
54,2005,2345607,0.0245,22916,22892,22868,22882,22860,22928,22888,22860,22762,22772,22774,22692,22674,22642,22722,22780,3.4967041015625,3.4930419921875,3.4893798828125,3.49151611328125,3.4881591796875,3.49853515625,3.492431640625,3.4881591796875,3.47320556640625,3.4747314453125,3.47503662109375,3.4625244140625,3.45977783203125,3.45489501953125,3.46710205078125,3.4759521484375
55,2042,2345608,0.025,22956,22942,22922,22944,22916,22982,22944,22900,22816,22814,22828,22754,22740,22704,22786,22836,3.5028076171875,3.50067138671875,3.49761962890625,3.5009765625,3.4967041015625,3.50677490234375,3.5009765625,3.4942626953125,3.4814453125,3.48114013671875,3.4832763671875,3.47198486328125,3.4698486328125,3.46435546875,3.47686767578125,3.4844970703125
56,2079,2345609,0.0255,23002,22984,22962,22988,22942,23008,22982,22946,22850,22848,22862,22772,22770,22742,22812,22856,3.50982666015625,3.507080078125,3.50372314453125,3.5076904296875,3.50067138671875,3.5107421875,3.50677490234375,3.50128173828125,3.48663330078125,3.486328125,3.48846435546875,3.4747314453125,3.47442626953125,3.47015380859375,3.4808349609375,3.487548828125
57,2116,2345610,0.026,22910,22894,22864,22896,22860,22928,22890,22850,22750,22762,22770,22686,22672,22642,22728,22750,3.49578857421875,3.49334716796875,3.48876953125,3.49365234375,3.4881591796875,3.49853515625,3.49273681640625,3.48663330078125,3.47137451171875,3.47320556640625,3.47442626953125,3.46160888671875,3.45947265625,3.45489501953125,3.468017578125,3.47137451171875
58,2153,2345611,0.0265,22904,22894,22870,22888,22858,22928,22886,22844,22764,22770,22792,22710,22678,22642,22728,22776,3.494873046875,3.49334716796875,3.48968505859375,3.492431640625,3.48785400390625,3.49853515625,3.49212646484375,3.4857177734375,3.4735107421875,3.47442626953125,3.477783203125,3.46527099609375,3.46038818359375,3.45489501953125,3.468017578125,3.475341796875
59,2190,2345612,0.027,22886,22868,22846,22866,22846,22914,22880,22826,22750,22724,22762,22676,22654,22632,22716,22742,3.49212646484375,3.4893798828125,3.48602294921875,3.48907470703125,3.48602294921875,3.49639892578125,3.4912109375,3.48297119140625,3.47137451171875,3.4674072265625,3.47320556640625,3.4600830078125,3.45672607421875,3.453369140625,3.4661865234375,3.47015380859375
60,2227,2345613,0.0275,22922,22904,22884,22906,22872,22938,22906,22866,22766,22774,22798,22716,22676,22668,22750,22786,3.49761962890625,3.494873046875,3.4918212890625,3.49517822265625,3.489990234375,3.50006103515625,3.49517822265625,3.48907470703125,3.47381591796875,3.47503662109375,3.47869873046875,3.4661865234375,3.4600830078125,3.4588623046875,3.47137451171875,3.47686767578125
61,2264,2345614,0.028,22918,22896,22870,22896,22864,22936,22882,22858,22750,22752,22762,22686,22680,22634,22724,22774,3.49700927734375,3.49365234375,3.48968505859375,3.49365234375,3.48876953125,3.499755859375,3.49151611328125,3.48785400390625,3.47137451171875,3.4716796875,3.47320556640625,3.46160888671875,3.460693359375,3.45367431640625,3.4674072265625,3.47503662109375
63,2333,2345615,0.0285,22942,22920,22898,22916,22876,22956,22922,22884,22792,22784,22806,22710,22708,22690,22760,22802,3.50067138671875,3.497314453125,3.49395751953125,3.4967041015625,3.4906005859375,3.5028076171875,3.49761962890625,3.4918212890625,3.477783203125,3.4765625,3.47991943359375,3.46527099609375,3.4649658203125,3.46221923828125,3.472900390625,3.47930908203125
64,2370,2345616,0.029,22812,22802,22778,22810,22760,22840,22808,22770,22682,22680,22694,22592,22604,22566,22638,22686,3.4808349609375,3.47930908203125,3.47564697265625,3.48052978515625,3.472900390625,3.485107421875,3.480224609375,3.47442626953125,3.46099853515625,3.460693359375,3.46282958984375,3.447265625,3.4490966796875,3.44329833984375,3.45428466796875,3.46160888671875
66,2439,2345617,0.0295,22842,22812,22794,22806,22786,22852,22820,22772,22688,22696,22708,22642,22620,22594,22666,22716,3.48541259765625,3.4808349609375,3.47808837890625,3.47991943359375,3.47686767578125,3.4869384765625,3.4820556640625,3.4747314453125,3.4619140625,3.463134765625,3.4649658203125,3.45489501953125,3.4515380859375,3.44757080078125,3.45855712890625,3.4661865234375
67,2476,2345618,0.03,22894,22882,22846,22874,22850,22920,22878,22834,22758,22746,22770,22680,22674,22634,22720,22750,3.49334716796875,3.49151611328125,3.48602294921875,3.49029541015625,3.48663330078125,3.497314453125,3.49090576171875,3.48419189453125,3.47259521484375,3.47076416015625,3.47442626953125,3.460693359375,3.45977783203125,3.45367431640625,3.466796875,3.47137451171875
69,2545,2345619,0.0305,22848,22826,22806,22826,22790,22858,22814,22778,22702,22712,22734,22648,22620,22580,22664,22722,3.486328125,3.48297119140625,3.47991943359375,3.48297119140625,3.47747802734375,3.48785400390625,3.48114013671875,3.47564697265625,3.46405029296875,3.465576171875,3.46893310546875,3.455810546875,3.4515380859375,3.4454345703125,3.458251953125,3.46710205078125
70,2582,2345620,0.031,22954,22946,22914,22936,22916,22982,22942,22902,22818,22814,22834,22750,22736,22696,22784,22838,3.50250244140625,3.50128173828125,3.49639892578125,3.499755859375,3.4967041015625,3.50677490234375,3.50067138671875,3.49456787109375,3.48175048828125,3.48114013671875,3.48419189453125,3.47137451171875,3.46923828125,3.463134765625,3.4765625,3.48480224609375
71,2619,2345621,0.0315,22870,22850,22828,22850,22816,22880,22852,22810,22728,22714,22720,22652,22642,22606,22690,22726,3.48968505859375,3.48663330078125,3.4832763671875,3.48663330078125,3.4814453125,3.4912109375,3.4869384765625,3.48052978515625,3.468017578125,3.46588134765625,3.466796875,3.4564208984375,3.45489501953125,3.44940185546875,3.46221923828125,3.46771240234375
72,2656,2345622,0.032,22884,22868,22848,22866,22844,22906,22880,22832,22756,22752,22768,22684,22674,22632,22722,22756,3.4918212890625,3.4893798828125,3.486328125,3.48907470703125,3.4857177734375,3.49517822265625,3.4912109375,3.48388671875,3.4722900390625,3.4716796875,3.47412109375,3.4613037109375,3.45977783203125,3.453369140625,3.46710205078125,3.4722900390625
73,2693,2345623,0.0325,22870,22850,22826,22846,22814,22882,22846,22810,22698,22716,22738,22648,22624,22608,22686,22722,3.48968505859375,3.48663330078125,3.48297119140625,3.48602294921875,3.48114013671875,3.49151611328125,3.48602294921875,3.48052978515625,3.46343994140625,3.4661865234375,3.46954345703125,3.455810546875,3.4521484375,3.44970703125,3.46160888671875,3.46710205078125
74,2730,2345624,0.033,22804,22782,22760,22786,22750,22808,22768,22742,22664,22654,22684,22592,22584,22554,22634,22682,3.4796142578125,3.47625732421875,3.472900390625,3.47686767578125,3.47137451171875,3.480224609375,3.47412109375,3.47015380859375,3.458251953125,3.45672607421875,3.4613037109375,3.447265625,3.446044921875,3.44146728515625,3.45367431640625,3.46099853515625
75,2767,2345625,0.0335,22910,22892,22874,22880,22866,22930,22888,22856,22750,22762,22766,22694,22680,22644,22722,22764,3.49578857421875,3.4930419921875,3.49029541015625,3.4912109375,3.48907470703125,3.49884033203125,3.492431640625,3.487548828125,3.47137451171875,3.47320556640625,3.47381591796875,3.46282958984375,3.460693359375,3.4552001953125,3.46710205078125,3.4735107421875
76,2804,2345626,0.034,23008,22986,22964,22992,22948,23018,22992,22952,22856,22850,22868,22774,22776,22740,22822,22868,3.5107421875,3.50738525390625,3.5040283203125,3.50830078125,3.5015869140625,3.51226806640625,3.50830078125,3.502197265625,3.487548828125,3.48663330078125,3.4893798828125,3.47503662109375,3.475341796875,3.4698486328125,3.48236083984375,3.4893798828125
77,2841,2345627,0.0345,22970,22950,22918,22952,22922,22986,22954,22906,22814,22820,22838,22754,22746,22708,22796,22846,3.50494384765625,3.50189208984375,3.49700927734375,3.502197265625,3.49761962890625,3.50738525390625,3.50250244140625,3.49517822265625,3.48114013671875,3.4820556640625,3.48480224609375,3.47198486328125,3.47076416015625,3.4649658203125,3.4783935546875,3.48602294921875
78,2878,2345628,0.035,23006,22978,22964,22986,22948,23006,22986,22942,22856,22842,22870,22780,22772,22740,22800,22870,3.51043701171875,3.50616455078125,3.5040283203125,3.50738525390625,3.5015869140625,3.51043701171875,3.50738525390625,3.50067138671875,3.487548828125,3.48541259765625,3.48968505859375,3.4759521484375,3.4747314453125,3.4698486328125,3.47900390625,3.48968505859375
80,2947,2345629,0.0355,22940,22922,22906,22940,22888,22968,22944,22888,22812,22786,22822,22718,22716,22694,22766,22804,3.5003662109375,3.49761962890625,3.49517822265625,3.5003662109375,3.492431640625,3.504638671875,3.5009765625,3.492431640625,3.4808349609375,3.47686767578125,3.48236083984375,3.46649169921875,3.4661865234375,3.46282958984375,3.47381591796875,3.4796142578125
