record_index,byte_offset,sample_seq,time_s,adc_raw_ch01,adc_raw_ch02,adc_raw_ch03,adc_raw_ch04,adc_raw_ch05,adc_raw_ch06,adc_raw_ch07,adc_raw_ch08,adc_raw_ch09,adc_raw_ch10,adc_raw_ch11,adc_raw_ch12,adc_raw_ch13,adc_raw_ch14,adc_raw_ch15,adc_raw_ch16,adc_volts_ch01,adc_volts_ch02,adc_volts_ch03,adc_volts_ch04,adc_volts_ch05,adc_volts_ch06,adc_volts_ch07,adc_volts_ch08,adc_volts_ch09,adc_volts_ch10,adc_volts_ch11,adc_volts_ch12,adc_volts_ch13,adc_volts_ch14,adc_volts_ch15,adc_volts_ch16
3163,114308,2348170,1.306,22826,22810,22788,22816,22768,22854,22814,22768,22692,22690,22700,22626,22616,22570,22656,22708,3.48297119140625,3.48052978515625,3.4771728515625,3.4814453125,3.47412109375,3.48724365234375,3.48114013671875,3.47412109375,3.4625244140625,3.46221923828125,3.4637451171875,3.45245361328125,3.450927734375,3.44390869140625,3.45703125,3.4649658203125
3164,114345,2348171,1.3065,22870,22850,22830,22854,22810,22882,22848,22812,22728,22718,22738,22648,22642,22608,22694,22740,3.48968505859375,3.48663330078125,3.48358154296875,3.48724365234375,3.48052978515625,3.49151611328125,3.486328125,3.4808349609375,3.468017578125,3.46649169921875,3.46954345703125,3.455810546875,3.45489501953125,3.44970703125,3.46282958984375,3.4698486328125
3165,114382,2348172,1.307,22938,22918,22896,22918,22874,22946,22924,22882,22782,22782,22806,22712,22702,22672,22750,22792,3.50006103515625,3.49700927734375,3.49365234375,3.49700927734375,3.49029541015625,3.50128173828125,3.4979248046875,3.49151611328125,3.47625732421875,3.47625732421875,3.47991943359375,3.465576171875,3.46405029296875,3.45947265625,3.47137451171875,3.477783203125
3166,114419,2348173,1.3075,22884,22856,22844,22870,22822,22904,22872,22830,22752,22728,22768,22676,22658,22630,22706,22750,3.4918212890625,3.487548828125,3.4857177734375,3.48968505859375,3.48236083984375,3.494873046875,3.489990234375,3.48358154296875,3.4716796875,3.468017578125,3.47412109375,3.4600830078125,3.45733642578125,3.45306396484375,3.46466064453125,3.47137451171875
3167,114456,2348174,1.308,22942,22922,22904,22926,22888,22952,22924,22884,22790,22786,22806,22720,22692,22678,22762,22812,3.50067138671875,3.49761962890625,3.494873046875,3.49822998046875,3.492431640625,3.502197265625,3.4979248046875,3.4918212890625,3.47747802734375,3.47686767578125,3.47991943359375,3.466796875,3.4625244140625,3.46038818359375,3.47320556640625,3.4808349609375
3168,114493,2348175,1.3085,23042,23022,23002,23026,22988,23060,23012,22984,22886,22882,22918,22820,22800,22762,22846,22904,3.51593017578125,3.51287841796875,3.50982666015625,3.51348876953125,3.5076904296875,3.5186767578125,3.5113525390625,3.507080078125,3.49212646484375,3.49151611328125,3.49700927734375,3.4820556640625,3.47900390625,3.47320556640625,3.48602294921875,3.494873046875
3169,114530,2348176,1.309,23002,22974,22958,22978,22946,23006,22980,22940,22852,22838,22848,22772,22774,22736,22798,22866,3.50982666015625,3.50555419921875,3.50311279296875,3.50616455078125,3.50128173828125,3.51043701171875,3.5064697265625,3.5003662109375,3.4869384765625,3.48480224609375,3.486328125,3.4747314453125,3.47503662109375,3.46923828125,3.47869873046875,3.48907470703125
3171,114599,2348177,1.3095,22994,22978,22950,22968,22940,23008,22962,22936,22824,22838,22840,22762,22740,22714,22796,22848,3.50860595703125,3.50616455078125,3.50189208984375,3.504638671875,3.5003662109375,3.5107421875,3.50372314453125,3.499755859375,3.482666015625,3.48480224609375,3.485107421875,3.47320556640625,3.4698486328125,3.46588134765625,3.4783935546875,3.486328125
3172,114636,2348178,1.31,22940,22916,22908,22930,22888,22954,22930,22894,22812,22788,22832,22740,22736,22704,22772,22814,3.5003662109375,3.4967041015625,3.4954833984375,3.49884033203125,3.492431640625,3.50250244140625,3.49884033203125,3.49334716796875,3.4808349609375,3.4771728515625,3.48388671875,3.4698486328125,3.46923828125,3.46435546875,3.4747314453125,3.48114013671875
3174,114705,2348179,1.3105,22910,22898,22872,22898,22870,22940,22890,22862,22750,22762,22764,22688,22674,22642,22724,22778,3.49578857421875,3.49395751953125,3.489990234375,3.49395751953125,3.48968505859375,3.5003662109375,3.49273681640625,3.48846435546875,3.47137451171875,3.47320556640625,3.4735107421875,3.4619140625,3.45977783203125,3.45489501953125,3.4674072265625,3.47564697265625
3175,114742,2348180,1.311,22952,22924,22906,22944,22906,22978,22936,22890,22816,22788,22830,22722,22734,22700,22770,22806,3.502197265625,3.4979248046875,3.49517822265625,3.5009765625,3.49517822265625,3.50616455078125,3.499755859375,3.49273681640625,3.4814453125,3.4771728515625,3.48358154296875,3.46710205078125,3.46893310546875,3.4637451171875,3.47442626953125,3.47991943359375
3176,114779,2348181,1.3115,22862,22842,22824,22844,22812,22876,22842,22804,22718,22706,22706,22646,22616,22602,22668,22720,3.48846435546875,3.48541259765625,3.482666015625,3.4857177734375,3.4808349609375,3.4906005859375,3.48541259765625,3.4796142578125,3.46649169921875,3.46466064453125,3.46466064453125,3.45550537109375,3.450927734375,3.44879150390625,3.4588623046875,3.466796875
3177,114816,2348182,1.312,22874,22850,22838,22854,22810,22882,22854,22818,22732,22714,22750,22648,22654,22628,22696,22750,3.49029541015625,3.48663330078125,3.48480224609375,3.48724365234375,3.48052978515625,3.49151611328125,3.48724365234375,3.48175048828125,3.4686279296875,3.46588134765625,3.47137451171875,3.455810546875,3.45672607421875,3.4527587890625,3.463134765625,3.47137451171875
3178,114853,2348183,1.3125,22878,22856,22848,22874,22826,22904,22872,22826,22750,22720,22752,22660,22662,22630,22704,22742,3.49090576171875,3.487548828125,3.486328125,3.49029541015625,3.48297119140625,3.494873046875,3.489990234375,3.48297119140625,3.47137451171875,3.466796875,3.4716796875,3.4576416015625,3.45794677734375,3.45306396484375,3.46435546875,3.47015380859375
3180,114922,2348184,1.313,22912,22894,22868,22886,22858,22934,22884,22852,22758,22758,22766,22688,22670,22638,22726,22752,3.49609375,3.49334716796875,3.4893798828125,3.49212646484375,3.48785400390625,3.49945068359375,3.4918212890625,3.4869384765625,3.47259521484375,3.47259521484375,3.47381591796875,3.4619140625,3.45916748046875,3.45428466796875,3.46771240234375,3.4716796875
3181,114959,2348185,1.3135,22880,22854,22834,22862,22822,22896,22854,22822,22728,22718,22736,22652,22646,22614,22694,22734,3.4912109375,3.48724365234375,3.48419189453125,3.48846435546875,3.48236083984375,3.49365234375,3.48724365234375,3.48236083984375,3.468017578125,3.46649169921875,3.46923828125,3.4564208984375,3.45550537109375,3.45062255859375,3.46282958984375,3.46893310546875
3182,114996,2348186,1.314,22912,22886,22864,22886,22856,22922,22882,22856,22754,22762,22776,22688,22676,22636,22724,22778,3.49609375,3.49212646484375,3.48876953125,3.49212646484375,3.487548828125,3.49761962890625,3.49151611328125,3.487548828125,3.47198486328125,3.47320556640625,3.475341796875,3.4619140625,3.4600830078125,3.4539794921875,3.4674072265625,3.47564697265625
3183,115033,2348187,1.3145,22830,22808,22778,22808,22766,22850,22816,22772,22690,22680,22698,22594,22594,22572,22654,22688,3.48358154296875,3.480224609375,3.47564697265625,3.480224609375,3.47381591796875,3.48663330078125,3.4814453125,3.4747314453125,3.46221923828125,3.460693359375,3.46343994140625,3.44757080078125,3.44757080078125,3.4442138671875,3.45672607421875,3.4619140625
3184,115070,2348188,1.315,22846,22826,22804,22816,22792,22864,22820,22788,22686,22688,22704,22626,22608,22578,22662,22712,3.48602294921875,3.48297119140625,3.4796142578125,3.4814453125,3.477783203125,3.48876953125,3.4820556640625,3.4771728515625,3.46160888671875,3.4619140625,3.46435546875,3.45245361328125,3.44970703125,3.44512939453125,3.45794677734375,3.465576171875
3185,115107,2348189,1.3155,22914,22890,22870,22896,22858,22924,22886,22858,22760,22774,22776,22708,22678,22668,22720,22786,3.49639892578125,3.49273681640625,3.48968505859375,3.49365234375,3.48785400390625,3.4979248046875,3.49212646484375,3.48785400390625,3.472900390625,3.47503662109375,3.475341796875,3.4649658203125,3.46038818359375,3.4588623046875,3.466796875,3.47686767578125
3186,115144,2348190,1.316,22944,22914,22904,22920,22886,22950,22928,22886,22804,22778,22826,22722,22718,22692,22764,22806,3.5009765625,3.49639892578125,3.494873046875,3.497314453125,3.49212646484375,3.50189208984375,3.49853515625,3.49212646484375,3.4796142578125,3.47564697265625,3.48297119140625,3.46710205078125,3.46649169921875,3.4625244140625,3.4735107421875,3.47991943359375
3188,115213,2348191,1.3165,22876,22846,22844,22864,22812,22898,22860,22826,22748,22738,22752,22658,22656,22628,22702,22748,3.4906005859375,3.48602294921875,3.4857177734375,3.48876953125,3.4808349609375,3.49395751953125,3.4881591796875,3.48297119140625,3.4710693359375,3.46954345703125,3.4716796875,3.45733642578125,3.45703125,3.4527587890625,3.46405029296875,3.4710693359375
3189,115250,2348192,1.317,22878,22854,22832,22854,22822,22890,22862,22818,22726,22718,22744,22648,22648,22616,22696,22746,3.49090576171875,3.48724365234375,3.48388671875,3.48724365234375,3.48236083984375,3.49273681640625,3.48846435546875,3.48175048828125,3.46771240234375,3.46649169921875,3.470458984375,3.455810546875,3.455810546875,3.450927734375,3.463134765625,3.47076416015625
3190,115287,2348193,1.3175,22826,22798,22780,22808,22768,22842,22810,22768,22696,22686,22700,22618,22608,22568,22656,22684,3.48297119140625,3.47869873046875,3.4759521484375,3.480224609375,3.47412109375,3.48541259765625,3.48052978515625,3.47412109375,3.463134765625,3.46160888671875,3.4637451171875,3.45123291015625,3.44970703125,3.443603515625,3.45703125,3.4613037109375
3191,115324,2348194,1.318,22908,22886,22860,22890,22854,22924,22876,22842,22756,22754,22772,22692,22678,22638,22718,22778,3.4954833984375,3.49212646484375,3.4881591796875,3.49273681640625,3.48724365234375,3.4979248046875,3.4906005859375,3.48541259765625,3.4722900390625,3.47198486328125,3.4747314453125,3.4625244140625,3.46038818359375,3.45428466796875,3.46649169921875,3.47564697265625
3192,115361,2348195,1.3185,22812,22794,22768,22790,22756,22822,22794,22762,22664,22658,22688,22584,22588,22560,22636,22682,3.4808349609375,3.47808837890625,3.47412109375,3.47747802734375,3.4722900390625,3.48236083984375,3.47808837890625,3.47320556640625,3.458251953125,3.45733642578125,3.4619140625,3.446044921875,3.4466552734375,3.4423828125,3.4539794921875,3.46099853515625
3195,115462,2348196,1.319,22952,22936,22908,22938,22912,22980,22942,22898,22824,22800,22832,22748,22736,22696,22784,22814,3.502197265625,3.499755859375,3.4954833984375,3.50006103515625,3.49609375,3.5064697265625,3.50067138671875,3.49395751953125,3.482666015625,3.47900390625,3.48388671875,3.4710693359375,3.46923828125,3.463134765625,3.4765625,3.48114013671875
3196,115499,2348197,1.3195,22938,22910,22888,22916,22878,22938,22918,22874,22774,22774,22776,22698,22682,22668,22730,22796,3.50006103515625,3.49578857421875,3.492431640625,3.4967041015625,3.49090576171875,3.50006103515625,3.49700927734375,3.49029541015625,3.47503662109375,3.47503662109375,3.475341796875,3.46343994140625,3.46099853515625,3.4588623046875,3.46832275390625,3.4783935546875
3197,115536,2348198,1.32,22954,22948,22916,22944,22916,22982,22950,22904,22822,22818,22836,22754,22740,22704,22788,22840,3.50250244140625,3.5015869140625,3.4967041015625,3.5009765625,3.4967041015625,3.50677490234375,3.50189208984375,3.494873046875,3.48236083984375,3.48175048828125,3.4844970703125,3.47198486328125,3.4698486328125,3.46435546875,3.4771728515625,3.485107421875
3198,115573,2348199,1.3205,22884,22870,22846,22868,22830,22912,22880,22830,22756,22750,22766,22682,22678,22634,22718,22754,3.4918212890625,3.48968505859375,3.48602294921875,3.4893798828125,3.48358154296875,3.49609375,3.4912109375,3.48358154296875,3.4722900390625,3.47137451171875,3.47381591796875,3.46099853515625,3.46038818359375,3.45367431640625,3.46649169921875,3.47198486328125
3199,115610,2348200,1.321,22972,22950,22926,22944,22922,22988,22950,22908,22824,22822,22838,22754,22734,22702,22792,22844,3.5052490234375,3.50189208984375,3.49822998046875,3.5009765625,3.49761962890625,3.5076904296875,3.50189208984375,3.4954833984375,3.482666015625,3.48236083984375,3.48480224609375,3.47198486328125,3.46893310546875,3.46405029296875,3.477783203125,3.4857177734375
3200,115647,2348201,1.3215,22964,22940,22908,22936,22910,22978,22948,22898,22810,22796,22832,22742,22734,22696,22772,22814,3.5040283203125,3.5003662109375,3.4954833984375,3.499755859375,3.49578857421875,3.50616455078125,3.5015869140625,3.49395751953125,3.48052978515625,3.4783935546875,3.48388671875,3.47015380859375,3.46893310546875,3.463134765625,3.4747314453125,3.48114013671875
3201,115684,2348202,1.322,22960,22946,22932,22944,22920,22988,22954,22918,22828,22826,22836,22754,22744,22702,22792,22842,3.50341796875,3.50128173828125,3.4991455078125,3.5009765625,3.497314453125,3.5076904296875,3.50250244140625,3.49700927734375,3.4832763671875,3.48297119140625,3.4844970703125,3.47198486328125,3.470458984375,3.46405029296875,3.477783203125,3.48541259765625
3202,115721,2348203,1.3225,22986,22972,22946,22966,22938,23004,22974,22928,22842,22836,22838,22772,22738,22710,22784,22848,3.50738525390625,3.5052490234375,3.50128173828125,3.50433349609375,3.50006103515625,3.5101318359375,3.50555419921875,3.49853515625,3.48541259765625,3.4844970703125,3.48480224609375,3.4747314453125,3.46954345703125,3.46527099609375,3.4765625,3.486328125
3203,115758,2348204,1.323,22906,22886,22862,22880,22852,22918,22880,22846,22750,22762,22774,22690,22680,22644,22722,22778,3.49517822265625,3.49212646484375,3.48846435546875,3.4912109375,3.4869384765625,3.49700927734375,3.4912109375,3.48602294921875,3.47137451171875,3.47320556640625,3.47503662109375,3.46221923828125,3.460693359375,3.4552001953125,3.46710205078125,3.47564697265625
3204,115795,2348205,1.3235,22882,22876,22846,22874,22842,22910,22880,22830,22754,22742,22770,22684,22674,22632,22720,22746,3.49151611328125,3.4906005859375,3.48602294921875,3.49029541015625,3.48541259765625,3.49578857421875,3.4912109375,3.48358154296875,3.47198486328125,3.47015380859375,3.47442626953125,3.4613037109375,3.45977783203125,3.453369140625,3.466796875,3.47076416015625
3205,115832,2348206,1.324,22864,22840,22814,22838,22802,22874,22830,22800,22694,22704,22706,22644,22614,22600,22664,22716,3.48876953125,3.485107421875,3.48114013671875,3.48480224609375,3.47930908203125,3.49029541015625,3.48358154296875,3.47900390625,3.46282958984375,3.46435546875,3.46466064453125,3.4552001953125,3.45062255859375,3.448486328125,3.458251953125,3.4661865234375
3206,115869,2348207,1.3245,22872,22852,22832,22852,22818,22878,22854,22812,22734,22716,22756,22658,22650,22612,22696,22740,3.489990234375,3.4869384765625,3.48388671875,3.4869384765625,3.48175048828125,3.49090576171875,3.48724365234375,3.4808349609375,3.46893310546875,3.4661865234375,3.4722900390625,3.45733642578125,3.45611572265625,3.4503173828125,3.463134765625,3.4698486328125
3209,115970,2348208,1.325,22914,22902,22876,22892,22866,22928,22892,22862,22754,22758,22768,22690,22678,22642,22726,22762,3.49639892578125,3.49456787109375,3.4906005859375,3.4930419921875,3.48907470703125,3.49853515625,3.4930419921875,3.48846435546875,3.47198486328125,3.47259521484375,3.47412109375,3.46221923828125,3.46038818359375,3.45489501953125,3.46771240234375,3.47320556640625
3211,116039,2348209,1.3255,22886,22852,22836,22870,22820,22902,22866,22828,22758,22748,22764,22686,22674,22632,22720,22744,3.49212646484375,3.4869384765625,3.4844970703125,3.48968505859375,3.4820556640625,3.49456787109375,3.48907470703125,3.4832763671875,3.47259521484375,3.4710693359375,3.4735107421875,3.46160888671875,3.45977783203125,3.453369140625,3.466796875,3.470458984375
3212,116076,2348210,1.326,22850,22818,22796,22812,22792,22866,22820,22788,22686,22694,22708,22622,22616,22568,22662,22712,3.48663330078125,3.48175048828125,3.4783935546875,3.4808349609375,3.477783203125,3.48907470703125,3.4820556640625,3.4771728515625,3.46160888671875,3.46282958984375,3.4649658203125,3.45184326171875,3.450927734375,3.443603515625,3.45794677734375,3.465576171875
3213,116113,2348211,1.3265,22862,22838,22820,22838,22808,22874,22834,22798,22722,22718,22736,22652,22640,22604,22668,22726,3.48846435546875,3.48480224609375,3.4820556640625,3.48480224609375,3.480224609375,3.49029541015625,3.48419189453125,3.47869873046875,3.46710205078125,3.46649169921875,3.46923828125,3.4564208984375,3.45458984375,3.4490966796875,3.4588623046875,3.46771240234375
3214,116150,2348212,1.327,22874,22856,22832,22858,22814,22880,22850,22820,22732,22724,22744,22652,22642,22610,22692,22740,3.49029541015625,3.487548828125,3.48388671875,3.48785400390625,3.48114013671875,3.4912109375,3.48663330078125,3.4820556640625,3.4686279296875,3.4674072265625,3.470458984375,3.4564208984375,3.45489501953125,3.45001220703125,3.4625244140625,3.4698486328125
3215,116187,2348213,1.3275,22828,22808,22780,22806,22770,22850,22810,22768,22682,22684,22696,22592,22610,22572,22640,22676,3.4832763671875,3.480224609375,3.4759521484375,3.47991943359375,3.47442626953125,3.48663330078125,3.48052978515625,3.47412109375,3.46099853515625,3.4613037109375,3.463134765625,3.447265625,3.45001220703125,3.4442138671875,3.45458984375,3.4600830078125
3216,116224,2348214,1.328,22950,22922,22904,22932,22888,22964,22932,22892,22798,22786,22808,22718,22716,22696,22766,22808,3.50189208984375,3.49761962890625,3.494873046875,3.4991455078125,3.492431640625,3.5040283203125,3.4991455078125,3.4930419921875,3.47869873046875,3.47686767578125,3.480224609375,3.46649169921875,3.4661865234375,3.463134765625,3.47381591796875,3.480224609375
3217,116261,2348215,1.3285,22894,22882,22864,22868,22848,22920,22886,22836,22762,22754,22770,22686,22680,22634,22724,22760,3.49334716796875,3.49151611328125,3.48876953125,3.4893798828125,3.486328125,3.497314453125,3.49212646484375,3.4844970703125,3.47320556640625,3.47198486328125,3.47442626953125,3.46160888671875,3.460693359375,3.45367431640625,3.4674072265625,3.472900390625
3218,116298,2348216,1.329,22948,22934,22908,22930,22896,22968,22932,22896,22814,22790,22824,22740,22720,22694,22766,22812,3.5015869140625,3.49945068359375,3.4954833984375,3.49884033203125,3.49365234375,3.504638671875,3.4991455078125,3.49365234375,3.48114013671875,3.47747802734375,3.482666015625,3.4698486328125,3.466796875,3.46282958984375,3.47381591796875,3.4808349609375
3219,116335,2348217,1.3295,22922,22910,22890,22906,22876,22940,22906,22870,22782,22774,22800,22712,22706,22670,22756,22794,3.49761962890625,3.49578857421875,3.49273681640625,3.49517822265625,3.4906005859375,3.5003662109375,3.49517822265625,3.48968505859375,3.47625732421875,3.47503662109375,3.47900390625,3.465576171875,3.46466064453125,3.45916748046875,3.4722900390625,3.47808837890625
3220,116372,2348218,1.33,22884,22854,22838,22872,22834,22906,22866,22826,22744,22718,22760,22654,22654,22632,22700,22742,3.4918212890625,3.48724365234375,3.48480224609375,3.489990234375,3.48419189453125,3.49517822265625,3.48907470703125,3.48297119140625,3.470458984375,3.46649169921875,3.472900390625,3.45672607421875,3.45672607421875,3.453369140625,3.4637451171875,3.47015380859375
3221,116409,2348219,1.3305,22872,22848,22832,22854,22812,22874,22846,22814,22736,22712,22746,22648,22648,22628,22696,22746,3.489990234375,3.486328125,3.48388671875,3.48724365234375,3.4808349609375,3.49029541015625,3.48602294921875,3.48114013671875,3.46923828125,3.465576171875,3.47076416015625,3.455810546875,3.455810546875,3.4527587890625,3.463134765625,3.47076416015625
3222,116446,2348220,1.331,22876,22846,22834,22858,22818,22882,22858,22818,22724,22710,22736,22652,22642,22612,22688,22734,3.4906005859375,3.48602294921875,3.48419189453125,3.48785400390625,3.48175048828125,3.49151611328125,3.48785400390625,3.48175048828125,3.4674072265625,3.46527099609375,3.46923828125,3.4564208984375,3.45489501953125,3.4503173828125,3.4619140625,3.46893310546875
3223,116483,2348221,1.3315,22812,22786,22766,22790,22750,22818,22790,22756,22680,22650,22686,22584,22586,22568,22636,22684,3.4808349609375,3.47686767578125,3.47381591796875,3.47747802734375,3.47137451171875,3.48175048828125,3.47747802734375,3.4722900390625,3.460693359375,3.45611572265625,3.46160888671875,3.446044921875,3.44635009765625,3.443603515625,3.4539794921875,3.4613037109375
3224,116520,2348222,1.332,22938,22914,22896,22916,22876,22944,22918,22880,22786,22782,22808,22710,22704,22670,22752,22798,3.50006103515625,3.49639892578125,3.49365234375,3.4967041015625,3.4906005859375,3.5009765625,3.49700927734375,3.4912109375,3.47686767578125,3.47625732421875,3.480224609375,3.46527099609375,3.46435546875,3.45916748046875,3.4716796875,3.47869873046875
3225,116557,2348223,1.3325,22882,22858,22838,22856,22818,22888,22866,22826,22726,22722,22740,22650,22642,22614,22696,22746,3.49151611328125,3.48785400390625,3.48480224609375,3.487548828125,3.48175048828125,3.492431640625,3.48907470703125,3.48297119140625,3.46771240234375,3.46710205078125,3.4698486328125,3.45611572265625,3.45489501953125,3.45062255859375,3.463134765625,3.47076416015625
3226,116594,2348224,1.333,22874,22852,22836,22858,22816,22880,22856,22820,22738,22722,22760,22652,22660,22618,22702,22742,3.49029541015625,3.4869384765625,3.4844970703125,3.48785400390625,3.4814453125,3.4912109375,3.487548828125,3.4820556640625,3.46954345703125,3.46710205078125,3.472900390625,3.4564208984375,3.4576416015625,3.45123291015625,3.46405029296875,3.47015380859375
3227,116631,2348225,1.3335,22920,22900,22878,22896,22870,22940,22894,22864,22760,22762,22792,22698,22672,22640,22728,22780,3.497314453125,3.4942626953125,3.49090576171875,3.49365234375,3.48968505859375,3.5003662109375,3.49334716796875,3.48876953125,3.472900390625,3.47320556640625,3.477783203125,3.46343994140625,3.45947265625,3.45458984375,3.468017578125,3.4759521484375
3228,116668,2348226,1.334,22872,22850,22832,22852,22820,22880,22850,22814,22724,22714,22738,22658,22652,22614,22698,22742,3.489990234375,3.48663330078125,3.48388671875,3.4869384765625,3.4820556640625,3.4912109375,3.48663330078125,3.48114013671875,3.4674072265625,3.46588134765625,3.46954345703125,3.45733642578125,3.4564208984375,3.45062255859375,3.46343994140625,3.47015380859375
3231,116769,2348227,1.3345,22874,22852,22834,22850,22818,22874,22852,22814,22730,22720,22744,22672,22650,22620,22698,22742,3.49029541015625,3.4869384765625,3.48419189453125,3.48663330078125,3.48175048828125,3.49029541015625,3.4869384765625,3.48114013671875,3.46832275390625,3.466796875,3.470458984375,3.45947265625,3.45611572265625,3.4515380859375,3.46343994140625,3.47015380859375
3232,116806,2348228,1.335,22866,22848,22820,22848,22818,22880,22850,22804,22700,22712,22716,22646,22618,22608,22660,22724,3.48907470703125,3.486328125,3.4820556640625,3.486328125,3.48175048828125,3.4912109375,3.48663330078125,3.4796142578125,3.4637451171875,3.465576171875,3.4661865234375,3.45550537109375,3.45123291015625,3.44970703125,3.4576416015625,3.4674072265625
3233,116843,2348229,1.3355,22884,22848,22844,22870,22822,22900,22868,22824,22748,22742,22768,22682,22666,22632,22702,22740,3.4918212890625,3.486328125,3.4857177734375,3.48968505859375,3.48236083984375,3.4942626953125,3.4893798828125,3.482666015625,3.4710693359375,3.47015380859375,3.47412109375,3.46099853515625,3.45855712890625,3.453369140625,3.46405029296875,3.4698486328125
3234,116880,2348230,1.336,22950,22920,22910,22934,22900,22974,22934,22896,22798,22784,22814,22712,22718,22696,22764,22808,3.50189208984375,3.497314453125,3.49578857421875,3.49945068359375,3.4942626953125,3.50555419921875,3.49945068359375,3.49365234375,3.47869873046875,3.4765625,3.48114013671875,3.465576171875,3.46649169921875,3.463134765625,3.4735107421875,3.480224609375
3235,116917,2348231,1.3365,22908,22882,22868,22878,22852,22928,22876,22844,22754,22758,22788,22696,22682,22642,22718,22760,3.4954833984375,3.49151611328125,3.4893798828125,3.49090576171875,3.4869384765625,3.49853515625,3.4906005859375,3.4857177734375,3.47198486328125,3.47259521484375,3.4771728515625,3.463134765625,3.46099853515625,3.45489501953125,3.46649169921875,3.472900390625
3236,116954,2348232,1.337,22864,22844,22822,22846,22812,22876,22840,22804,22722,22720,22732,22648,22636,22606,22666,22724,3.48876953125,3.4857177734375,3.48236083984375,3.48602294921875,3.4808349609375,3.4906005859375,3.485107421875,3.4796142578125,3.46710205078125,3.466796875,3.4686279296875,3.455810546875,3.4539794921875,3.44940185546875,3.45855712890625,3.4674072265625
3237,116991,2348233,1.3375,22904,22880,22850,22878,22846,22910,22884,22836,22750,22752,22770,22688,22678,22636,22726,22752,3.494873046875,3.4912109375,3.48663330078125,3.49090576171875,3.48602294921875,3.49578857421875,3.4918212890625,3.4844970703125,3.47137451171875,3.4716796875,3.47442626953125,3.4619140625,3.46038818359375,3.4539794921875,3.46771240234375,3.4716796875
3240,117092,2348234,1.338,22910,22888,22854,22876,22854,22932,22886,22838,22758,22752,22774,22686,22674,22630,22720,22754,3.49578857421875,3.492431640625,3.48724365234375,3.4906005859375,3.48724365234375,3.4991455078125,3.49212646484375,3.48480224609375,3.47259521484375,3.4716796875,3.47503662109375,3.46160888671875,3.45977783203125,3.45306396484375,3.466796875,3.47198486328125
3242,117161,2348235,1.3385,22940,22910,22892,22924,22884,22946,22924,22884,22788,22774,22808,22718,22712,22672,22754,22802,3.5003662109375,3.49578857421875,3.4930419921875,3.4979248046875,3.4918212890625,3.50128173828125,3.4979248046875,3.4918212890625,3.4771728515625,3.47503662109375,3.480224609375,3.46649169921875,3.465576171875,3.45947265625,3.47198486328125,3.47930908203125
3243,117198,2348236,1.339,22828,22808,22780,22812,22782,22848,22810,22772,22682,22664,22696,22598,22606,22570,22644,22688,3.4832763671875,3.480224609375,3.4759521484375,3.4808349609375,3.47625732421875,3.486328125,3.48052978515625,3.4747314453125,3.46099853515625,3.458251953125,3.463134765625,3.44818115234375,3.44940185546875,3.44390869140625,3.4552001953125,3.4619140625
3245,117267,2348237,1.3395,22818,22804,22784,22810,22776,22844,22810,22772,22692,22692,22712,22620,22606,22566,22664,22688,3.48175048828125,3.4796142578125,3.4765625,3.48052978515625,3.475341796875,3.4857177734375,3.48052978515625,3.4747314453125,3.4625244140625,3.4625244140625,3.465576171875,3.4515380859375,3.44940185546875,3.44329833984375,3.458251953125,3.4619140625
3246,117304,2348238,1.34,22836,22818,22800,22814,22784,22854,22824,22778,22694,22694,22698,22640,22608,22576,22666,22710,3.4844970703125,3.48175048828125,3.47900390625,3.48114013671875,3.4765625,3.48724365234375,3.482666015625,3.47564697265625,3.46282958984375,3.46282958984375,3.46343994140625,3.45458984375,3.44970703125,3.44482421875,3.45855712890625,3.46527099609375
3247,117341,2348239,1.3405,22850,22826,22810,22822,22798,22868,22818,22790,22692,22710,22712,22644,22612,22574,22660,22718,3.48663330078125,3.48297119140625,3.48052978515625,3.48236083984375,3.47869873046875,3.4893798828125,3.48175048828125,3.47747802734375,3.4625244140625,3.46527099609375,3.465576171875,3.4552001953125,3.4503173828125,3.44451904296875,3.4576416015625,3.46649169921875
3248,117378,2348240,1.341,22882,22876,22840,22874,22828,22910,22878,22832,22750,22740,22762,22660,22656,22628,22712,22748,3.49151611328125,3.4906005859375,3.485107421875,3.49029541015625,3.4832763671875,3.49578857421875,3.49090576171875,3.48388671875,3.47137451171875,3.4698486328125,3.47320556640625,3.4576416015625,3.45703125,3.4527587890625,3.465576171875,3.4710693359375
3249,117415,2348241,1.3415,22790,22768,22752,22768,22730,22808,22762,22730,22634,22644,22668,22582,22550,22538,22620,22670,3.47747802734375,3.47412109375,3.4716796875,3.47412109375,3.46832275390625,3.480224609375,3.47320556640625,3.46832275390625,3.45367431640625,3.4552001953125,3.4588623046875,3.44573974609375,3.44085693359375,3.43902587890625,3.4515380859375,3.45916748046875
3250,117452,2348242,1.342,22878,22852,22842,22862,22818,22888,22864,22822,22730,22716,22750,22656,22654,22614,22698,22740,3.49090576171875,3.4869384765625,3.48541259765625,3.48846435546875,3.48175048828125,3.492431640625,3.48876953125,3.48236083984375,3.46832275390625,3.4661865234375,3.47137451171875,3.45703125,3.45672607421875,3.45062255859375,3.46343994140625,3.4698486328125
