record_index,byte_offset,sample_seq,time_s,adc_raw_ch01,adc_raw_ch02,adc_raw_ch03,adc_raw_ch04,adc_raw_ch05,adc_raw_ch06,adc_raw_ch07,adc_raw_ch08,adc_raw_ch09,adc_raw_ch10,adc_raw_ch11,adc_raw_ch12,adc_raw_ch13,adc_raw_ch14,adc_raw_ch15,adc_raw_ch16,adc_volts_ch01,adc_volts_ch02,adc_volts_ch03,adc_volts_ch04,adc_volts_ch05,adc_volts_ch06,adc_volts_ch07,adc_volts_ch08,adc_volts_ch09,adc_volts_ch10,adc_volts_ch11,adc_volts_ch12,adc_volts_ch13,adc_volts_ch14,adc_volts_ch15,adc_volts_ch16
214,7800,195664,0.092,22932,22916,22884,22914,22878,22940,22912,22872,22760,22780,22772,22708,22674,22662,22730,22784,3.4991455078125,3.4967041015625,3.4918212890625,3.49639892578125,3.49090576171875,3.5003662109375,3.49609375,3.489990234375,3.472900390625,3.4759521484375,3.4747314453125,3.4649658203125,3.45977783203125,3.45794677734375,3.46832275390625,3.4765625
215,7837,195665,0.0925,23008,22982,22964,22992,22948,23010,22988,22944,22856,22846,22868,22786,22776,22740,22814,22872,3.5107421875,3.50677490234375,3.5040283203125,3.50830078125,3.5015869140625,3.51104736328125,3.5076904296875,3.5009765625,3.487548828125,3.48602294921875,3.4893798828125,3.47686767578125,3.475341796875,3.4698486328125,3.48114013671875,3.489990234375
217,7906,195666,0.093,22980,22956,22938,22962,22924,22990,22950,22920,22828,22824,22832,22770,22744,22704,22784,22842,3.5064697265625,3.5028076171875,3.50006103515625,3.50372314453125,3.4979248046875,3.50799560546875,3.50189208984375,3.497314453125,3.4832763671875,3.482666015625,3.48388671875,3.47442626953125,3.470458984375,3.46435546875,3.4765625,3.48541259765625
218,7943,195667,0.0935,22926,22908,22884,22916,22880,22940,22914,22874,22790,22784,22804,22710,22708,22670,22756,22802,3.49822998046875,3.4954833984375,3.4918212890625,3.4967041015625,3.4912109375,3.5003662109375,3.49639892578125,3.49029541015625,3.47747802734375,3.4765625,3.4796142578125,3.46527099609375,3.4649658203125,3.45916748046875,3.4722900390625,3.47930908203125
219,7980,195668,0.094,22858,22840,22818,22830,22806,22874,22834,22802,22726,22716,22742,22652,22628,22604,22692,22730,3.48785400390625,3.485107421875,3.48175048828125,3.48358154296875,3.47991943359375,3.49029541015625,3.48419189453125,3.47930908203125,3.46771240234375,3.4661865234375,3.47015380859375,3.4564208984375,3.4527587890625,3.4490966796875,3.4625244140625,3.46832275390625
220,8017,195669,0.0945,22936,22908,22896,22914,22874,22942,22916,22878,22788,22784,22802,22708,22706,22676,22758,22806,3.499755859375,3.4954833984375,3.49365234375,3.49639892578125,3.49029541015625,3.50067138671875,3.4967041015625,3.49090576171875,3.4771728515625,3.4765625,3.47930908203125,3.4649658203125,3.46466064453125,3.4600830078125,3.47259521484375,3.47991943359375
221,8054,195670,0.095,22886,22882,22854,22870,22846,22920,22874,22832,22762,22754,22774,22688,22674,22634,22728,22772,3.49212646484375,3.49151611328125,3.48724365234375,3.48968505859375,3.48602294921875,3.497314453125,3.49029541015625,3.48388671875,3.47320556640625,3.47198486328125,3.47503662109375,3.4619140625,3.45977783203125,3.45367431640625,3.468017578125,3.4747314453125
222,8091,195671,0.0955,22874,22854,22834,22854,22822,22884,22854,22820,22726,22722,22742,22648,22648,22614,22692,22748,3.49029541015625,3.48724365234375,3.48419189453125,3.48724365234375,3.48236083984375,3.4918212890625,3.48724365234375,3.4820556640625,3.46771240234375,3.46710205078125,3.47015380859375,3.455810546875,3.455810546875,3.45062255859375,3.4625244140625,3.4710693359375
224,8160,195672,0.096,22938,22912,22896,22920,22878,22944,22918,22878,22770,22776,22798,22714,22682,22674,22728,22792,3.50006103515625,3.49609375,3.49365234375,3.497314453125,3.49090576171875,3.5009765625,3.49700927734375,3.49090576171875,3.47442626953125,3.475341796875,3.47869873046875,3.46588134765625,3.46099853515625,3.45977783203125,3.468017578125,3.477783203125
225,8197,195673,0.0965,22992,22970,22946,22978,22942,23002,22976,22938,22852,22846,22862,22772,22744,22732,22794,22858,3.50830078125,3.50494384765625,3.50128173828125,3.50616455078125,3.50067138671875,3.50982666015625,3.505859375,3.50006103515625,3.4869384765625,3.48602294921875,3.48846435546875,3.4747314453125,3.470458984375,3.4686279296875,3.47808837890625,3.48785400390625
226,8234,195674,0.097,22896,22884,22846,22872,22852,22920,22876,22832,22752,22750,22768,22682,22672,22634,22714,22748,3.49365234375,3.4918212890625,3.48602294921875,3.489990234375,3.4869384765625,3.497314453125,3.4906005859375,3.48388671875,3.4716796875,3.47137451171875,3.47412109375,3.46099853515625,3.45947265625,3.45367431640625,3.46588134765625,3.4710693359375
227,8271,195675,0.0975,22958,22944,22916,22944,22910,22982,22944,22910,22822,22812,22832,22754,22736,22696,22782,22834,3.50311279296875,3.5009765625,3.4967041015625,3.5009765625,3.49578857421875,3.50677490234375,3.5009765625,3.49578857421875,3.48236083984375,3.4808349609375,3.48388671875,3.47198486328125,3.46923828125,3.463134765625,3.47625732421875,3.48419189453125
228,8308,195676,0.098,23002,22978,22960,22978,22946,23008,22982,22940,22852,22844,22868,22772,22756,22738,22796,22868,3.50982666015625,3.50616455078125,3.50341796875,3.50616455078125,3.50128173828125,3.5107421875,3.50677490234375,3.5003662109375,3.4869384765625,3.4857177734375,3.4893798828125,3.4747314453125,3.4722900390625,3.46954345703125,3.4783935546875,3.4893798828125
229,8345,195677,0.0985,22946,22932,22908,22944,22894,22972,22936,22898,22814,22812,22836,22754,22742,22698,22790,22822,3.50128173828125,3.4991455078125,3.4954833984375,3.5009765625,3.49334716796875,3.5052490234375,3.499755859375,3.49395751953125,3.48114013671875,3.4808349609375,3.4844970703125,3.47198486328125,3.47015380859375,3.46343994140625,3.47747802734375,3.48236083984375
232,8446,195678,0.099,22918,22894,22868,22894,22862,22936,22894,22860,22782,22774,22806,22716,22706,22670,22728,22792,3.49700927734375,3.49334716796875,3.4893798828125,3.49334716796875,3.48846435546875,3.499755859375,3.49334716796875,3.4881591796875,3.47625732421875,3.47503662109375,3.47991943359375,3.4661865234375,3.46466064453125,3.45916748046875,3.468017578125,3.477783203125
233,8483,195679,0.0995,23010,22982,22964,22986,22948,23012,22992,22952,22858,22846,22868,22780,22772,22742,22818,22870,3.51104736328125,3.50677490234375,3.5040283203125,3.50738525390625,3.5015869140625,3.5113525390625,3.50830078125,3.502197265625,3.48785400390625,3.48602294921875,3.4893798828125,3.4759521484375,3.4747314453125,3.47015380859375,3.48175048828125,3.48968505859375
234,8520,195680,0.1,23010,22984,22970,22988,22946,23028,22992,22956,22862,22848,22874,22782,22774,22754,22826,22868,3.51104736328125,3.507080078125,3.50494384765625,3.5076904296875,3.50128173828125,3.5137939453125,3.50830078125,3.5028076171875,3.48846435546875,3.486328125,3.49029541015625,3.47625732421875,3.47503662109375,3.47198486328125,3.48297119140625,3.4893798828125
235,8557,195681,0.1005,22996,22982,22958,22980,22950,23002,22980,22948,22856,22850,22874,22774,22780,22748,22814,22876,3.5089111328125,3.50677490234375,3.50311279296875,3.5064697265625,3.50189208984375,3.50982666015625,3.5064697265625,3.5015869140625,3.487548828125,3.48663330078125,3.49029541015625,3.47503662109375,3.4759521484375,3.4710693359375,3.48114013671875,3.4906005859375
236,8594,195682,0.101,22924,22904,22884,22908,22870,22940,22908,22872,22788,22780,22800,22718,22682,22674,22750,22796,3.4979248046875,3.494873046875,3.4918212890625,3.4954833984375,3.48968505859375,3.5003662109375,3.4954833984375,3.489990234375,3.4771728515625,3.4759521484375,3.47900390625,3.46649169921875,3.46099853515625,3.45977783203125,3.47137451171875,3.4783935546875
237,8631,195683,0.1015,22966,22956,22930,22944,22916,22992,22942,22910,22822,22812,22832,22730,22732,22694,22780,22810,3.50433349609375,3.5028076171875,3.49884033203125,3.5009765625,3.4967041015625,3.50830078125,3.50067138671875,3.49578857421875,3.48236083984375,3.4808349609375,3.48388671875,3.46832275390625,3.4686279296875,3.46282958984375,3.4759521484375,3.48052978515625
238,8668,195684,0.102,22974,22954,22930,22954,22920,22992,22952,22916,22846,22834,22836,22776,22744,22706,22794,22844,3.50555419921875,3.50250244140625,3.49884033203125,3.50250244140625,3.497314453125,3.50830078125,3.502197265625,3.4967041015625,3.48602294921875,3.48419189453125,3.4844970703125,3.475341796875,3.470458984375,3.46466064453125,3.47808837890625,3.4857177734375
239,8705,195685,0.1025,22966,22948,22912,22938,22914,22984,22942,22904,22818,22796,22828,22746,22728,22698,22780,22832,3.50433349609375,3.5015869140625,3.49609375,3.50006103515625,3.49639892578125,3.507080078125,3.50067138671875,3.494873046875,3.48175048828125,3.4783935546875,3.4832763671875,3.47076416015625,3.468017578125,3.46343994140625,3.4759521484375,3.48388671875
240,8742,195686,0.103,22938,22924,22902,22920,22882,22960,22926,22886,22798,22788,22808,22714,22710,22690,22756,22802,3.50006103515625,3.4979248046875,3.49456787109375,3.497314453125,3.49151611328125,3.50341796875,3.49822998046875,3.49212646484375,3.47869873046875,3.4771728515625,3.480224609375,3.46588134765625,3.46527099609375,3.46221923828125,3.4722900390625,3.47930908203125
241,8779,195687,0.1035,22898,22884,22848,22874,22848,22912,22882,22836,22758,22752,22768,22688,22672,22642,22724,22752,3.49395751953125,3.4918212890625,3.486328125,3.49029541015625,3.486328125,3.49609375,3.49151611328125,3.4844970703125,3.47259521484375,3.4716796875,3.47412109375,3.4619140625,3.45947265625,3.45489501953125,3.4674072265625,3.4716796875
242,8816,195688,0.104,22992,22970,22952,22974,22942,23008,22976,22936,22856,22838,22844,22780,22744,22738,22798,22852,3.50830078125,3.50494384765625,3.502197265625,3.50555419921875,3.50067138671875,3.5107421875,3.505859375,3.499755859375,3.487548828125,3.48480224609375,3.4857177734375,3.4759521484375,3.470458984375,3.46954345703125,3.47869873046875,3.4869384765625
243,8853,195689,0.1045,22936,22904,22896,22914,22876,22940,22914,22874,22798,22784,22820,22716,22708,22688,22756,22806,3.499755859375,3.494873046875,3.49365234375,3.49639892578125,3.4906005859375,3.5003662109375,3.49639892578125,3.49029541015625,3.47869873046875,3.4765625,3.4820556640625,3.4661865234375,3.4649658203125,3.4619140625,3.4722900390625,3.47991943359375
247,8986,195690,0.105,22926,22900,22882,22894,22866,22934,22898,22868,22756,22776,22774,22696,22678,22664,22724,22786,3.49822998046875,3.4942626953125,3.49151611328125,3.49334716796875,3.48907470703125,3.49945068359375,3.49395751953125,3.4893798828125,3.4722900390625,3.475341796875,3.47503662109375,3.463134765625,3.46038818359375,3.458251953125,3.4674072265625,3.47686767578125
248,9023,195691,0.1055,22870,22848,22834,22854,22820,22876,22858,22822,22728,22712,22744,22652,22648,22614,22696,22740,3.48968505859375,3.486328125,3.48419189453125,3.48724365234375,3.4820556640625,3.4906005859375,3.48785400390625,3.48236083984375,3.468017578125,3.465576171875,3.470458984375,3.4564208984375,3.455810546875,3.45062255859375,3.463134765625,3.4698486328125
249,9060,195692,0.106,22878,22852,22832,22856,22818,22886,22858,22820,22726,22716,22744,22650,22644,22612,22690,22736,3.49090576171875,3.4869384765625,3.48388671875,3.487548828125,3.48175048828125,3.49212646484375,3.48785400390625,3.4820556640625,3.46771240234375,3.4661865234375,3.470458984375,3.45611572265625,3.4552001953125,3.4503173828125,3.46221923828125,3.46923828125
250,9097,195693,0.1065,22920,22902,22880,22902,22872,22938,22896,22864,22762,22770,22772,22704,22674,22648,22730,22780,3.497314453125,3.49456787109375,3.4912109375,3.49456787109375,3.489990234375,3.50006103515625,3.49365234375,3.48876953125,3.47320556640625,3.47442626953125,3.4747314453125,3.46435546875,3.45977783203125,3.455810546875,3.46832275390625,3.4759521484375
251,9134,195694,0.107,22890,22880,22848,22874,22836,22912,22882,22836,22754,22746,22764,22684,22668,22634,22708,22752,3.49273681640625,3.4912109375,3.486328125,3.49029541015625,3.4844970703125,3.49609375,3.49151611328125,3.4844970703125,3.47198486328125,3.47076416015625,3.4735107421875,3.4613037109375,3.4588623046875,3.45367431640625,3.4649658203125,3.4716796875
252,9171,195695,0.1075,22910,22894,22862,22880,22862,22926,22886,22836,22752,22752,22774,22690,22674,22640,22720,22752,3.49578857421875,3.49334716796875,3.48846435546875,3.4912109375,3.48846435546875,3.49822998046875,3.49212646484375,3.4844970703125,3.4716796875,3.4716796875,3.47503662109375,3.46221923828125,3.45977783203125,3.45458984375,3.466796875,3.4716796875
253,9208,195696,0.108,22946,22924,22908,22934,22892,22970,22926,22886,22798,22788,22812,22716,22712,22696,22760,22802,3.50128173828125,3.4979248046875,3.4954833984375,3.49945068359375,3.4930419921875,3.50494384765625,3.49822998046875,3.49212646484375,3.47869873046875,3.4771728515625,3.4808349609375,3.4661865234375,3.465576171875,3.463134765625,3.472900390625,3.47930908203125
254,9245,195697,0.1085,23022,23006,22976,23004,22976,23044,23012,22962,22882,22876,22900,22810,22800,22758,22850,22878,3.51287841796875,3.51043701171875,3.505859375,3.5101318359375,3.505859375,3.5162353515625,3.5113525390625,3.50372314453125,3.49151611328125,3.4906005859375,3.4942626953125,3.48052978515625,3.47900390625,3.47259521484375,3.48663330078125,3.49090576171875
255,9282,195698,0.109,22938,22918,22898,22922,22878,22944,22918,22880,22810,22782,22810,22718,22710,22682,22760,22812,3.50006103515625,3.49700927734375,3.49395751953125,3.49761962890625,3.49090576171875,3.5009765625,3.49700927734375,3.4912109375,3.48052978515625,3.47625732421875,3.48052978515625,3.46649169921875,3.46527099609375,3.46099853515625,3.472900390625,3.4808349609375
256,9319,195699,0.1095,22918,22902,22870,22892,22862,22934,22890,22862,22762,22758,22762,22690,22682,22640,22724,22774,3.49700927734375,3.49456787109375,3.48968505859375,3.4930419921875,3.48846435546875,3.49945068359375,3.49273681640625,3.48846435546875,3.47320556640625,3.47259521484375,3.47320556640625,3.46221923828125,3.46099853515625,3.45458984375,3.4674072265625,3.47503662109375
257,9356,195700,0.11,22996,22976,22948,22978,22942,23004,22978,22938,22828,22840,22836,22780,22746,22730,22792,22860,3.5089111328125,3.505859375,3.5015869140625,3.50616455078125,3.50067138671875,3.5101318359375,3.50616455078125,3.50006103515625,3.4832763671875,3.485107421875,3.4844970703125,3.4759521484375,3.47076416015625,3.46832275390625,3.477783203125,3.4881591796875
258,9393,195701,0.1105,22946,22916,22908,22932,22882,22968,22930,22890,22818,22788,22832,22742,22730,22698,22772,22810,3.50128173828125,3.4967041015625,3.4954833984375,3.4991455078125,3.49151611328125,3.504638671875,3.49884033203125,3.49273681640625,3.48175048828125,3.4771728515625,3.48388671875,3.47015380859375,3.46832275390625,3.46343994140625,3.4747314453125,3.48052978515625
261,9494,195702,0.111,22966,22938,22924,22936,22914,22976,22948,22900,22814,22822,22826,22754,22738,22698,22790,22840,3.50433349609375,3.50006103515625,3.4979248046875,3.499755859375,3.49639892578125,3.505859375,3.5015869140625,3.4942626953125,3.48114013671875,3.48236083984375,3.48297119140625,3.47198486328125,3.46954345703125,3.46343994140625,3.47747802734375,3.485107421875
262,9531,195703,0.1115,22936,22910,22894,22918,22880,22946,22906,22882,22800,22774,22810,22714,22714,22680,22764,22810,3.499755859375,3.49578857421875,3.49334716796875,3.49700927734375,3.4912109375,3.50128173828125,3.49517822265625,3.49151611328125,3.47900390625,3.47503662109375,3.48052978515625,3.46588134765625,3.46588134765625,3.460693359375,3.4735107421875,3.48052978515625
264,9600,195704,0.112,22930,22904,22882,22910,22866,22934,22902,22870,22766,22780,22798,22714,22678,22668,22728,22786,3.49884033203125,3.494873046875,3.49151611328125,3.49578857421875,3.48907470703125,3.49945068359375,3.49456787109375,3.48968505859375,3.47381591796875,3.4759521484375,3.47869873046875,3.46588134765625,3.46038818359375,3.4588623046875,3.468017578125,3.47686767578125
265,9637,195705,0.1125,22948,22922,22900,22934,22884,22966,22934,22892,22796,22778,22804,22718,22712,22692,22760,22804,3.5015869140625,3.49761962890625,3.4942626953125,3.49945068359375,3.4918212890625,3.50433349609375,3.49945068359375,3.4930419921875,3.4783935546875,3.47564697265625,3.4796142578125,3.46649169921875,3.465576171875,3.4625244140625,3.472900390625,3.4796142578125
266,9674,195706,0.113,23000,22976,22958,22982,22944,23008,22984,22944,22860,22840,22862,22776,22772,22738,22798,22866,3.509521484375,3.505859375,3.50311279296875,3.50677490234375,3.5009765625,3.5107421875,3.507080078125,3.5009765625,3.4881591796875,3.485107421875,3.48846435546875,3.475341796875,3.4747314453125,3.46954345703125,3.47869873046875,3.48907470703125
267,9711,195707,0.1135,22956,22948,22930,22940,22916,22978,22950,22906,22824,22820,22832,22770,22744,22704,22792,22846,3.5028076171875,3.5015869140625,3.49884033203125,3.5003662109375,3.4967041015625,3.50616455078125,3.50189208984375,3.49517822265625,3.482666015625,3.4820556640625,3.48388671875,3.47442626953125,3.470458984375,3.46435546875,3.477783203125,3.48602294921875
268,9748,195708,0.114,22916,22896,22870,22880,22860,22936,22882,22854,22760,22772,22762,22694,22676,22638,22724,22776,3.4967041015625,3.49365234375,3.48968505859375,3.4912109375,3.4881591796875,3.499755859375,3.49151611328125,3.48724365234375,3.472900390625,3.4747314453125,3.47320556640625,3.46282958984375,3.4600830078125,3.45428466796875,3.4674072265625,3.475341796875
269,9785,195709,0.1145,22970,22946,22924,22946,22914,22992,22952,22900,22818,22814,22830,22744,22738,22696,22790,22816,3.50494384765625,3.50128173828125,3.4979248046875,3.50128173828125,3.49639892578125,3.50830078125,3.502197265625,3.4942626953125,3.48175048828125,3.48114013671875,3.48358154296875,3.470458984375,3.46954345703125,3.463134765625,3.47747802734375,3.4814453125
270,9822,195710,0.115,22916,22896,22868,22900,22862,22926,22888,22860,22760,22774,22774,22706,22674,22640,22722,22780,3.4967041015625,3.49365234375,3.4893798828125,3.4942626953125,3.48846435546875,3.49822998046875,3.492431640625,3.4881591796875,3.472900390625,3.47503662109375,3.47503662109375,3.46466064453125,3.45977783203125,3.45458984375,3.46710205078125,3.4759521484375
271,9859,195711,0.1155,22900,22886,22858,22878,22850,22920,22878,22840,22760,22754,22770,22688,22674,22634,22720,22764,3.4942626953125,3.49212646484375,3.48785400390625,3.49090576171875,3.48663330078125,3.497314453125,3.49090576171875,3.485107421875,3.472900390625,3.47198486328125,3.47442626953125,3.4619140625,3.45977783203125,3.45367431640625,3.466796875,3.4735107421875
272,9896,195712,0.116,23000,22972,22954,22980,22942,23000,22978,22938,22828,22848,22842,22778,22746,22734,22792,22854,3.509521484375,3.5052490234375,3.50250244140625,3.5064697265625,3.50067138671875,3.509521484375,3.50616455078125,3.50006103515625,3.4832763671875,3.486328125,3.48541259765625,3.47564697265625,3.47076416015625,3.46893310546875,3.477783203125,3.48724365234375
273,9933,195713,0.1165,22986,22970,22948,22974,22936,23000,22974,22936,22846,22838,22852,22772,22748,22730,22790,22862,3.50738525390625,3.50494384765625,3.5015869140625,3.50555419921875,3.499755859375,3.509521484375,3.50555419921875,3.499755859375,3.48602294921875,3.48480224609375,3.4869384765625,3.4747314453125,3.4710693359375,3.46832275390625,3.47747802734375,3.48846435546875
275,10002,195714,0.117,22922,22902,22876,22902,22866,22940,22894,22862,22782,22780,22804,22708,22686,22670,22752,22794,3.49761962890625,3.49456787109375,3.4906005859375,3.49456787109375,3.48907470703125,3.5003662109375,3.49334716796875,3.48846435546875,3.47625732421875,3.4759521484375,3.4796142578125,3.4649658203125,3.46160888671875,3.45916748046875,3.4716796875,3.47808837890625
276,10039,195715,0.1175,22872,22846,22838,22854,22816,22888,22860,22826,22746,22742,22768,22680,22660,22626,22714,22750,3.489990234375,3.48602294921875,3.48480224609375,3.48724365234375,3.4814453125,3.492431640625,3.4881591796875,3.48297119140625,3.47076416015625,3.47015380859375,3.47412109375,3.460693359375,3.4576416015625,3.45245361328125,3.46588134765625,3.47137451171875
278,10108,195716,0.118,22842,22822,22800,22806,22784,22858,22814,22776,22686,22688,22700,22624,22608,22572,22656,22716,3.48541259765625,3.48236083984375,3.47900390625,3.47991943359375,3.4765625,3.48785400390625,3.48114013671875,3.475341796875,3.46160888671875,3.4619140625,3.4637451171875,3.4521484375,3.44970703125,3.4442138671875,3.45703125,3.4661865234375
279,10145,195717,0.1185,22916,22894,22872,22892,22864,22936,22886,22858,22758,22762,22772,22694,22676,22642,22728,22780,3.4967041015625,3.49334716796875,3.489990234375,3.4930419921875,3.48876953125,3.499755859375,3.49212646484375,3.48785400390625,3.47259521484375,3.47320556640625,3.4747314453125,3.46282958984375,3.4600830078125,3.45489501953125,3.468017578125,3.4759521484375
281,10214,195718,0.119,22924,22906,22884,22910,22870,22932,22908,22866,22776,22784,22808,22716,22682,22666,22734,22794,3.4979248046875,3.49517822265625,3.4918212890625,3.49578857421875,3.48968505859375,3.4991455078125,3.4954833984375,3.48907470703125,3.475341796875,3.4765625,3.480224609375,3.4661865234375,3.46099853515625,3.45855712890625,3.46893310546875,3.47808837890625
282,10251,195719,0.1195,22922,22900,22878,22900,22862,22940,22888,22862,22764,22766,22770,22706,22678,22638,22722,22778,3.49761962890625,3.4942626953125,3.49090576171875,3.4942626953125,3.48846435546875,3.5003662109375,3.492431640625,3.48846435546875,3.4735107421875,3.47381591796875,3.47442626953125,3.46466064453125,3.46038818359375,3.45428466796875,3.46710205078125,3.47564697265625
283,10288,195720,0.12,22922,22904,22880,22902,22872,22936,22890,22862,22750,22760,22770,22690,22674,22642,22724,22780,3.49761962890625,3.494873046875,3.4912109375,3.49456787109375,3.489990234375,3.499755859375,3.49273681640625,3.48846435546875,3.47137451171875,3.472900390625,3.47442626953125,3.46221923828125,3.45977783203125,3.45489501953125,3.4674072265625,3.4759521484375
284,10325,195721,0.1205,22940,22920,22904,22934,22888,22952,22930,22890,22812,22784,22826,22716,22724,22690,22764,22812,3.5003662109375,3.497314453125,3.494873046875,3.49945068359375,3.492431640625,3.502197265625,3.49884033203125,3.49273681640625,3.4808349609375,3.4765625,3.48297119140625,3.4661865234375,3.4674072265625,3.46221923828125,3.4735107421875,3.4808349609375
285,10362,195722,0.121,22956,22942,22914,22936,22910,22976,22944,22898,22824,22812,22834,22754,22740,22706,22782,22814,3.5028076171875,3.50067138671875,3.49639892578125,3.499755859375,3.49578857421875,3.505859375,3.5009765625,3.49395751953125,3.482666015625,3.4808349609375,3.48419189453125,3.47198486328125,3.4698486328125,3.46466064453125,3.47625732421875,3.48114013671875
286,10399,195723,0.1215,22824,22808,22778,22802,22768,22842,22814,22770,22690,22688,22698,22620,22616,22580,22656,22694,3.482666015625,3.480224609375,3.47564697265625,3.47930908203125,3.47412109375,3.48541259765625,3.48114013671875,3.47442626953125,3.46221923828125,3.4619140625,3.46343994140625,3.4515380859375,3.450927734375,3.4454345703125,3.45703125,3.46282958984375
287,10436,195724,0.122,22978,22962,22934,22956,22924,22998,22950,22922,22826,22820,22836,22754,22744,22700,22792,22840,3.50616455078125,3.50372314453125,3.49945068359375,3.5028076171875,3.4979248046875,3.50921630859375,3.50189208984375,3.49761962890625,3.48297119140625,3.4820556640625,3.4844970703125,3.47198486328125,3.470458984375,3.4637451171875,3.477783203125,3.485107421875
288,10473,195725,0.1225,23030,23014,22996,23014,22988,23054,23006,22982,22890,22882,22892,22816,22808,22768,22848,22902,3.51409912109375,3.51165771484375,3.5089111328125,3.51165771484375,3.5076904296875,3.51776123046875,3.51043701171875,3.50677490234375,3.49273681640625,3.49151611328125,3.4930419921875,3.4814453125,3.480224609375,3.47412109375,3.486328125,3.49456787109375
289,10510,195726,0.123,22988,22976,22946,22972,22940,23006,22976,22934,22846,22840,22834,22778,22742,22734,22786,22850,3.5076904296875,3.505859375,3.50128173828125,3.5052490234375,3.5003662109375,3.51043701171875,3.505859375,3.49945068359375,3.48602294921875,3.485107421875,3.48419189453125,3.47564697265625,3.47015380859375,3.46893310546875,3.47686767578125,3.48663330078125
290,10547,195727,0.1235,23008,22984,22964,22994,22948,23008,22990,22950,22860,22848,22868,22776,22776,22746,22816,22866,3.5107421875,3.507080078125,3.5040283203125,3.50860595703125,3.5015869140625,3.5107421875,3.50799560546875,3.50189208984375,3.4881591796875,3.486328125,3.4893798828125,3.475341796875,3.475341796875,3.47076416015625,3.4814453125,3.48907470703125
292,10616,195728,0.124,22976,22950,22934,22954,22922,22992,22950,22918,22820,22834,22832,22768,22746,22702,22792,22842,3.505859375,3.50189208984375,3.49945068359375,3.50250244140625,3.49761962890625,3.50830078125,3.50189208984375,3.49700927734375,3.4820556640625,3.48419189453125,3.48388671875,3.47412109375,3.47076416015625,3.46405029296875,3.477783203125,3.48541259765625
293,10653,195729,0.1245,23026,23010,22976,23004,22976,23040,23012,22960,22878,22872,22890,22814,22796,22766,22850,22876,3.51348876953125,3.51104736328125,3.505859375,3.5101318359375,3.505859375,3.515625,3.5113525390625,3.50341796875,3.49090576171875,3.489990234375,3.49273681640625,3.48114013671875,3.4783935546875,3.47381591796875,3.48663330078125,3.4906005859375
295,10722,195730,0.125,22934,22916,22890,22914,22878,22942,22912,22878,22800,22784,22810,22720,22710,22692,22762,22806,3.49945068359375,3.4967041015625,3.49273681640625,3.49639892578125,3.49090576171875,3.50067138671875,3.49609375,3.49090576171875,3.47900390625,3.4765625,3.48052978515625,3.466796875,3.46527099609375,3.4625244140625,3.47320556640625,3.47991943359375
296,10759,195731,0.1255,22974,22956,22922,22942,22918,22988,22942,22910,22818,22816,22834,22752,22742,22702,22784,22810,3.50555419921875,3.5028076171875,3.49761962890625,3.50067138671875,3.49700927734375,3.5076904296875,3.50067138671875,3.49578857421875,3.48175048828125,3.4814453125,3.48419189453125,3.4716796875,3.47015380859375,3.46405029296875,3.4765625,3.48052978515625
297,10796,195732,0.126,22882,22852,22836,22858,22822,22888,22860,22824,22730,22716,22740,22652,22650,22622,22698,22740,3.49151611328125,3.4869384765625,3.4844970703125,3.48785400390625,3.48236083984375,3.492431640625,3.4881591796875,3.482666015625,3.46832275390625,3.4661865234375,3.4698486328125,3.4564208984375,3.45611572265625,3.45184326171875,3.46343994140625,3.4698486328125
298,10833,195733,0.1265,22914,22892,22872,22892,22860,22926,22884,22842,22754,22760,22772,22706,22676,22640,22726,22766,3.49639892578125,3.4930419921875,3.489990234375,3.4930419921875,3.4881591796875,3.49822998046875,3.4918212890625,3.48541259765625,3.47198486328125,3.472900390625,3.4747314453125,3.46466064453125,3.4600830078125,3.45458984375,3.46771240234375,3.47381591796875
299,10870,195734,0.127,22992,22968,22948,22972,22936,23006,22962,22930,22852,22836,22840,22778,22748,22716,22796,22848,3.50830078125,3.504638671875,3.5015869140625,3.5052490234375,3.499755859375,3.51043701171875,3.50372314453125,3.49884033203125,3.4869384765625,3.4844970703125,3.485107421875,3.47564697265625,3.4710693359375,3.4661865234375,3.4783935546875,3.486328125
300,10907,195735,0.1275,22924,22910,22886,22908,22872,22936,22912,22874,22788,22782,22810,22718,22714,22682,22754,22806,3.4979248046875,3.49578857421875,3.49212646484375,3.4954833984375,3.489990234375,3.499755859375,3.49609375,3.49029541015625,3.4771728515625,3.47625732421875,3.48052978515625,3.46649169921875,3.46588134765625,3.46099853515625,3.47198486328125,3.47991943359375
302,10976,195736,0.128,22906,22888,22864,22882,22856,22928,22888,22848,22750,22758,22770,22704,22684,22646,22730,22772,3.49517822265625,3.492431640625,3.48876953125,3.49151611328125,3.487548828125,3.49853515625,3.492431640625,3.486328125,3.47137451171875,3.47259521484375,3.47442626953125,3.46435546875,3.4613037109375,3.45550537109375,3.46832275390625,3.4747314453125
303,11013,195737,0.1285,22958,22946,22932,22944,22918,22984,22954,22898,22822,22814,22828,22750,22738,22698,22792,22814,3.50311279296875,3.50128173828125,3.4991455078125,3.5009765625,3.49700927734375,3.507080078125,3.50250244140625,3.49395751953125,3.48236083984375,3.48114013671875,3.4832763671875,3.47137451171875,3.46954345703125,3.46343994140625,3.477783203125,3.48114013671875
