record_index,byte_offset,sample_seq,time_s,adc_raw_ch01,adc_raw_ch02,adc_raw_ch03,adc_raw_ch04,adc_raw_ch05,adc_raw_ch06,adc_raw_ch07,adc_raw_ch08,adc_raw_ch09,adc_raw_ch10,adc_raw_ch11,adc_raw_ch12,adc_raw_ch13,adc_raw_ch14,adc_raw_ch15,adc_raw_ch16,adc_volts_ch01,adc_volts_ch02,adc_volts_ch03,adc_volts_ch04,adc_volts_ch05,adc_volts_ch06,adc_volts_ch07,adc_volts_ch08,adc_volts_ch09,adc_volts_ch10,adc_volts_ch11,adc_volts_ch12,adc_volts_ch13,adc_volts_ch14,adc_volts_ch15,adc_volts_ch16
3085,111492,198028,1.274,22942,22920,22904,22936,22886,22970,22936,22894,22810,22784,22808,22718,22714,22684,22766,22810,3.50067138671875,3.497314453125,3.494873046875,3.499755859375,3.49212646484375,3.50494384765625,3.499755859375,3.49334716796875,3.48052978515625,3.4765625,3.480224609375,3.46649169921875,3.46588134765625,3.4613037109375,3.47381591796875,3.48052978515625
3086,111529,198029,1.2745,22914,22896,22876,22900,22866,22930,22890,22862,22754,22772,22772,22706,22678,22644,22724,22776,3.49639892578125,3.49365234375,3.4906005859375,3.4942626953125,3.48907470703125,3.49884033203125,3.49273681640625,3.48846435546875,3.47198486328125,3.4747314453125,3.4747314453125,3.46466064453125,3.46038818359375,3.4552001953125,3.4674072265625,3.475341796875
3087,111566,198030,1.275,22942,22922,22902,22926,22884,22944,22920,22884,22802,22786,22812,22716,22716,22682,22762,22812,3.50067138671875,3.49761962890625,3.49456787109375,3.49822998046875,3.4918212890625,3.5009765625,3.497314453125,3.4918212890625,3.47930908203125,3.47686767578125,3.4808349609375,3.4661865234375,3.4661865234375,3.46099853515625,3.47320556640625,3.4808349609375
3088,111603,198031,1.2755,22942,22912,22908,22924,22878,22946,22922,22890,22814,22784,22832,22718,22722,22684,22768,22814,3.50067138671875,3.49609375,3.4954833984375,3.4979248046875,3.49090576171875,3.50128173828125,3.49761962890625,3.49273681640625,3.48114013671875,3.4765625,3.48388671875,3.46649169921875,3.46710205078125,3.4613037109375,3.47412109375,3.48114013671875
3089,111640,198032,1.276,22936,22908,22886,22914,22880,22944,22908,22878,22792,22788,22806,22714,22710,22678,22754,22808,3.499755859375,3.4954833984375,3.49212646484375,3.49639892578125,3.4912109375,3.5009765625,3.4954833984375,3.49090576171875,3.477783203125,3.4771728515625,3.47991943359375,3.46588134765625,3.46527099609375,3.46038818359375,3.47198486328125,3.480224609375
3090,111677,198033,1.2765,22902,22892,22858,22878,22856,22926,22884,22852,22758,22752,22764,22688,22670,22640,22722,22756,3.49456787109375,3.4930419921875,3.48785400390625,3.49090576171875,3.487548828125,3.49822998046875,3.4918212890625,3.4869384765625,3.47259521484375,3.4716796875,3.4735107421875,3.4619140625,3.45916748046875,3.45458984375,3.46710205078125,3.4722900390625
3091,111714,198034,1.277,22946,22936,22908,22934,22888,22972,22940,22886,22810,22798,22832,22744,22732,22694,22774,22802,3.50128173828125,3.499755859375,3.4954833984375,3.49945068359375,3.492431640625,3.5052490234375,3.5003662109375,3.49212646484375,3.48052978515625,3.47869873046875,3.48388671875,3.470458984375,3.4686279296875,3.46282958984375,3.47503662109375,3.47930908203125
3092,111751,198035,1.2775,22924,22906,22888,22908,22876,22938,22896,22870,22788,22774,22802,22708,22686,22672,22730,22806,3.4979248046875,3.49517822265625,3.492431640625,3.4954833984375,3.4906005859375,3.50006103515625,3.49365234375,3.48968505859375,3.4771728515625,3.47503662109375,3.47930908203125,3.4649658203125,3.46160888671875,3.45947265625,3.46832275390625,3.47991943359375
3093,111788,198036,1.278,22912,22894,22878,22894,22856,22932,22886,22860,22764,22770,22776,22704,22676,22668,22728,22788,3.49609375,3.49334716796875,3.49090576171875,3.49334716796875,3.487548828125,3.4991455078125,3.49212646484375,3.4881591796875,3.4735107421875,3.47442626953125,3.475341796875,3.46435546875,3.4600830078125,3.4588623046875,3.468017578125,3.4771728515625
3094,111825,198037,1.2785,22900,22886,22864,22876,22848,22924,22888,22844,22760,22758,22770,22694,22680,22638,22730,22760,3.4942626953125,3.49212646484375,3.48876953125,3.4906005859375,3.486328125,3.4979248046875,3.492431640625,3.4857177734375,3.472900390625,3.47259521484375,3.47442626953125,3.46282958984375,3.460693359375,3.45428466796875,3.46832275390625,3.472900390625
3096,111894,198038,1.279,22944,22924,22910,22930,22888,22968,22932,22890,22796,22780,22810,22708,22716,22690,22762,22806,3.5009765625,3.4979248046875,3.49578857421875,3.49884033203125,3.492431640625,3.504638671875,3.4991455078125,3.49273681640625,3.4783935546875,3.4759521484375,3.48052978515625,3.4649658203125,3.4661865234375,3.46221923828125,3.47320556640625,3.47991943359375
3097,111931,198039,1.2795,22984,22962,22936,22958,22922,23004,22950,22922,22820,22818,22834,22752,22734,22702,22788,22838,3.507080078125,3.50372314453125,3.499755859375,3.50311279296875,3.49761962890625,3.5101318359375,3.50189208984375,3.49761962890625,3.4820556640625,3.48175048828125,3.48419189453125,3.4716796875,3.46893310546875,3.46405029296875,3.4771728515625,3.48480224609375
3099,112000,198040,1.28,23034,23018,22986,23018,22986,23054,23008,22972,22878,22878,22900,22812,22800,22770,22850,22880,3.51470947265625,3.51226806640625,3.50738525390625,3.51226806640625,3.50738525390625,3.51776123046875,3.5107421875,3.5052490234375,3.49090576171875,3.49090576171875,3.4942626953125,3.4808349609375,3.47900390625,3.47442626953125,3.48663330078125,3.4912109375
3100,112037,198041,1.2805,23004,22984,22952,22984,22940,23016,22978,22944,22854,22846,22840,22774,22768,22738,22808,22854,3.5101318359375,3.507080078125,3.502197265625,3.507080078125,3.5003662109375,3.511962890625,3.50616455078125,3.5009765625,3.48724365234375,3.48602294921875,3.485107421875,3.47503662109375,3.47412109375,3.46954345703125,3.480224609375,3.48724365234375
3102,112106,198042,1.281,23028,23012,22988,23008,22984,23054,23010,22962,22884,22878,22894,22810,22792,22758,22848,22878,3.5137939453125,3.5113525390625,3.5076904296875,3.5107421875,3.507080078125,3.51776123046875,3.51104736328125,3.50372314453125,3.4918212890625,3.49090576171875,3.49334716796875,3.48052978515625,3.477783203125,3.47259521484375,3.486328125,3.49090576171875
3103,112143,198043,1.2815,22990,22972,22950,22978,22942,23008,22976,22934,22854,22840,22846,22772,22754,22738,22796,22862,3.50799560546875,3.5052490234375,3.50189208984375,3.50616455078125,3.50067138671875,3.5107421875,3.505859375,3.49945068359375,3.48724365234375,3.485107421875,3.48602294921875,3.4747314453125,3.47198486328125,3.46954345703125,3.4783935546875,3.48846435546875
3104,112180,198044,1.282,22912,22888,22866,22886,22860,22936,22888,22860,22764,22764,22772,22696,22680,22646,22722,22782,3.49609375,3.492431640625,3.48907470703125,3.49212646484375,3.4881591796875,3.499755859375,3.492431640625,3.4881591796875,3.4735107421875,3.4735107421875,3.4747314453125,3.463134765625,3.460693359375,3.45550537109375,3.46710205078125,3.47625732421875
3105,112217,198045,1.2825,22924,22908,22884,22912,22878,22938,22914,22870,22760,22782,22772,22704,22682,22666,22720,22782,3.4979248046875,3.4954833984375,3.4918212890625,3.49609375,3.49090576171875,3.50006103515625,3.49639892578125,3.48968505859375,3.472900390625,3.47625732421875,3.4747314453125,3.46435546875,3.46099853515625,3.45855712890625,3.466796875,3.47625732421875
3106,112254,198046,1.283,22984,22968,22940,22970,22932,22996,22970,22930,22824,22834,22840,22758,22744,22726,22790,22850,3.507080078125,3.504638671875,3.5003662109375,3.50494384765625,3.4991455078125,3.5089111328125,3.50494384765625,3.49884033203125,3.482666015625,3.48419189453125,3.485107421875,3.47259521484375,3.470458984375,3.46771240234375,3.47747802734375,3.48663330078125
3107,112291,198047,1.2835,22884,22864,22844,22870,22840,22908,22876,22836,22756,22752,22764,22684,22672,22638,22714,22752,3.4918212890625,3.48876953125,3.4857177734375,3.48968505859375,3.485107421875,3.4954833984375,3.4906005859375,3.4844970703125,3.4722900390625,3.4716796875,3.4735107421875,3.4613037109375,3.45947265625,3.45428466796875,3.46588134765625,3.4716796875
3108,112328,198048,1.284,22948,22924,22904,22938,22892,22966,22940,22892,22816,22788,22832,22752,22732,22696,22782,22808,3.5015869140625,3.4979248046875,3.494873046875,3.50006103515625,3.4930419921875,3.50433349609375,3.5003662109375,3.4930419921875,3.4814453125,3.4771728515625,3.48388671875,3.4716796875,3.4686279296875,3.463134765625,3.47625732421875,3.480224609375
3109,112365,198049,1.2845,22946,22932,22910,22932,22896,22974,22938,22898,22814,22804,22834,22750,22744,22704,22790,22814,3.50128173828125,3.4991455078125,3.49578857421875,3.4991455078125,3.49365234375,3.50555419921875,3.50006103515625,3.49395751953125,3.48114013671875,3.4796142578125,3.48419189453125,3.47137451171875,3.470458984375,3.46435546875,3.47747802734375,3.48114013671875
3110,112402,198050,1.285,22986,22972,22948,22974,22936,23000,22970,22928,22826,22836,22840,22780,22744,22730,22796,22848,3.50738525390625,3.5052490234375,3.5015869140625,3.50555419921875,3.499755859375,3.509521484375,3.50494384765625,3.49853515625,3.48297119140625,3.4844970703125,3.485107421875,3.4759521484375,3.470458984375,3.46832275390625,3.4783935546875,3.486328125
3111,112439,198051,1.2855,22902,22892,22864,22892,22856,22930,22884,22844,22762,22762,22776,22704,22676,22644,22726,22760,3.49456787109375,3.4930419921875,3.48876953125,3.4930419921875,3.487548828125,3.49884033203125,3.4918212890625,3.4857177734375,3.47320556640625,3.47320556640625,3.475341796875,3.46435546875,3.4600830078125,3.4552001953125,3.46771240234375,3.472900390625
3113,112508,198052,1.286,22880,22850,22832,22858,22816,22886,22858,22822,22748,22714,22752,22652,22652,22624,22700,22738,3.4912109375,3.48663330078125,3.48388671875,3.48785400390625,3.4814453125,3.49212646484375,3.48785400390625,3.48236083984375,3.4710693359375,3.46588134765625,3.4716796875,3.4564208984375,3.4564208984375,3.4521484375,3.4637451171875,3.46954345703125
3114,112545,198053,1.2865,22866,22842,22822,22842,22808,22878,22846,22808,22696,22710,22734,22644,22614,22606,22664,22720,3.48907470703125,3.48541259765625,3.48236083984375,3.48541259765625,3.480224609375,3.49090576171875,3.48602294921875,3.480224609375,3.463134765625,3.46527099609375,3.46893310546875,3.4552001953125,3.45062255859375,3.44940185546875,3.458251953125,3.466796875
3116,112614,198054,1.287,22982,22968,22940,22968,22930,23006,22966,22928,22822,22826,22838,22754,22742,22708,22792,22840,3.50677490234375,3.504638671875,3.5003662109375,3.504638671875,3.49884033203125,3.51043701171875,3.50433349609375,3.49853515625,3.48236083984375,3.48297119140625,3.48480224609375,3.47198486328125,3.47015380859375,3.4649658203125,3.477783203125,3.485107421875
3117,112651,198055,1.2875,22950,22918,22906,22930,22892,22968,22934,22886,22822,22798,22826,22744,22732,22702,22776,22810,3.50189208984375,3.49700927734375,3.49517822265625,3.49884033203125,3.4930419921875,3.504638671875,3.49945068359375,3.49212646484375,3.48236083984375,3.47869873046875,3.48297119140625,3.470458984375,3.4686279296875,3.46405029296875,3.475341796875,3.48052978515625
3118,112688,198056,1.288,22868,22854,22822,22848,22816,22882,22846,22814,22726,22718,22738,22654,22620,22612,22692,22742,3.4893798828125,3.48724365234375,3.48236083984375,3.486328125,3.4814453125,3.49151611328125,3.48602294921875,3.48114013671875,3.46771240234375,3.46649169921875,3.46954345703125,3.45672607421875,3.4515380859375,3.4503173828125,3.4625244140625,3.47015380859375
3119,112725,198057,1.2885,22862,22840,22820,22846,22806,22876,22844,22806,22700,22716,22708,22640,22618,22598,22662,22718,3.48846435546875,3.485107421875,3.4820556640625,3.48602294921875,3.47991943359375,3.4906005859375,3.4857177734375,3.47991943359375,3.4637451171875,3.4661865234375,3.4649658203125,3.45458984375,3.45123291015625,3.44818115234375,3.45794677734375,3.46649169921875
3120,112762,198058,1.289,23014,23004,22972,23004,22972,23040,23000,22960,22878,22870,22896,22786,22792,22766,22834,22876,3.51165771484375,3.5101318359375,3.5052490234375,3.5101318359375,3.5052490234375,3.515625,3.509521484375,3.50341796875,3.49090576171875,3.48968505859375,3.49365234375,3.47686767578125,3.477783203125,3.47381591796875,3.48419189453125,3.4906005859375
3121,112799,198059,1.2895,22950,22946,22916,22938,22914,22980,22948,22898,22826,22818,22836,22766,22744,22694,22790,22838,3.50189208984375,3.50128173828125,3.4967041015625,3.50006103515625,3.49639892578125,3.5064697265625,3.5015869140625,3.49395751953125,3.48297119140625,3.48175048828125,3.4844970703125,3.47381591796875,3.470458984375,3.46282958984375,3.47747802734375,3.48480224609375
3123,112868,198060,1.29,22928,22914,22898,22916,22884,22942,22916,22882,22792,22778,22808,22714,22712,22680,22758,22802,3.49853515625,3.49639892578125,3.49395751953125,3.4967041015625,3.4918212890625,3.50067138671875,3.4967041015625,3.49151611328125,3.477783203125,3.47564697265625,3.480224609375,3.46588134765625,3.465576171875,3.460693359375,3.47259521484375,3.47930908203125
3124,112905,198061,1.2905,23000,22978,22952,22980,22946,23004,22982,22936,22850,22842,22840,22774,22744,22730,22800,22862,3.509521484375,3.50616455078125,3.502197265625,3.5064697265625,3.50128173828125,3.5101318359375,3.50677490234375,3.499755859375,3.48663330078125,3.48541259765625,3.485107421875,3.47503662109375,3.470458984375,3.46832275390625,3.47900390625,3.48846435546875
3125,112942,198062,1.291,23020,23002,22974,23006,22970,23042,23006,22964,22884,22874,22890,22814,22794,22760,22846,22880,3.5125732421875,3.50982666015625,3.50555419921875,3.51043701171875,3.50494384765625,3.51593017578125,3.51043701171875,3.5040283203125,3.4918212890625,3.49029541015625,3.49273681640625,3.48114013671875,3.47808837890625,3.472900390625,3.48602294921875,3.4912109375
3126,112979,198063,1.2915,23014,23004,22978,22994,22956,23040,23000,22956,22882,22874,22892,22812,22804,22766,22852,22872,3.51165771484375,3.5101318359375,3.50616455078125,3.50860595703125,3.5028076171875,3.515625,3.509521484375,3.5028076171875,3.49151611328125,3.49029541015625,3.4930419921875,3.4808349609375,3.4796142578125,3.47381591796875,3.4869384765625,3.489990234375
3127,113016,198064,1.292,23006,22980,22956,22978,22950,23004,22980,22942,22858,22844,22876,22784,22778,22750,22822,22874,3.51043701171875,3.5064697265625,3.5028076171875,3.50616455078125,3.50189208984375,3.5101318359375,3.5064697265625,3.50067138671875,3.48785400390625,3.4857177734375,3.4906005859375,3.4765625,3.47564697265625,3.47137451171875,3.48236083984375,3.49029541015625
3128,113053,198065,1.2925,22942,22918,22904,22926,22880,22962,22928,22888,22790,22782,22806,22720,22708,22680,22756,22804,3.50067138671875,3.49700927734375,3.494873046875,3.49822998046875,3.4912109375,3.50372314453125,3.49853515625,3.492431640625,3.47747802734375,3.47625732421875,3.47991943359375,3.466796875,3.4649658203125,3.460693359375,3.4722900390625,3.4796142578125
3130,113122,198066,1.293,23026,23008,22976,23002,22972,23042,23014,22958,22874,22856,22880,22808,22796,22768,22832,22874,3.51348876953125,3.5107421875,3.505859375,3.50982666015625,3.5052490234375,3.51593017578125,3.51165771484375,3.50311279296875,3.49029541015625,3.487548828125,3.4912109375,3.480224609375,3.4783935546875,3.47412109375,3.48388671875,3.49029541015625
3131,113159,198067,1.2935,23014,23004,22972,23002,22974,23038,23002,22960,22886,22874,22892,22804,22802,22760,22836,22868,3.51165771484375,3.5101318359375,3.5052490234375,3.50982666015625,3.50555419921875,3.51531982421875,3.50982666015625,3.50341796875,3.49212646484375,3.49029541015625,3.4930419921875,3.4796142578125,3.47930908203125,3.472900390625,3.4844970703125,3.4893798828125
3132,113196,198068,1.294,22910,22890,22858,22880,22856,22928,22890,22854,22752,22762,22770,22708,22680,22662,22732,22780,3.49578857421875,3.49273681640625,3.48785400390625,3.4912109375,3.487548828125,3.49853515625,3.49273681640625,3.48724365234375,3.4716796875,3.47320556640625,3.47442626953125,3.4649658203125,3.460693359375,3.45794677734375,3.4686279296875,3.4759521484375
3133,113233,198069,1.2945,22824,22806,22778,22808,22776,22848,22814,22772,22698,22686,22698,22622,22608,22570,22658,22688,3.482666015625,3.47991943359375,3.47564697265625,3.480224609375,3.475341796875,3.486328125,3.48114013671875,3.4747314453125,3.46343994140625,3.46160888671875,3.46343994140625,3.45184326171875,3.44970703125,3.44390869140625,3.45733642578125,3.4619140625
3134,113270,198070,1.295,23010,22986,22968,23000,22952,23028,22994,22952,22870,22842,22890,22786,22788,22754,22832,22868,3.51104736328125,3.50738525390625,3.504638671875,3.509521484375,3.502197265625,3.5137939453125,3.50860595703125,3.502197265625,3.48968505859375,3.48541259765625,3.49273681640625,3.47686767578125,3.4771728515625,3.47198486328125,3.48388671875,3.4893798828125
3135,113307,198071,1.2955,22922,22896,22880,22894,22868,22942,22900,22860,22758,22772,22798,22704,22680,22652,22746,22796,3.49761962890625,3.49365234375,3.4912109375,3.49334716796875,3.4893798828125,3.50067138671875,3.4942626953125,3.4881591796875,3.47259521484375,3.4747314453125,3.47869873046875,3.46435546875,3.460693359375,3.4564208984375,3.47076416015625,3.4783935546875
3138,113408,198072,1.296,22940,22924,22902,22928,22886,22968,22926,22894,22800,22788,22826,22710,22714,22694,22764,22810,3.5003662109375,3.4979248046875,3.49456787109375,3.49853515625,3.49212646484375,3.504638671875,3.49822998046875,3.49334716796875,3.47900390625,3.4771728515625,3.48297119140625,3.46527099609375,3.46588134765625,3.46282958984375,3.4735107421875,3.48052978515625
3139,113445,198073,1.2965,22930,22910,22886,22914,22878,22946,22910,22870,22766,22774,22778,22708,22682,22652,22748,22786,3.49884033203125,3.49578857421875,3.49212646484375,3.49639892578125,3.49090576171875,3.50128173828125,3.49578857421875,3.48968505859375,3.47381591796875,3.47503662109375,3.47564697265625,3.4649658203125,3.46099853515625,3.4564208984375,3.4710693359375,3.47686767578125
3140,113482,198074,1.297,22942,22914,22898,22918,22888,22962,22924,22884,22790,22778,22798,22712,22684,22670,22754,22798,3.50067138671875,3.49639892578125,3.49395751953125,3.49700927734375,3.492431640625,3.50372314453125,3.4979248046875,3.4918212890625,3.47747802734375,3.47564697265625,3.47869873046875,3.465576171875,3.4613037109375,3.45916748046875,3.47198486328125,3.47869873046875
3141,113519,198075,1.2975,22942,22910,22896,22926,22876,22950,22926,22884,22790,22774,22808,22710,22708,22672,22758,22804,3.50067138671875,3.49578857421875,3.49365234375,3.49822998046875,3.4906005859375,3.50189208984375,3.49822998046875,3.4918212890625,3.47747802734375,3.47503662109375,3.480224609375,3.46527099609375,3.4649658203125,3.45947265625,3.47259521484375,3.4796142578125
3142,113556,198076,1.298,22852,22828,22808,22820,22794,22866,22818,22794,22702,22706,22710,22650,22618,22580,22660,22718,3.4869384765625,3.4832763671875,3.480224609375,3.4820556640625,3.47808837890625,3.48907470703125,3.48175048828125,3.47808837890625,3.46405029296875,3.46466064453125,3.46527099609375,3.45611572265625,3.45123291015625,3.4454345703125,3.4576416015625,3.46649169921875
3143,113593,198077,1.2985,23010,22974,22960,22992,22946,23010,22990,22950,22858,22838,22872,22776,22774,22748,22820,22866,3.51104736328125,3.50555419921875,3.50341796875,3.50830078125,3.50128173828125,3.51104736328125,3.50799560546875,3.50189208984375,3.48785400390625,3.48480224609375,3.489990234375,3.475341796875,3.47503662109375,3.4710693359375,3.4820556640625,3.48907470703125
3144,113630,198078,1.299,23004,22978,22960,22980,22948,23004,22980,22944,22858,22842,22872,22786,22780,22742,22818,22874,3.5101318359375,3.50616455078125,3.50341796875,3.5064697265625,3.5015869140625,3.5101318359375,3.5064697265625,3.5009765625,3.48785400390625,3.48541259765625,3.489990234375,3.47686767578125,3.4759521484375,3.47015380859375,3.48175048828125,3.49029541015625
3145,113667,198079,1.2995,22970,22940,22916,22936,22914,22984,22948,22900,22814,22812,22836,22754,22734,22698,22790,22816,3.50494384765625,3.5003662109375,3.4967041015625,3.499755859375,3.49639892578125,3.507080078125,3.5015869140625,3.4942626953125,3.48114013671875,3.4808349609375,3.4844970703125,3.47198486328125,3.46893310546875,3.46343994140625,3.47747802734375,3.4814453125
3146,113704,198080,1.3,22854,22842,22816,22838,22808,22878,22838,22802,22724,22712,22736,22644,22616,22608,22684,22726,3.48724365234375,3.48541259765625,3.4814453125,3.48480224609375,3.480224609375,3.49090576171875,3.48480224609375,3.47930908203125,3.4674072265625,3.465576171875,3.46923828125,3.4552001953125,3.450927734375,3.44970703125,3.4613037109375,3.46771240234375
3147,113741,198081,1.3005,22858,22834,22814,22836,22804,22872,22828,22796,22700,22708,22706,22642,22606,22598,22662,22720,3.48785400390625,3.48419189453125,3.48114013671875,3.4844970703125,3.4796142578125,3.489990234375,3.4832763671875,3.4783935546875,3.4637451171875,3.4649658203125,3.46466064453125,3.45489501953125,3.44940185546875,3.44818115234375,3.45794677734375,3.466796875
3148,113778,198082,1.301,22956,22944,22912,22934,22912,22984,22950,22902,22808,22794,22816,22744,22722,22698,22772,22810,3.5028076171875,3.5009765625,3.49609375,3.49945068359375,3.49609375,3.507080078125,3.50189208984375,3.49456787109375,3.480224609375,3.47808837890625,3.4814453125,3.470458984375,3.46710205078125,3.46343994140625,3.4747314453125,3.48052978515625
3149,113815,198083,1.3015,23016,22988,22966,23002,22954,23034,22992,22960,22864,22852,22890,22784,22782,22758,22826,22876,3.511962890625,3.5076904296875,3.50433349609375,3.50982666015625,3.50250244140625,3.51470947265625,3.50830078125,3.50341796875,3.48876953125,3.4869384765625,3.49273681640625,3.4765625,3.47625732421875,3.47259521484375,3.48297119140625,3.4906005859375
3153,113948,198084,1.302,23030,23002,22976,23002,22976,23046,23012,22964,22882,22858,22892,22812,22802,22768,22848,22880,3.51409912109375,3.50982666015625,3.505859375,3.50982666015625,3.505859375,3.51654052734375,3.5113525390625,3.5040283203125,3.49151611328125,3.48785400390625,3.4930419921875,3.4808349609375,3.47930908203125,3.47412109375,3.486328125,3.4912109375
3154,113985,198085,1.3025,22946,22910,22906,22930,22884,22958,22928,22892,22818,22790,22830,22748,22720,22700,22766,22814,3.50128173828125,3.49578857421875,3.49517822265625,3.49884033203125,3.4918212890625,3.50311279296875,3.49853515625,3.4930419921875,3.48175048828125,3.47747802734375,3.48358154296875,3.4710693359375,3.466796875,3.4637451171875,3.47381591796875,3.48114013671875
3155,114022,198086,1.303,22956,22944,22910,22936,22910,22978,22940,22900,22824,22816,22838,22750,22734,22700,22782,22844,3.5028076171875,3.5009765625,3.49578857421875,3.499755859375,3.49578857421875,3.50616455078125,3.5003662109375,3.4942626953125,3.482666015625,3.4814453125,3.48480224609375,3.47137451171875,3.46893310546875,3.4637451171875,3.47625732421875,3.4857177734375
3156,114059,198087,1.3035,22932,22912,22888,22904,22874,22934,22912,22872,22774,22780,22800,22710,22684,22664,22730,22788,3.4991455078125,3.49609375,3.492431640625,3.494873046875,3.49029541015625,3.49945068359375,3.49609375,3.489990234375,3.47503662109375,3.4759521484375,3.47900390625,3.46527099609375,3.4613037109375,3.458251953125,3.46832275390625,3.4771728515625
3157,114096,198088,1.304,22982,22956,22936,22950,22924,23000,22952,22922,22826,22820,22834,22752,22740,22704,22790,22838,3.50677490234375,3.5028076171875,3.499755859375,3.50189208984375,3.4979248046875,3.509521484375,3.502197265625,3.49761962890625,3.48297119140625,3.4820556640625,3.48419189453125,3.4716796875,3.4698486328125,3.46435546875,3.47747802734375,3.48480224609375
3158,114133,198089,1.3045,22932,22914,22894,22918,22874,22946,22918,22870,22792,22782,22818,22714,22706,22680,22762,22802,3.4991455078125,3.49639892578125,3.49334716796875,3.49700927734375,3.49029541015625,3.50128173828125,3.49700927734375,3.48968505859375,3.477783203125,3.47625732421875,3.48175048828125,3.46588134765625,3.46466064453125,3.460693359375,3.47320556640625,3.47930908203125
3159,114170,198090,1.305,22988,22964,22944,22964,22934,23002,22964,22926,22848,22840,22846,22778,22746,22732,22790,22862,3.5076904296875,3.5040283203125,3.5009765625,3.5040283203125,3.49945068359375,3.50982666015625,3.5040283203125,3.49822998046875,3.486328125,3.485107421875,3.48602294921875,3.47564697265625,3.47076416015625,3.4686279296875,3.47747802734375,3.48846435546875
3160,114207,198091,1.3055,22956,22948,22920,22942,22914,22982,22948,22904,22824,22810,22840,22748,22740,22696,22790,22812,3.5028076171875,3.5015869140625,3.497314453125,3.50067138671875,3.49639892578125,3.50677490234375,3.5015869140625,3.494873046875,3.482666015625,3.48052978515625,3.485107421875,3.4710693359375,3.4698486328125,3.463134765625,3.47747802734375,3.4808349609375
3161,114244,198092,1.306,23004,22982,22960,22982,22946,23010,22984,22942,22848,22846,22850,22776,22750,22736,22794,22858,3.5101318359375,3.50677490234375,3.50341796875,3.50677490234375,3.50128173828125,3.51104736328125,3.507080078125,3.50067138671875,3.486328125,3.48602294921875,3.48663330078125,3.475341796875,3.47137451171875,3.46923828125,3.47808837890625,3.48785400390625
3162,114281,198093,1.3065,22958,22936,22912,22936,22896,22984,22940,22896,22822,22800,22840,22750,22732,22698,22782,22812,3.50311279296875,3.499755859375,3.49609375,3.499755859375,3.49365234375,3.507080078125,3.5003662109375,3.49365234375,3.48236083984375,3.47900390625,3.485107421875,3.47137451171875,3.4686279296875,3.46343994140625,3.47625732421875,3.4808349609375
3163,114318,198094,1.307,23020,23008,22978,23006,22974,23040,23006,22962,22880,22874,22894,22792,22794,22766,22844,22878,3.5125732421875,3.5107421875,3.50616455078125,3.51043701171875,3.50555419921875,3.515625,3.51043701171875,3.50372314453125,3.4912109375,3.49029541015625,3.49334716796875,3.477783203125,3.47808837890625,3.47381591796875,3.4857177734375,3.49090576171875
3164,114355,198095,1.3075,22940,22910,22904,22928,22886,22952,22924,22884,22812,22790,22828,22720,22714,22702,22766,22816,3.5003662109375,3.49578857421875,3.494873046875,3.49853515625,3.49212646484375,3.502197265625,3.4979248046875,3.4918212890625,3.4808349609375,3.47747802734375,3.4832763671875,3.466796875,3.46588134765625,3.46405029296875,3.47381591796875,3.4814453125
3167,114456,198096,1.308,22940,22926,22900,22934,22888,22970,22938,22898,22800,22782,22804,22712,22716,22692,22762,22812,3.5003662109375,3.49822998046875,3.4942626953125,3.49945068359375,3.492431640625,3.50494384765625,3.50006103515625,3.49395751953125,3.47900390625,3.47625732421875,3.4796142578125,3.465576171875,3.4661865234375,3.4625244140625,3.47320556640625,3.4808349609375
3168,114493,198097,1.3085,22976,22958,22934,22966,22924,22998,22956,22920,22816,22824,22830,22754,22744,22700,22782,22840,3.505859375,3.50311279296875,3.49945068359375,3.50433349609375,3.4979248046875,3.50921630859375,3.5028076171875,3.497314453125,3.4814453125,3.482666015625,3.48358154296875,3.47198486328125,3.470458984375,3.4637451171875,3.47625732421875,3.485107421875
3170,114562,198098,1.309,22956,22946,22930,22944,22914,22980,22954,22902,22824,22814,22832,22754,22734,22702,22792,22810,3.5028076171875,3.50128173828125,3.49884033203125,3.5009765625,3.49639892578125,3.5064697265625,3.50250244140625,3.49456787109375,3.482666015625,3.48114013671875,3.48388671875,3.47198486328125,3.46893310546875,3.46405029296875,3.477783203125,3.48052978515625
3171,114599,198099,1.3095,22864,22842,22820,22842,22804,22880,22834,22806,22732,22714,22740,22652,22648,22612,22676,22746,3.48876953125,3.48541259765625,3.4820556640625,3.48541259765625,3.4796142578125,3.4912109375,3.48419189453125,3.47991943359375,3.4686279296875,3.46588134765625,3.4698486328125,3.4564208984375,3.455810546875,3.4503173828125,3.4600830078125,3.47076416015625
3172,114636,198100,1.31,22852,22828,22806,22822,22788,22866,22820,22788,22692,22692,22706,22624,22608,22570,22654,22712,3.4869384765625,3.4832763671875,3.47991943359375,3.48236083984375,3.4771728515625,3.48907470703125,3.4820556640625,3.4771728515625,3.4625244140625,3.4625244140625,3.46466064453125,3.4521484375,3.44970703125,3.44390869140625,3.45672607421875,3.465576171875
