record_index,byte_offset,sample_seq,time_s,device_id,accel_x_raw,accel_x_g,accel_y_raw,accel_y_g,accel_z_raw,accel_z_g,gyro_x_raw,gyro_x_dps,gyro_y_raw,gyro_y_dps,gyro_z_raw,gyro_z_dps,mag_x_raw,mag_y_raw,mag_z_raw,angle_x_raw,angle_x_deg,angle_y_raw,angle_y_deg,angle_z_raw,angle_z_deg,battery_raw,battery_voltage
209,7620,195659,0.0895,1,-7,-0.00341796875,-18,-0.0087890625,2059,1.00537109375,-3,-0.18310546875,-14,-0.8544921875,-1,-0.06103515625,-169,-5356,-4827,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,400,4.0
216,7874,195665,0.0925,2,1,0.00048828125,-14,-0.0068359375,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24120,2042,31418,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
223,8128,195671,0.0955,0,-5,-0.00244140625,-19,-0.00927734375,2097,1.02392578125,-11,-0.67138671875,-16,-0.9765625,6,0.3662109375,-8046,-2223,-635,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,396,3.96
230,8382,195677,0.0985,1,-9,-0.00439453125,-18,-0.0087890625,2058,1.0048828125,2,0.1220703125,-16,-0.9765625,-1,-0.06103515625,-171,-5360,-4839,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
231,8414,195677,0.0985,2,1,0.00048828125,-14,-0.0068359375,2074,1.0126953125,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24111,2051,31425,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
244,8890,195689,0.1045,0,-5,-0.00244140625,-22,-0.0107421875,2100,1.025390625,-6,-0.3662109375,-16,-0.9765625,7,0.42724609375,-8062,-2218,-576,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
245,8922,195689,0.1045,1,-7,-0.00341796875,-20,-0.009765625,2064,1.0078125,-1,-0.06103515625,-15,-0.91552734375,1,0.06103515625,-174,-5346,-4813,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
246,8954,195689,0.1045,2,1,0.00048828125,-15,-0.00732421875,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24115,2043,31437,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
259,9430,195701,0.1105,0,-3,-0.00146484375,-19,-0.00927734375,2095,1.02294921875,-9,-0.54931640625,-14,-0.8544921875,7,0.42724609375,-8058,-2228,-524,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
260,9462,195701,0.1105,1,-4,-0.001953125,-20,-0.009765625,2059,1.00537109375,1,0.06103515625,-14,-0.8544921875,0,0.0,-153,-5345,-4776,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
263,9568,195703,0.1115,2,2,0.0009765625,-15,-0.00732421875,2076,1.013671875,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24143,2040,31469,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
274,9970,195713,0.1165,0,-5,-0.00244140625,-21,-0.01025390625,2096,1.0234375,-8,-0.48828125,-14,-0.8544921875,6,0.3662109375,-8088,-2245,-532,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
277,10076,195715,0.1175,1,-8,-0.00390625,-19,-0.00927734375,2056,1.00390625,-2,-0.1220703125,-15,-0.91552734375,-1,-0.06103515625,-147,-5320,-4780,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
280,10182,195717,0.1185,2,2,0.0009765625,-15,-0.00732421875,2076,1.013671875,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24151,2065,31454,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
291,10584,195727,0.1235,0,-4,-0.001953125,-19,-0.00927734375,2097,1.02392578125,-10,-0.6103515625,-15,-0.91552734375,5,0.30517578125,-8110,-2226,-553,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
294,10690,195729,0.1245,1,-5,-0.00244140625,-20,-0.009765625,2060,1.005859375,4,0.244140625,-14,-0.8544921875,-1,-0.06103515625,-142,-5328,-4760,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
301,10944,195735,0.1275,2,2,0.0009765625,-15,-0.00732421875,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24168,2039,31483,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
308,11198,195741,0.1305,0,-4,-0.001953125,-19,-0.00927734375,2097,1.02392578125,-10,-0.6103515625,-15,-0.91552734375,5,0.30517578125,-8110,-2226,-553,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
315,11452,195747,0.1335,1,-3,-0.00146484375,-19,-0.00927734375,2051,1.00146484375,-2,-0.1220703125,-13,-0.79345703125,1,0.06103515625,-117,-5311,-4716,-98,-0.538330078125,34,0.186767578125,-32227,-177.0281982421875,399,3.99
316,11484,195747,0.1335,2,3,0.00146484375,-16,-0.0078125,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,9,0.54931640625,-24161,2033,31474,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
329,11960,195759,0.1395,0,-1,-0.00048828125,-16,-0.0078125,2098,1.0244140625,-10,-0.6103515625,-14,-0.8544921875,4,0.244140625,-8132,-2232,-596,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
330,11992,195759,0.1395,1,-4,-0.001953125,-18,-0.0087890625,2061,1.00634765625,-2,-0.1220703125,-13,-0.79345703125,-2,-0.1220703125,-114,-5305,-4726,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,399,3.99
331,12024,195759,0.1395,2,3,0.00146484375,-15,-0.00732421875,2075,1.01318359375,-4,-0.244140625,-3,-0.18310546875,9,0.54931640625,-24141,2013,31493,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
344,12500,195771,0.1455,0,-6,-0.0029296875,-22,-0.0107421875,2094,1.0224609375,-8,-0.48828125,-16,-0.9765625,4,0.244140625,-8140,-2225,-613,-192,-1.0546875,23,0.1263427734375,-19255,-105.7708740234375,397,3.97
345,12532,195771,0.1455,1,-5,-0.00244140625,-21,-0.01025390625,2056,1.00390625,0,0.0,-16,-0.9765625,-1,-0.06103515625,-126,-5358,-4716,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,399,3.99
348,12638,195773,0.1465,2,2,0.0009765625,-15,-0.00732421875,2075,1.01318359375,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24163,1988,31465,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
359,13040,195783,0.1515,0,-2,-0.0009765625,-20,-0.009765625,2096,1.0234375,-9,-0.54931640625,-16,-0.9765625,5,0.30517578125,-8122,-2207,-641,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
362,13146,195785,0.1525,1,-6,-0.0029296875,-20,-0.009765625,2055,1.00341796875,-3,-0.18310546875,-14,-0.8544921875,-2,-0.1220703125,-160,-5359,-4692,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,399,3.99
365,13252,195787,0.1535,2,2,0.0009765625,-14,-0.0068359375,2076,1.013671875,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24175,1990,31530,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
376,13654,195797,0.1585,0,-4,-0.001953125,-18,-0.0087890625,2101,1.02587890625,-7,-0.42724609375,-15,-0.91552734375,4,0.244140625,-8120,-2211,-655,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
379,13760,195799,0.1595,1,-7,-0.00341796875,-20,-0.009765625,2053,1.00244140625,-1,-0.06103515625,-15,-0.91552734375,-1,-0.06103515625,-144,-5352,-4693,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
386,14014,195805,0.1625,2,2,0.0009765625,-15,-0.00732421875,2076,1.013671875,-3,-0.18310546875,-3,-0.18310546875,10,0.6103515625,-24178,1989,31460,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
393,14268,195811,0.1655,0,-4,-0.001953125,-18,-0.0087890625,2099,1.02490234375,-8,-0.48828125,-16,-0.9765625,6,0.3662109375,-8094,-2209,-620,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
400,14522,195817,0.1685,1,-7,-0.00341796875,-22,-0.0107421875,2054,1.0029296875,1,0.06103515625,-14,-0.8544921875,0,0.0,-122,-5357,-4707,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
401,14554,195817,0.1685,2,2,0.0009765625,-15,-0.00732421875,2075,1.01318359375,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24200,1978,31468,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
414,15030,195829,0.1745,0,-2,-0.0009765625,-21,-0.01025390625,2100,1.025390625,-9,-0.54931640625,-15,-0.91552734375,4,0.244140625,-8092,-2188,-622,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
415,15062,195829,0.1745,1,-5,-0.00244140625,-19,-0.00927734375,2056,1.00390625,-6,-0.3662109375,-16,-0.9765625,-3,-0.18310546875,-132,-5369,-4715,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
417,15131,195830,0.175,2,1,0.00048828125,-15,-0.00732421875,2075,1.01318359375,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24202,1978,31476,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
429,15570,195841,0.1805,0,-2,-0.0009765625,-24,-0.01171875,2095,1.02294921875,-6,-0.3662109375,-14,-0.8544921875,6,0.3662109375,-8107,-2204,-602,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
430,15602,195841,0.1805,1,-7,-0.00341796875,-18,-0.0087890625,2055,1.00341796875,-3,-0.18310546875,-13,-0.79345703125,-1,-0.06103515625,-113,-5357,-4762,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
433,15708,195843,0.1815,2,1,0.00048828125,-14,-0.0068359375,2074,1.0126953125,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24245,1974,31439,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
444,16110,195853,0.1865,0,-2,-0.0009765625,-22,-0.0107421875,2100,1.025390625,-8,-0.48828125,-17,-1.03759765625,8,0.48828125,-8102,-2211,-645,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
447,16216,195855,0.1875,1,-8,-0.00390625,-20,-0.009765625,2064,1.0078125,-1,-0.06103515625,-14,-0.8544921875,0,0.0,-111,-5360,-4750,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
450,16322,195857,0.1885,2,1,0.00048828125,-14,-0.0068359375,2073,1.01220703125,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24259,1973,31468,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
461,16724,195867,0.1935,0,-5,-0.00244140625,-19,-0.00927734375,2099,1.02490234375,-9,-0.54931640625,-17,-1.03759765625,5,0.30517578125,-8099,-2215,-617,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
464,16830,195869,0.1945,1,-9,-0.00439453125,-24,-0.01171875,2055,1.00341796875,-2,-0.1220703125,-13,-0.79345703125,-1,-0.06103515625,-110,-5364,-4748,-98,-0.538330078125,34,0.186767578125,-32228,-177.03369140625,398,3.98
471,17084,195875,0.1975,2,1,0.00048828125,-13,-0.00634765625,2074,1.0126953125,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24248,1978,31458,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
478,17338,195881,0.2005,0,-6,-0.0029296875,-18,-0.0087890625,2098,1.0244140625,-7,-0.42724609375,-16,-0.9765625,5,0.30517578125,-8093,-2196,-581,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
485,17592,195887,0.2035,1,-9,-0.00439453125,-20,-0.009765625,2055,1.00341796875,0,0.0,-14,-0.8544921875,1,0.06103515625,-102,-5370,-4736,-98,-0.538330078125,34,0.186767578125,-32229,-177.0391845703125,398,3.98
486,17624,195887,0.2035,2,1,0.00048828125,-14,-0.0068359375,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,9,0.54931640625,-24260,1978,31476,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
499,18100,195899,0.2095,0,-7,-0.00341796875,-22,-0.0107421875,2098,1.0244140625,-10,-0.6103515625,-14,-0.8544921875,6,0.3662109375,-8063,-2192,-539,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
500,18132,195899,0.2095,1,-10,-0.0048828125,-20,-0.009765625,2057,1.00439453125,-1,-0.06103515625,-14,-0.8544921875,-2,-0.1220703125,-107,-5381,-4750,-98,-0.538330078125,34,0.186767578125,-32229,-177.0391845703125,398,3.98
501,18164,195899,0.2095,2,1,0.00048828125,-14,-0.0068359375,2074,1.0126953125,-4,-0.244140625,-4,-0.244140625,9,0.54931640625,-24267,1976,31474,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
514,18640,195911,0.2155,0,-5,-0.00244140625,-19,-0.00927734375,2097,1.02392578125,-9,-0.54931640625,-17,-1.03759765625,5,0.30517578125,-8068,-2168,-566,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
515,18672,195911,0.2155,1,-7,-0.00341796875,-22,-0.0107421875,2060,1.005859375,1,0.06103515625,-15,-0.91552734375,-1,-0.06103515625,-93,-5383,-4761,-98,-0.538330078125,34,0.186767578125,-32229,-177.0391845703125,398,3.98
518,18778,195913,0.2165,2,1,0.00048828125,-14,-0.0068359375,2075,1.01318359375,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24257,1974,31422,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
529,19180,195923,0.2215,0,-5,-0.00244140625,-19,-0.00927734375,2097,1.02392578125,-9,-0.54931640625,-17,-1.03759765625,5,0.30517578125,-8068,-2168,-566,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,397,3.97
532,19286,195925,0.2225,1,-9,-0.00439453125,-19,-0.00927734375,2057,1.00439453125,-1,-0.06103515625,-13,-0.79345703125,0,0.0,-104,-5377,-4778,-98,-0.538330078125,34,0.186767578125,-32229,-177.0391845703125,398,3.98
535,19392,195927,0.2235,2,2,0.0009765625,-14,-0.0068359375,2075,1.01318359375,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24251,1959,31413,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
546,19794,195937,0.2285,0,0,0.0,-20,-0.009765625,2100,1.025390625,-8,-0.48828125,-18,-1.0986328125,4,0.244140625,-8095,-2196,-576,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
549,19900,195939,0.2295,1,-8,-0.00390625,-20,-0.009765625,2058,1.0048828125,2,0.1220703125,-15,-0.91552734375,-2,-0.1220703125,-121,-5372,-4757,-98,-0.538330078125,34,0.186767578125,-32229,-177.0391845703125,398,3.98
556,20154,195945,0.2325,2,2,0.0009765625,-14,-0.0068359375,2074,1.0126953125,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24245,1960,31424,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,401,4.01
563,20408,195951,0.2355,0,-4,-0.001953125,-18,-0.0087890625,2101,1.02587890625,-9,-0.54931640625,-16,-0.9765625,3,0.18310546875,-8105,-2215,-567,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
570,20662,195957,0.2385,1,-8,-0.00390625,-24,-0.01171875,2062,1.0068359375,0,0.0,-14,-0.8544921875,0,0.0,-96,-5371,-4759,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
571,20694,195957,0.2385,2,3,0.00146484375,-15,-0.00732421875,2074,1.0126953125,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24223,1938,31414,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,402,4.02
580,21022,195965,0.2425,0,-4,-0.001953125,-20,-0.009765625,2100,1.025390625,-10,-0.6103515625,-15,-0.91552734375,7,0.42724609375,-8121,-2247,-550,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
585,21202,195969,0.2445,1,-5,-0.00244140625,-21,-0.01025390625,2057,1.00439453125,-1,-0.06103515625,-13,-0.79345703125,-3,-0.18310546875,-114,-5383,-4755,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
586,21234,195969,0.2445,2,3,0.00146484375,-14,-0.0068359375,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24210,1941,31421,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,402,4.02
599,21710,195981,0.2505,0,-2,-0.0009765625,-16,-0.0078125,2101,1.02587890625,-9,-0.54931640625,-17,-1.03759765625,5,0.30517578125,-8110,-2225,-572,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
600,21742,195981,0.2505,1,-8,-0.00390625,-21,-0.01025390625,2060,1.005859375,0,0.0,-14,-0.8544921875,-1,-0.06103515625,-122,-5382,-4725,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
603,21848,195983,0.2515,2,2,0.0009765625,-14,-0.0068359375,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24240,1931,31445,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,402,4.02
614,22250,195993,0.2565,0,-2,-0.0009765625,-16,-0.0078125,2101,1.02587890625,-9,-0.54931640625,-17,-1.03759765625,5,0.30517578125,-8110,-2225,-572,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
617,22356,195995,0.2575,1,-10,-0.0048828125,-20,-0.009765625,2056,1.00390625,-1,-0.06103515625,-14,-0.8544921875,-2,-0.1220703125,-108,-5366,-4734,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
620,22462,195997,0.2585,2,2,0.0009765625,-14,-0.0068359375,2075,1.01318359375,-4,-0.244140625,-4,-0.244140625,10,0.6103515625,-24216,1949,31455,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,402,4.02
631,22864,196007,0.2635,0,0,0.0,-21,-0.01025390625,2097,1.02392578125,-9,-0.54931640625,-15,-0.91552734375,4,0.244140625,-8124,-2228,-595,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
634,22970,196009,0.2645,1,-6,-0.0029296875,-20,-0.009765625,2057,1.00439453125,3,0.18310546875,-15,-0.91552734375,1,0.06103515625,-94,-5355,-4736,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
641,23224,196015,0.2675,2,2,0.0009765625,-14,-0.0068359375,2074,1.0126953125,-3,-0.18310546875,-4,-0.244140625,10,0.6103515625,-24221,1967,31414,-197,-1.0821533203125,-3,-0.0164794921875,18903,103.8372802734375,402,4.02
648,23478,196021,0.2705,0,-7,-0.00341796875,-22,-0.0107421875,2102,1.0263671875,-9,-0.54931640625,-18,-1.0986328125,7,0.42724609375,-8113,-2230,-608,-192,-1.0546875,23,0.1263427734375,-19254,-105.765380859375,396,3.96
655,23732,196027,0.2735,1,-9,-0.00439453125,-16,-0.0078125,2056,1.00390625,2,0.1220703125,-16,-0.9765625,0,0.0,-120,-5359,-4704,-98,-0.538330078125,34,0.186767578125,-32230,-177.044677734375,398,3.98
